,index,Date,VH,Team,Final,ML,Probability,Week,Result,Aggregate,elton-alexander,tyson-alger,mike-barber,mark-berman,john-bohnenkamp,dave-borges,zac-boyer,rick-bozich,aaron-brenner,kevin-brockway,jp-butler,jason-butt,christian-caple,nick-carboni,jerry-carino,ray-coleman,graham-couch,richard-croome,chris-dachille,seth-davis,doug-doughty,jay-drew,jeff-faraudo,john-feinstein,marcus-fuller,chris-goff,cormac-gordon,geoff-grammer,tom-green,doug-haller,kelly-hines,bob-holt,cecil-hurt,marcus-jackson,joe-juliano,michelle-kaufman,laura-keeley,kevin-lyttle,fletcher-mackel,scott-mansch,matt-mccoy,chuck-mcgill,john-mcnamara,kevin-mcnamara,chris-murray,dana-oneil,zach-osterman,tod-palmer,soren-petro,bj-rains,ryan-recker,pat-rooney,randy-rosetta,jon-rothstein,shannon-ryan,adam-sparks,bret-strelow,bob-sutton,terry-toohey,matt-vautour,matt-velazquez,dick-vitale,john-werner,jon-wilner,scott-wolf,scott-richey
1259,4434,128,V,iowa,68.0,210,0.3225806451612903,12,L,1473,7.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,6.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,7.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,8.0,3.0,2.0,3.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0
1337,4777,131,H,iowa,85.0,-900,0.9,12,W,1473,7.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,6.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,7.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,8.0,3.0,2.0,3.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0
1301,4619,130,H,north-carolina,89.0,-42000,0.997624703087886,12,W,1586,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,1.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0
1224,4341,126,H,oklahoma,91.0,-1100,0.9166666666666666,12,W,1592,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0
1302,4620,130,V,oklahoma,77.0,-165,0.6226415094339622,12,W,1592,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0
1353,4814,201,V,texas,67.0,190,0.3448275862068966,13,W,1,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1375,4877,202,H,san-diego-state,69.0,-793,0.8880179171332587,13,W,1,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1430,5085,206,H,texas,69.0,-550,0.8461538461538461,13,W,1,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1439,5119,206,H,san-diego-state,78.0,-240,0.7058823529411765,13,W,1,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383,4901,203,H,florida,87.0,-350,0.7777777777777778,13,W,3,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1442,5124,206,V,florida,61.0,290,0.2564102564102564,13,L,3,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1420,5063,206,H,pittsburgh,50.0,105,0.4878048780487805,13,L,4,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1369,4868,202,V,duke,80.0,-185,0.6491228070175439,13,W,6,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,25.0,,,,,,,,25.0,,,,,,,,,24.0,,,,,,,,
1428,5081,206,H,duke,88.0,-850,0.8947368421052632,13,W,6,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,25.0,,,,,,,,25.0,,,,,,,,,24.0,,,,,,,,
1444,5126,206,V,valparaiso,73.0,-13500,0.9926470588235294,13,W,7,,,,,,,,,,,,,,,,,21.0,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0
1373,4875,202,H,michigan,67.0,-130,0.5652173913043478,13,L,21,,,,,,,,,21.0,,,25.0,,,25.0,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,21.0,,,,25.0,22.0,
1379,4888,203,V,notre-dame,70.0,200,0.3333333333333333,13,L,21,,,,,,,,24.0,,,,,,23.0,,,23.0,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,25.0,,,,,,,,,
1434,5097,206,H,michigan,73.0,175,0.36363636363636365,13,L,21,,,,,,,,,21.0,,,25.0,,,25.0,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,21.0,,,,25.0,22.0,
1458,5175,206,H,notre-dame,80.0,135,0.425531914893617,13,W,21,,,,,,,,24.0,,,,,,23.0,,,23.0,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,25.0,,,,,,,,,
1411,4999,204,H,usc,80.0,-220,0.6875,13,W,40,,,,24.0,25.0,,,,23.0,,,,24.0,,,,,,,,,,,,21.0,,,,,22.0,,,,,,,23.0,,,,,24.0,,,,,22.0,,,25.0,,,,25.0,,24.0,,,25.0,,21.0,,,22.0,,
1361,4844,202,V,south-carolina,56.0,-120,0.5454545454545454,13,L,87,,,,,,,,,14.0,24.0,25.0,,23.0,,,24.0,,24.0,,,15.0,23.0,21.0,,25.0,,,,,,,23.0,25.0,,,20.0,,,,17.0,24.0,,25.0,,25.0,,,,,,,23.0,22.0,,,22.0,,22.0,,23.0,,,24.0,,,24.0
1440,5120,206,V,south-carolina,81.0,425,0.19047619047619047,13,W,87,,,,,,,,,14.0,24.0,25.0,,23.0,,,24.0,,24.0,,,15.0,23.0,21.0,,25.0,,,,,,,23.0,25.0,,,20.0,,,,17.0,24.0,,25.0,,25.0,,,,,,,23.0,22.0,,,22.0,,22.0,,23.0,,,24.0,,,24.0
1455,5158,206,V,dayton,98.0,-600,0.8571428571428571,13,W,168,24.0,23.0,25.0,18.0,21.0,21.0,,,22.0,23.0,22.0,20.0,,21.0,,25.0,25.0,23.0,,,,,,18.0,24.0,20.0,21.0,,25.0,25.0,21.0,25.0,24.0,,24.0,22.0,,24.0,22.0,,22.0,21.0,24.0,24.0,20.0,23.0,19.0,23.0,,24.0,,22.0,24.0,,23.0,25.0,24.0,25.0,23.0,18.0,22.0,25.0,,20.0,21.0,
1393,4920,203,V,arizona,79.0,-600,0.8571428571428571,13,W,245,20.0,,21.0,,23.0,17.0,24.0,25.0,,20.0,24.0,24.0,20.0,20.0,23.0,22.0,17.0,22.0,22.0,19.0,,24.0,19.0,,23.0,24.0,18.0,22.0,22.0,23.0,24.0,22.0,23.0,,22.0,,25.0,22.0,20.0,19.0,19.0,20.0,22.0,21.0,19.0,22.0,,20.0,22.0,23.0,25.0,21.0,21.0,21.0,24.0,19.0,20.0,23.0,20.0,,23.0,22.0,20.0,,,23.0
1452,5142,206,V,arizona,77.0,-230,0.696969696969697,13,W,245,20.0,,21.0,,23.0,17.0,24.0,25.0,,20.0,24.0,24.0,20.0,20.0,23.0,22.0,17.0,22.0,22.0,19.0,,24.0,19.0,,23.0,24.0,18.0,22.0,22.0,23.0,24.0,22.0,23.0,,22.0,,25.0,22.0,20.0,19.0,19.0,20.0,22.0,21.0,19.0,22.0,,20.0,22.0,23.0,25.0,21.0,21.0,21.0,24.0,19.0,20.0,23.0,20.0,,23.0,22.0,20.0,,,23.0
1392,4917,203,H,wichita-state,76.0,-7000,0.9859154929577465,13,W,323,19.0,22.0,24.0,20.0,17.0,25.0,21.0,16.0,,25.0,23.0,21.0,25.0,24.0,19.0,23.0,13.0,21.0,17.0,17.0,21.0,21.0,24.0,19.0,18.0,19.0,,14.0,20.0,24.0,20.0,24.0,16.0,,20.0,21.0,19.0,19.0,21.0,24.0,,11.0,17.0,25.0,24.0,19.0,20.0,19.0,21.0,21.0,20.0,24.0,15.0,18.0,22.0,,19.0,,24.0,24.0,25.0,23.0,22.0,17.0,25.0,
1472,5226,206,V,wichita-state,53.0,-1100,0.9166666666666666,13,L,323,19.0,22.0,24.0,20.0,17.0,25.0,21.0,16.0,,25.0,23.0,21.0,25.0,24.0,19.0,23.0,13.0,21.0,17.0,17.0,21.0,21.0,24.0,19.0,18.0,19.0,,14.0,20.0,24.0,20.0,24.0,16.0,,20.0,21.0,19.0,19.0,21.0,24.0,,11.0,17.0,25.0,24.0,19.0,20.0,19.0,21.0,21.0,20.0,24.0,15.0,18.0,22.0,,19.0,,24.0,24.0,25.0,23.0,22.0,17.0,25.0,
1360,4842,202,V,kentucky,77.0,-410,0.803921568627451,13,L,429,22.0,19.0,23.0,19.0,18.0,16.0,20.0,14.0,24.0,21.0,20.0,19.0,19.0,16.0,21.0,17.0,12.0,17.0,24.0,21.0,19.0,22.0,14.0,16.0,22.0,23.0,19.0,17.0,23.0,19.0,23.0,13.0,20.0,,21.0,23.0,21.0,20.0,24.0,15.0,21.0,16.0,20.0,22.0,23.0,18.0,24.0,18.0,16.0,20.0,24.0,14.0,17.0,20.0,20.0,20.0,21.0,13.0,19.0,22.0,24.0,15.0,23.0,18.0,18.0,19.0
1443,5125,206,H,kentucky,80.0,-350,0.7777777777777778,13,W,429,22.0,19.0,23.0,19.0,18.0,16.0,20.0,14.0,24.0,21.0,20.0,19.0,19.0,16.0,21.0,17.0,12.0,17.0,24.0,21.0,19.0,22.0,14.0,16.0,22.0,23.0,19.0,17.0,23.0,19.0,23.0,13.0,20.0,,21.0,23.0,21.0,20.0,24.0,15.0,21.0,16.0,20.0,22.0,23.0,18.0,24.0,18.0,16.0,20.0,24.0,14.0,17.0,20.0,20.0,20.0,21.0,13.0,19.0,22.0,24.0,15.0,23.0,18.0,18.0,19.0
1351,4807,201,H,louisville,71.0,-120,0.5454545454545454,13,W,478,17.0,18.0,17.0,22.0,20.0,22.0,15.0,15.0,,18.0,18.0,16.0,17.0,18.0,18.0,19.0,16.0,20.0,18.0,22.0,18.0,17.0,18.0,23.0,19.0,18.0,23.0,20.0,19.0,20.0,18.0,15.0,13.0,,18.0,19.0,22.0,21.0,19.0,21.0,18.0,22.0,19.0,13.0,21.0,17.0,25.0,21.0,10.0,17.0,17.0,20.0,20.0,,17.0,16.0,22.0,18.0,17.0,19.0,18.0,14.0,17.0,19.0,20.0,16.0
1423,5069,206,H,louisville,79.0,-10000,0.9900990099009901,13,W,478,17.0,18.0,17.0,22.0,20.0,22.0,15.0,15.0,,18.0,18.0,16.0,17.0,18.0,18.0,19.0,16.0,20.0,18.0,22.0,18.0,17.0,18.0,23.0,19.0,18.0,23.0,20.0,19.0,20.0,18.0,15.0,13.0,,18.0,19.0,22.0,21.0,19.0,21.0,18.0,22.0,19.0,13.0,21.0,17.0,25.0,21.0,10.0,17.0,17.0,20.0,20.0,,17.0,16.0,22.0,18.0,17.0,19.0,18.0,14.0,17.0,19.0,20.0,16.0
1446,5132,206,V,purdue,61.0,210,0.3225806451612903,13,L,511,18.0,21.0,16.0,21.0,24.0,12.0,23.0,13.0,17.0,16.0,17.0,18.0,22.0,22.0,16.0,20.0,18.0,16.0,11.0,,17.0,18.0,22.0,17.0,16.0,22.0,20.0,15.0,18.0,18.0,17.0,19.0,14.0,,15.0,15.0,17.0,17.0,16.0,22.0,17.0,,16.0,14.0,18.0,15.0,17.0,22.0,12.0,16.0,18.0,18.0,19.0,22.0,18.0,18.0,17.0,16.0,22.0,16.0,19.0,21.0,19.0,24.0,19.0,18.0
1406,4985,204,H,oregon,76.0,-550,0.8461538461538461,13,W,551,23.0,16.0,15.0,16.0,16.0,15.0,22.0,22.0,19.0,19.0,19.0,22.0,15.0,19.0,22.0,21.0,24.0,19.0,20.0,13.0,16.0,16.0,15.0,14.0,17.0,17.0,16.0,18.0,16.0,14.0,19.0,17.0,21.0,,17.0,16.0,16.0,13.0,17.0,18.0,15.0,17.0,21.0,17.0,15.0,21.0,21.0,16.0,20.0,18.0,16.0,19.0,14.0,14.0,19.0,17.0,12.0,19.0,18.0,20.0,15.0,17.0,18.0,16.0,14.0,20.0
1478,5291,207,H,oregon,76.0,-265,0.726027397260274,13,W,551,23.0,16.0,15.0,16.0,16.0,15.0,22.0,22.0,19.0,19.0,19.0,22.0,15.0,19.0,22.0,21.0,24.0,19.0,20.0,13.0,16.0,16.0,15.0,14.0,17.0,17.0,16.0,18.0,16.0,14.0,19.0,17.0,21.0,,17.0,16.0,16.0,13.0,17.0,18.0,15.0,17.0,21.0,17.0,15.0,21.0,21.0,16.0,20.0,18.0,16.0,19.0,14.0,14.0,19.0,17.0,12.0,19.0,18.0,20.0,15.0,17.0,18.0,16.0,14.0,20.0
1354,4815,201,H,baylor,59.0,-220,0.6875,13,L,728,14.0,17.0,13.0,14.0,15.0,14.0,17.0,19.0,13.0,14.0,14.0,14.0,16.0,15.0,15.0,15.0,19.0,13.0,12.0,14.0,20.0,12.0,23.0,13.0,13.0,12.0,13.0,12.0,15.0,16.0,14.0,16.0,15.0,,12.0,14.0,14.0,15.0,14.0,16.0,16.0,12.0,15.0,19.0,16.0,16.0,10.0,12.0,17.0,10.0,11.0,13.0,25.0,15.0,15.0,21.0,13.0,17.0,15.0,9.0,16.0,19.0,15.0,10.0,12.0,17.0
1466,5208,206,V,baylor,69.0,220,0.3125,13,L,728,14.0,17.0,13.0,14.0,15.0,14.0,17.0,19.0,13.0,14.0,14.0,14.0,16.0,15.0,15.0,15.0,19.0,13.0,12.0,14.0,20.0,12.0,23.0,13.0,13.0,12.0,13.0,12.0,15.0,16.0,14.0,16.0,15.0,,12.0,14.0,14.0,15.0,14.0,16.0,16.0,12.0,15.0,19.0,16.0,16.0,10.0,12.0,17.0,10.0,11.0,13.0,25.0,15.0,15.0,21.0,13.0,17.0,15.0,9.0,16.0,19.0,15.0,10.0,12.0,17.0
1371,4872,202,V,west-virginia,81.0,200,0.3333333333333333,13,W,814,11.0,12.0,11.0,12.0,14.0,18.0,8.0,12.0,18.0,13.0,13.0,17.0,13.0,12.0,14.0,13.0,14.0,18.0,16.0,12.0,10.0,15.0,11.0,15.0,14.0,14.0,11.0,11.0,13.0,15.0,15.0,18.0,12.0,,14.0,18.0,13.0,18.0,18.0,13.0,12.0,15.0,13.0,12.0,11.0,14.0,15.0,15.0,14.0,15.0,14.0,12.0,10.0,13.0,14.0,13.0,11.0,8.0,13.0,15.0,11.0,11.0,14.0,15.0,15.0,12.0
1467,5209,206,H,west-virginia,80.0,-260,0.7222222222222222,13,W,814,11.0,12.0,11.0,12.0,14.0,18.0,8.0,12.0,18.0,13.0,13.0,17.0,13.0,12.0,14.0,13.0,14.0,18.0,16.0,12.0,10.0,15.0,11.0,15.0,14.0,14.0,11.0,11.0,13.0,15.0,15.0,18.0,12.0,,14.0,18.0,13.0,18.0,18.0,13.0,12.0,15.0,13.0,12.0,11.0,14.0,15.0,15.0,14.0,15.0,14.0,12.0,10.0,13.0,14.0,13.0,11.0,8.0,13.0,15.0,11.0,11.0,14.0,15.0,15.0,12.0
1372,4873,202,H,iowa-state,76.0,-240,0.7058823529411765,13,L,851,15.0,14.0,10.0,9.0,12.0,23.0,14.0,20.0,10.0,15.0,15.0,12.0,12.0,11.0,12.0,14.0,8.0,14.0,13.0,11.0,,11.0,17.0,20.0,15.0,10.0,12.0,16.0,12.0,11.0,10.0,12.0,11.0,,16.0,12.0,9.0,11.0,10.0,14.0,14.0,8.0,14.0,18.0,14.0,11.0,9.0,13.0,13.0,14.0,13.0,17.0,7.0,16.0,16.0,14.0,14.0,12.0,8.0,11.0,12.0,16.0,11.0,7.0,9.0,9.0
1431,5086,206,V,iowa-state,64.0,-200,0.6666666666666666,13,W,851,15.0,14.0,10.0,9.0,12.0,23.0,14.0,20.0,10.0,15.0,15.0,12.0,12.0,11.0,12.0,14.0,8.0,14.0,13.0,11.0,,11.0,17.0,20.0,15.0,10.0,12.0,16.0,12.0,11.0,10.0,12.0,11.0,,16.0,12.0,9.0,11.0,10.0,14.0,14.0,8.0,14.0,18.0,14.0,11.0,9.0,13.0,13.0,14.0,13.0,17.0,7.0,16.0,16.0,14.0,14.0,12.0,8.0,11.0,12.0,16.0,11.0,7.0,9.0,9.0
1370,4870,202,V,providence,70.0,-385,0.7938144329896907,13,L,900,12.0,13.0,12.0,11.0,13.0,7.0,13.0,18.0,12.0,12.0,12.0,10.0,10.0,17.0,10.0,11.0,9.0,11.0,15.0,7.0,13.0,13.0,9.0,10.0,11.0,9.0,15.0,19.0,14.0,12.0,11.0,11.0,19.0,,11.0,7.0,11.0,10.0,15.0,12.0,13.0,14.0,12.0,11.0,10.0,13.0,11.0,11.0,18.0,11.0,10.0,15.0,23.0,9.0,13.0,8.0,15.0,11.0,12.0,13.0,13.0,13.0,12.0,12.0,10.0,10.0
1438,5109,206,H,providence,60.0,195,0.3389830508474576,13,L,900,12.0,13.0,12.0,11.0,13.0,7.0,13.0,18.0,12.0,12.0,12.0,10.0,10.0,17.0,10.0,11.0,9.0,11.0,15.0,7.0,13.0,13.0,9.0,10.0,11.0,9.0,15.0,19.0,14.0,12.0,11.0,11.0,19.0,,11.0,7.0,11.0,10.0,15.0,12.0,13.0,14.0,12.0,11.0,10.0,13.0,11.0,11.0,18.0,11.0,10.0,15.0,23.0,9.0,13.0,8.0,15.0,11.0,12.0,13.0,13.0,13.0,12.0,12.0,10.0,10.0
1433,5096,206,V,michigan-state,89.0,-200,0.6666666666666666,13,W,1018,10.0,10.0,8.0,15.0,11.0,13.0,4.0,10.0,4.0,10.0,10.0,15.0,9.0,8.0,8.0,9.0,10.0,10.0,9.0,9.0,14.0,10.0,10.0,11.0,12.0,13.0,8.0,7.0,10.0,10.0,12.0,9.0,9.0,,13.0,13.0,10.0,12.0,9.0,9.0,11.0,9.0,10.0,10.0,12.0,10.0,14.0,9.0,9.0,12.0,12.0,10.0,12.0,11.0,11.0,6.0,10.0,14.0,10.0,12.0,8.0,10.0,10.0,8.0,16.0,13.0
1378,4887,203,H,virginia,61.0,-21500,0.9953703703703703,13,W,1086,9.0,9.0,7.0,10.0,7.0,11.0,12.0,9.0,6.0,9.0,8.0,11.0,11.0,10.0,7.0,8.0,11.0,9.0,6.0,16.0,9.0,9.0,16.0,8.0,6.0,11.0,7.0,10.0,7.0,8.0,9.0,6.0,8.0,,9.0,11.0,12.0,7.0,8.0,11.0,9.0,13.0,9.0,9.0,9.0,9.0,13.0,3.0,7.0,7.0,9.0,5.0,13.0,8.0,8.0,12.0,9.0,15.0,11.0,10.0,10.0,6.0,9.0,11.0,11.0,11.0
1419,5062,206,V,virginia,64.0,-125,0.5555555555555556,13,W,1086,9.0,9.0,7.0,10.0,7.0,11.0,12.0,9.0,6.0,9.0,8.0,11.0,11.0,10.0,7.0,8.0,11.0,9.0,6.0,16.0,9.0,9.0,16.0,8.0,6.0,11.0,7.0,10.0,7.0,8.0,9.0,6.0,8.0,,9.0,11.0,12.0,7.0,8.0,11.0,9.0,13.0,9.0,9.0,9.0,9.0,13.0,3.0,7.0,7.0,9.0,5.0,13.0,8.0,8.0,12.0,9.0,15.0,11.0,10.0,10.0,6.0,9.0,11.0,11.0,11.0
1391,4915,203,H,kansas,77.0,-900,0.9,13,W,1233,6.0,7.0,3.0,7.0,8.0,6.0,6.0,4.0,11.0,7.0,7.0,5.0,8.0,3.0,9.0,7.0,5.0,7.0,14.0,10.0,11.0,8.0,5.0,3.0,7.0,7.0,4.0,8.0,9.0,7.0,7.0,5.0,6.0,,7.0,8.0,8.0,8.0,6.0,10.0,7.0,10.0,7.0,5.0,4.0,7.0,8.0,10.0,8.0,8.0,8.0,3.0,6.0,10.0,5.0,4.0,8.0,9.0,9.0,8.0,9.0,3.0,7.0,6.0,8.0,6.0
1422,5066,206,V,kansas,75.0,-1200,0.9230769230769231,13,W,1233,6.0,7.0,3.0,7.0,8.0,6.0,6.0,4.0,11.0,7.0,7.0,5.0,8.0,3.0,9.0,7.0,5.0,7.0,14.0,10.0,11.0,8.0,5.0,3.0,7.0,7.0,4.0,8.0,9.0,7.0,7.0,5.0,6.0,,7.0,8.0,8.0,8.0,6.0,10.0,7.0,10.0,7.0,5.0,4.0,7.0,8.0,10.0,8.0,8.0,8.0,3.0,6.0,10.0,5.0,4.0,8.0,9.0,9.0,8.0,9.0,3.0,7.0,6.0,8.0,6.0
1377,4885,203,H,xavier,90.0,NL,0.5,13,W,1344,4.0,4.0,4.0,3.0,4.0,4.0,3.0,8.0,9.0,5.0,3.0,3.0,6.0,9.0,6.0,4.0,6.0,5.0,4.0,5.0,8.0,3.0,7.0,7.0,4.0,5.0,10.0,4.0,4.0,6.0,5.0,8.0,4.0,,4.0,4.0,5.0,5.0,4.0,4.0,5.0,6.0,4.0,7.0,5.0,6.0,5.0,8.0,6.0,4.0,4.0,6.0,9.0,6.0,6.0,7.0,5.0,6.0,4.0,4.0,5.0,5.0,5.0,9.0,6.0,3.0
1426,5073,206,H,xavier,90.0,-1100,0.9166666666666666,13,W,1344,4.0,4.0,4.0,3.0,4.0,4.0,3.0,8.0,9.0,5.0,3.0,3.0,6.0,9.0,6.0,4.0,6.0,5.0,4.0,5.0,8.0,3.0,7.0,7.0,4.0,5.0,10.0,4.0,4.0,6.0,5.0,8.0,4.0,,4.0,4.0,5.0,5.0,4.0,4.0,5.0,6.0,4.0,7.0,5.0,6.0,5.0,8.0,6.0,4.0,4.0,6.0,9.0,6.0,6.0,7.0,5.0,6.0,4.0,4.0,5.0,5.0,5.0,9.0,6.0,3.0
1381,4893,203,H,iowa,73.0,-6000,0.9836065573770492,13,W,1362,5.0,6.0,6.0,4.0,5.0,5.0,7.0,3.0,3.0,6.0,5.0,7.0,5.0,4.0,5.0,6.0,2.0,6.0,7.0,4.0,5.0,7.0,6.0,6.0,8.0,3.0,5.0,3.0,6.0,5.0,4.0,7.0,3.0,,5.0,6.0,4.0,3.0,7.0,5.0,6.0,2.0,6.0,4.0,8.0,3.0,3.0,5.0,4.0,6.0,6.0,8.0,4.0,4.0,4.0,5.0,4.0,5.0,6.0,6.0,4.0,8.0,6.0,4.0,3.0,5.0
1475,5278,207,V,iowa,77.0,-500,0.8333333333333334,13,W,1362,5.0,6.0,6.0,4.0,5.0,5.0,7.0,3.0,3.0,6.0,5.0,7.0,5.0,4.0,5.0,6.0,2.0,6.0,7.0,4.0,5.0,7.0,6.0,6.0,8.0,3.0,5.0,3.0,6.0,5.0,4.0,7.0,3.0,,5.0,6.0,4.0,3.0,7.0,5.0,6.0,2.0,6.0,4.0,8.0,3.0,3.0,5.0,4.0,6.0,6.0,8.0,4.0,4.0,4.0,5.0,4.0,5.0,6.0,6.0,4.0,8.0,6.0,4.0,3.0,5.0
1390,4912,203,V,maryland,70.0,-240,0.7058823529411765,13,W,1366,8.0,5.0,5.0,8.0,6.0,3.0,5.0,5.0,7.0,3.0,4.0,6.0,3.0,6.0,4.0,5.0,4.0,4.0,5.0,3.0,3.0,5.0,3.0,5.0,5.0,6.0,3.0,6.0,5.0,4.0,6.0,3.0,10.0,,6.0,5.0,7.0,9.0,3.0,7.0,3.0,5.0,5.0,3.0,7.0,5.0,6.0,4.0,3.0,5.0,5.0,7.0,3.0,3.0,7.0,3.0,6.0,4.0,5.0,5.0,6.0,7.0,3.0,3.0,7.0,4.0
1447,5133,206,H,maryland,72.0,-250,0.7142857142857143,13,W,1366,8.0,5.0,5.0,8.0,6.0,3.0,5.0,5.0,7.0,3.0,4.0,6.0,3.0,6.0,4.0,5.0,4.0,4.0,5.0,3.0,3.0,5.0,3.0,5.0,5.0,6.0,3.0,6.0,5.0,4.0,6.0,3.0,10.0,,6.0,5.0,7.0,9.0,3.0,7.0,3.0,5.0,5.0,3.0,7.0,5.0,6.0,4.0,3.0,5.0,5.0,7.0,3.0,3.0,7.0,3.0,6.0,4.0,5.0,5.0,6.0,7.0,3.0,3.0,7.0,4.0
1387,4907,203,H,villanova,83.0,-900,0.9,13,W,1384,3.0,3.0,14.0,6.0,3.0,8.0,10.0,6.0,8.0,4.0,6.0,4.0,4.0,7.0,3.0,3.0,7.0,3.0,3.0,8.0,7.0,4.0,4.0,4.0,3.0,4.0,9.0,5.0,3.0,3.0,3.0,4.0,5.0,,3.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0,3.0,6.0,3.0,4.0,4.0,6.0,5.0,3.0,3.0,4.0,8.0,5.0,3.0,9.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,8.0
1437,5108,206,V,villanova,72.0,-230,0.696969696969697,13,W,1384,3.0,3.0,14.0,6.0,3.0,8.0,10.0,6.0,8.0,4.0,6.0,4.0,4.0,7.0,3.0,3.0,7.0,3.0,3.0,8.0,7.0,4.0,4.0,4.0,3.0,4.0,9.0,5.0,3.0,3.0,3.0,4.0,5.0,,3.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0,3.0,6.0,3.0,4.0,4.0,6.0,5.0,3.0,3.0,4.0,8.0,5.0,3.0,9.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,8.0
1350,4806,201,V,north-carolina,65.0,100,0.5,13,L,1578,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0
