,index,Date,VH,Team,Final,ML,Probability,Week,Result,Aggregate,elton-alexander,tyson-alger,mark-berman,john-bohnenkamp,dave-borges,rick-bozich,kevin-brockway,lauren-brownlow,jp-butler,jason-butt,jerry-carino,david-cloninger,david-cobb,mark-cooper,graham-couch,richard-croome,gary-damato,chris-dachille,seth-davis,luke-decock,doug-doughty,john-feinstein,justin-ferguson,marcus-fuller,chris-goff,geoff-grammer,doug-haller,bob-holt,cecil-hurt,justin-jackson,joe-juliano,paul-klee,joey-knight,theo-lawson,andrew-lopez,kevin-lyttle,scott-mansch,dave-matter,matt-mccoy,brian-mcinnis,john-mcnamara,kevin-mcnamara,craig-meyer,sheldon-mickles,antonio-morales,chris-murray,jesse-newell,thuc-nhi-nguyen,jon-nyatawa,zach-osterman,tony-parks,bj-rains,joe-rexrode,scott-richey,jon-rothstein,shannon-ryan,lindsay-schnell,carlos-silva,terry-toohey,matt-vautour,dick-vitale,brant-wilkerson,jon-wilner,norm-wood,scott-wolf,scott-gleeson,ben-steele
76,288,1114,N,michigan-state,81,-110,0.5238095238095238,1,L,1520,3.0,3.0,1.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,1.0,4.0,6.0,1.0,2.0,3.0,8.0,3.0,2.0,1.0,6.0,1.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,2.0,6.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,4.0,4.0,3.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,,
1,3,1110,H,duke,97,-3750,0.974025974025974,1,W,1572,2.0,1.0,5.0,3.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,4.0,5.0,1.0,3.0,2.0,2.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,,
77,289,1114,N,duke,88,-110,0.5238095238095238,1,W,1572,2.0,1.0,5.0,3.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,4.0,5.0,1.0,3.0,2.0,2.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,,
103,365,1116,N,south-carolina,65,-380,0.7916666666666666,2,L,1,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,436,1117,N,south-carolina,80,-500,0.8333333333333334,2,W,1,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,491,1117,H,oregon,114,-60000,0.9983361064891847,2,W,1,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,560,1118,V,harvard,69,-170,0.6296296296296297,2,L,1,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,583,1119,H,oregon,95,NL,0.5,2,W,1,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,586,1119,N,south-carolina,79,-400,0.8,2,W,1,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,319,1115,H,maryland,79,-200,0.6666666666666666,2,W,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,
90,326,1115,V,nevada,93,-240,0.7058823529411765,2,W,2,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,379,1116,N,dayton,69,-145,0.5918367346938775,2,L,2,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,425,1117,N,dayton,79,-185,0.6491228070175439,2,W,2,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,502,1118,V,oakland,74,103,0.49261083743842365,2,L,2,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,506,1118,V,nevada,89,-850,0.8947368421052632,2,W,2,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,571,1118,H,maryland,80,-950,0.9047619047619048,2,W,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,
161,607,1119,N,dayton,67,115,0.46511627906976744,2,L,2,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,411,1117,H,arkansas,83,-900,0.9,2,W,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,
87,321,1115,H,oklahoma,108,NL,0.5,2,W,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,22.0,,,,,
84,318,1115,V,butler,65,170,0.37037037037037035,2,L,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,25.0,,
144,520,1118,N,texas-tech,75,-450,0.8181818181818182,2,W,6,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,545,1118,H,butler,82,-1000,0.9090909090909091,2,W,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,25.0,,
165,614,1119,N,texas-tech,85,-155,0.6078431372549019,2,W,6,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,359,1116,H,michigan,61,-7000,0.9859154929577465,2,W,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,22.0,,,,,,
102,363,1116,H,wisconsin,70,-180,0.6428571428571429,2,L,9,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,25.0,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,381,1116,N,virginia-tech,71,-1100,0.9166666666666666,2,L,17,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,
128,458,1117,N,virginia-tech,103,-380,0.7916666666666666,2,W,17,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,
100,360,1116,V,missouri,59,170,0.37037037037037035,2,L,32,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,18.0,,22.0,,,,23.0,,,,20.0,22.0,,,,,,,,,,,,,,,,,25.0,,,,25.0,23.0,,,,,,
110,382,1116,N,providence,77,-420,0.8076923076923077,2,W,36,,25.0,22.0,,,,,,,,,25.0,,18.0,21.0,,,,,,,,,,,,,25.0,,,,24.0,25.0,,,,,,,,,,23.0,,,,,,22.0,24.0,,,,23.0,,,,,,,,,,25.0,,,
129,460,1117,N,providence,90,-400,0.8,2,W,36,,25.0,22.0,,,,,,,,,25.0,,18.0,21.0,,,,,,,,,,,,,25.0,,,,24.0,25.0,,,,,,,,,,23.0,,,,,,22.0,24.0,,,,23.0,,,,,,,,,,25.0,,,
94,345,1115,H,tcu,76,NL,0.5,2,W,43,,,23.0,,,,,,,,,,11.0,22.0,20.0,24.0,,,,,,,,,,24.0,,,,23.0,,,24.0,,,,,,,,,,25.0,,,,,,23.0,,,25.0,,,,,,,,,,25.0,,,,,
116,404,1117,V,virginia,76,-275,0.7333333333333333,2,W,45,,,,,,,,25.0,,25.0,,,24.0,,,,16.0,17.0,,21.0,22.0,,,,,,,,24.0,,,,,,,,,,25.0,,,,,,,,22.0,,,,,,,,,,,,,,,,24.0,,22.0,,
169,641,1119,H,virginia,73,NL,0.5,2,W,45,,,,,,,,25.0,,25.0,,,24.0,,,,16.0,17.0,,21.0,22.0,,,,,,,,24.0,,,,,,,,,,25.0,,,,,,,,22.0,,,,,,,,,,,,,,,,24.0,,22.0,,
96,349,1115,H,ucla,106,-15000,0.9933774834437086,2,W,266,20.0,16.0,,22.0,23.0,21.0,20.0,24.0,19.0,21.0,20.0,19.0,,,,25.0,22.0,20.0,,,14.0,,25.0,19.0,19.0,18.0,,22.0,,21.0,22.0,23.0,23.0,,16.0,20.0,13.0,18.0,18.0,,25.0,17.0,,22.0,20.0,19.0,,15.0,,25.0,22.0,21.0,,21.0,24.0,19.0,25.0,18.0,,22.0,,,15.0,19.0,24.0,,
138,489,1117,H,ucla,96,-60000,0.9983361064891847,2,W,266,20.0,16.0,,22.0,23.0,21.0,20.0,24.0,19.0,21.0,20.0,19.0,,,,25.0,22.0,20.0,,,14.0,,25.0,19.0,19.0,18.0,,22.0,,21.0,22.0,23.0,23.0,,16.0,20.0,13.0,18.0,18.0,,25.0,17.0,,22.0,20.0,19.0,,15.0,,25.0,22.0,21.0,,21.0,24.0,19.0,25.0,18.0,,22.0,,,15.0,19.0,24.0,,
83,313,1115,H,seton-hall,84,-675,0.8709677419354839,2,W,283,23.0,24.0,18.0,18.0,16.0,20.0,22.0,,25.0,22.0,22.0,,25.0,19.0,23.0,18.0,24.0,15.0,19.0,19.0,23.0,21.0,,21.0,25.0,,11.0,,18.0,14.0,18.0,,20.0,18.0,22.0,21.0,23.0,24.0,,16.0,23.0,15.0,,23.0,25.0,,24.0,25.0,15.0,,21.0,24.0,,20.0,18.0,18.0,22.0,24.0,16.0,,18.0,24.0,,21.0,,,
152,567,1118,H,seton-hall,82,-30000,0.9966777408637874,2,W,283,23.0,24.0,18.0,18.0,16.0,20.0,22.0,,25.0,22.0,22.0,,25.0,19.0,23.0,18.0,24.0,15.0,19.0,19.0,23.0,21.0,,21.0,25.0,,11.0,,18.0,14.0,18.0,,20.0,18.0,22.0,21.0,23.0,24.0,,16.0,23.0,15.0,,23.0,25.0,,24.0,25.0,15.0,,21.0,24.0,,20.0,18.0,18.0,22.0,24.0,16.0,,18.0,24.0,,21.0,,,
89,325,1115,H,northwestern,88,-220,0.6875,2,L,374,18.0,21.0,15.0,24.0,21.0,23.0,23.0,23.0,18.0,,18.0,17.0,,16.0,16.0,20.0,19.0,,21.0,24.0,19.0,24.0,23.0,24.0,14.0,25.0,24.0,,16.0,24.0,25.0,,15.0,16.0,19.0,22.0,21.0,,21.0,20.0,21.0,,17.0,17.0,17.0,17.0,18.0,19.0,20.0,15.0,,20.0,25.0,25.0,23.0,17.0,20.0,14.0,14.0,15.0,21.0,17.0,14.0,15.0,18.0,,
145,523,1118,N,northwestern,82,-325,0.7647058823529411,2,W,374,18.0,21.0,15.0,24.0,21.0,23.0,23.0,23.0,18.0,,18.0,17.0,,16.0,16.0,20.0,19.0,,21.0,24.0,19.0,24.0,23.0,24.0,14.0,25.0,24.0,,16.0,24.0,25.0,,15.0,16.0,19.0,22.0,21.0,,21.0,20.0,21.0,,17.0,17.0,17.0,17.0,18.0,19.0,20.0,15.0,,20.0,25.0,25.0,23.0,17.0,20.0,14.0,14.0,15.0,21.0,17.0,14.0,15.0,18.0,,
166,615,1119,N,northwestern,49,135,0.425531914893617,2,L,374,18.0,21.0,15.0,24.0,21.0,23.0,23.0,23.0,18.0,,18.0,17.0,,16.0,16.0,20.0,19.0,,21.0,24.0,19.0,24.0,23.0,24.0,14.0,25.0,24.0,,16.0,24.0,25.0,,15.0,16.0,19.0,22.0,21.0,,21.0,20.0,21.0,,17.0,17.0,17.0,17.0,18.0,19.0,20.0,15.0,,20.0,25.0,25.0,23.0,17.0,20.0,14.0,14.0,15.0,21.0,17.0,14.0,15.0,18.0,,
148,557,1118,H,purdue,106,-8500,0.9883720930232558,2,W,426,19.0,,17.0,13.0,24.0,15.0,16.0,19.0,23.0,19.0,19.0,21.0,13.0,17.0,15.0,19.0,13.0,18.0,24.0,12.0,16.0,15.0,22.0,20.0,24.0,14.0,16.0,20.0,21.0,15.0,11.0,11.0,,22.0,23.0,18.0,15.0,22.0,16.0,15.0,19.0,18.0,24.0,19.0,21.0,25.0,21.0,24.0,16.0,18.0,19.0,23.0,19.0,,22.0,,21.0,22.0,23.0,,15.0,23.0,25.0,,19.0,,
131,469,1117,H,louisville,87,-17500,0.9943181818181818,2,W,518,15.0,14.0,,17.0,19.0,16.0,17.0,13.0,15.0,18.0,15.0,15.0,,21.0,,,12.0,22.0,25.0,25.0,18.0,23.0,19.0,12.0,18.0,23.0,18.0,17.0,20.0,18.0,13.0,16.0,16.0,15.0,25.0,23.0,12.0,14.0,17.0,23.0,18.0,12.0,16.0,15.0,16.0,21.0,12.0,18.0,25.0,16.0,20.0,16.0,21.0,14.0,13.0,20.0,,19.0,17.0,14.0,10.0,16.0,18.0,20.0,16.0,,
140,499,1118,H,gonzaga,79,-3000,0.967741935483871,2,W,525,17.0,15.0,,20.0,20.0,18.0,19.0,15.0,16.0,20.0,17.0,23.0,21.0,25.0,22.0,13.0,15.0,14.0,16.0,13.0,,12.0,20.0,18.0,16.0,20.0,21.0,15.0,15.0,13.0,23.0,13.0,18.0,17.0,18.0,14.0,22.0,17.0,14.0,21.0,17.0,22.0,18.0,18.0,18.0,14.0,19.0,16.0,19.0,14.0,14.0,19.0,16.0,16.0,,16.0,15.0,16.0,19.0,20.0,17.0,20.0,23.0,18.0,17.0,,
101,362,1116,V,xavier,80,150,0.4,2,W,605,16.0,17.0,20.0,14.0,18.0,22.0,18.0,21.0,17.0,17.0,16.0,16.0,14.0,13.0,24.0,14.0,18.0,12.0,23.0,17.0,20.0,13.0,16.0,17.0,23.0,12.0,20.0,21.0,14.0,17.0,12.0,17.0,14.0,21.0,17.0,16.0,17.0,16.0,12.0,14.0,16.0,13.0,19.0,16.0,15.0,23.0,17.0,21.0,13.0,20.0,11.0,18.0,18.0,15.0,12.0,13.0,19.0,21.0,18.0,18.0,11.0,19.0,16.0,14.0,13.0,,
155,580,1119,V,usc,93,-180,0.6428571428571429,2,W,1023,10.0,9.0,10.0,8.0,9.0,11.0,10.0,12.0,11.0,12.0,10.0,7.0,18.0,8.0,18.0,6.0,9.0,6.0,9.0,11.0,9.0,20.0,11.0,9.0,9.0,10.0,6.0,10.0,11.0,10.0,15.0,7.0,,10.0,7.0,8.0,11.0,12.0,15.0,8.0,10.0,5.0,12.0,11.0,10.0,10.0,10.0,8.0,11.0,5.0,10.0,10.0,14.0,6.0,6.0,9.0,10.0,9.0,10.0,10.0,14.0,11.0,7.0,9.0,12.0,,
114,401,1116,H,florida,108,-75000,0.9986684420772304,2,W,1125,8.0,7.0,11.0,10.0,14.0,9.0,8.0,8.0,8.0,7.0,8.0,14.0,10.0,9.0,6.0,15.0,8.0,10.0,7.0,8.0,7.0,10.0,8.0,7.0,6.0,8.0,9.0,11.0,10.0,4.0,8.0,6.0,8.0,7.0,9.0,9.0,7.0,10.0,8.0,4.0,8.0,9.0,9.0,8.0,8.0,8.0,8.0,9.0,6.0,9.0,6.0,9.0,4.0,9.0,11.0,8.0,9.0,8.0,9.0,11.0,9.0,8.0,20.0,12.0,9.0,,
173,653,1119,H,florida,70,-16500,0.9939759036144579,2,W,1125,8.0,7.0,11.0,10.0,14.0,9.0,8.0,8.0,8.0,7.0,8.0,14.0,10.0,9.0,6.0,15.0,8.0,10.0,7.0,8.0,7.0,10.0,8.0,7.0,6.0,8.0,9.0,11.0,10.0,4.0,8.0,6.0,8.0,7.0,9.0,9.0,7.0,10.0,8.0,4.0,8.0,9.0,9.0,8.0,8.0,8.0,8.0,9.0,6.0,9.0,6.0,9.0,4.0,9.0,11.0,8.0,9.0,8.0,9.0,11.0,9.0,8.0,20.0,12.0,9.0,,
130,467,1117,H,kentucky,78,-17100,0.9941860465116279,2,W,1219,5.0,5.0,7.0,5.0,7.0,8.0,7.0,9.0,6.0,8.0,5.0,6.0,12.0,14.0,11.0,7.0,2.0,9.0,15.0,7.0,4.0,7.0,5.0,6.0,11.0,7.0,10.0,9.0,5.0,5.0,5.0,10.0,9.0,6.0,8.0,6.0,6.0,7.0,7.0,11.0,6.0,8.0,7.0,6.0,6.0,7.0,7.0,7.0,9.0,7.0,13.0,5.0,9.0,4.0,8.0,7.0,14.0,7.0,7.0,5.0,4.0,5.0,6.0,4.0,4.0,,
136,485,1117,H,villanova,104,-39000,0.9974424552429667,2,W,1307,6.0,6.0,8.0,7.0,5.0,6.0,5.0,5.0,5.0,4.0,6.0,5.0,7.0,5.0,9.0,8.0,5.0,2.0,8.0,6.0,6.0,5.0,6.0,5.0,7.0,5.0,7.0,6.0,7.0,6.0,6.0,8.0,6.0,8.0,6.0,7.0,5.0,6.0,3.0,5.0,5.0,7.0,5.0,5.0,7.0,5.0,6.0,5.0,4.0,6.0,5.0,6.0,8.0,7.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,7.0,5.0,8.0,5.0,,
134,477,1117,H,kansas,98,NL,0.5,2,W,1446,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,4.0,3.0,1.0,4.0,4.0,2.0,3.0,8.0,4.0,5.0,1.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,6.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,7.0,4.0,3.0,3.0,6.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,4.0,8.0,5.0,3.0,,
115,403,1116,H,arizona,91,-17500,0.9943181818181818,2,W,1511,3.0,2.0,2.0,1.0,3.0,1.0,3.0,1.0,4.0,5.0,3.0,2.0,8.0,3.0,3.0,1.0,1.0,7.0,1.0,3.0,3.0,4.0,1.0,2.0,2.0,2.0,1.0,5.0,3.0,7.0,3.0,1.0,3.0,3.0,2.0,3.0,1.0,1.0,5.0,6.0,3.0,3.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,4.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,6.0,,
172,651,1119,H,michigan-state,93,-21500,0.9953703703703703,2,W,1529,2.0,3.0,1.0,2.0,1.0,3.0,2.0,4.0,2.0,2.0,1.0,4.0,4.0,1.0,2.0,3.0,6.0,3.0,2.0,1.0,5.0,1.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,4.0,4.0,3.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,,
234,870,1122,V,belmont,65,400,0.2,3,L,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,
252,910,1123,N,rhode-island,75,170,0.37037037037037035,3,W,1,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,976,1124,N,rhode-island,55,232,0.30120481927710846,3,L,1,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,902,1123,N,arkansas,92,120,0.45454545454545453,3,W,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,1001,1124,N,arkansas,68,163,0.38022813688212925,3,L,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,1174,1126,N,arkansas,102,-240,0.7058823529411765,3,W,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,905,1123,N,oregon,63,-400,0.8,3,L,4,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,1006,1124,N,oregon,89,-861,0.8959417273673257,3,W,4,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,1148,1126,V,temple,83,-160,0.6153846153846154,3,L,4,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,
333,1173,1126,N,oregon,80,125,0.4444444444444444,3,L,4,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,903,1123,N,oklahoma,83,-140,0.5833333333333334,3,L,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,
295,1003,1124,N,oklahoma,93,NL,0.5,3,W,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,
332,1172,1126,N,oklahoma,90,-145,0.5918367346938775,3,W,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,
188,700,1120,N,creighton,100,-180,0.6428571428571429,3,W,6,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,25.0,,,,,,
214,776,1121,N,creighton,59,110,0.47619047619047616,3,L,6,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,25.0,,,,,,
321,1129,1125,H,creighton,103,-30000,0.9966777408637874,3,W,6,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,25.0,,,,,,
260,923,1123,N,texas,61,-155,0.6078431372549019,3,W,7,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,995,1124,N,texas,78,215,0.31746031746031744,3,L,7,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,1180,1126,N,texas,71,140,0.4166666666666667,3,L,7,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,695,1120,N,michigan,75,-250,0.7142857142857143,3,L,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,21.0,,,,,,
197,727,1120,H,maryland,76,-39000,0.9974424552429667,3,W,9,,,24.0,,,,,,,,,,,,,,,,,,25.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,
208,762,1121,N,michigan,102,NL,0.5,3,W,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,21.0,,,,,,
228,845,1122,N,michigan,68,-350,0.7777777777777778,3,W,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,21.0,,,,,,
304,1031,1124,N,maryland,61,-525,0.84,3,L,9,,,24.0,,,,,,,,,,,,,,,,,,25.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,
315,1089,1125,N,maryland,80,-1200,0.9230769230769231,3,W,9,,,24.0,,,,,,,,,,,,,,,,,,25.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,
325,1145,1126,H,michigan,87,NL,0.5,3,W,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,21.0,,,,,,
235,871,1122,H,providence,66,-550,0.8461538461538461,3,W,11,,,,,,,,,,,,24.0,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,
313,1071,1125,H,providence,86,-330,0.7674418604651163,3,W,11,,,,,,,,,,,,24.0,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,
202,737,1121,H,nevada,81,-250,0.7142857142857143,3,W,19,,,20.0,,,,,,,,,,,,17.0,,,,,25.0,,,,,,,,,,,,,,,,,,,,24.0,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,
270,954,1124,N,nevada,67,-800,0.8888888888888888,3,W,19,,,20.0,,,,,,,,,,,,17.0,,,,,25.0,,,,,,,,,,,,,,,,,,,,24.0,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,
195,721,1120,H,tcu,99,-8500,0.9883720930232558,3,W,36,,25.0,21.0,,,,,,25.0,,,,,24.0,22.0,23.0,,,,,,,,,,23.0,,,,22.0,,25.0,25.0,,,,,,,,,,23.0,25.0,,,,,,,,24.0,,,,,,,,,24.0,24.0,,,25.0,,
302,1029,1124,N,tcu,69,-1400,0.9333333333333333,3,W,36,,25.0,21.0,,,,,,25.0,,,,,24.0,22.0,23.0,,,,,,,,,,23.0,,,,22.0,,25.0,25.0,,,,,,,,,,23.0,25.0,,,,,,,,24.0,,,,,,,,,24.0,24.0,,,25.0,,
316,1090,1125,V,tcu,89,-450,0.8181818181818182,3,W,36,,25.0,21.0,,,,,,25.0,,,,,24.0,22.0,23.0,,,,,,,,,,23.0,,,,22.0,,25.0,25.0,,,,,,,,,,23.0,25.0,,,,,,,,24.0,,,,,,,,,24.0,24.0,,,25.0,,
232,867,1122,H,texas-tech,79,-4500,0.9782608695652174,3,W,81,,,22.0,,22.0,,22.0,22.0,,,24.0,,,21.0,13.0,,23.0,,,,,24.0,25.0,,,25.0,25.0,,,,,,,,,19.0,25.0,,24.0,21.0,25.0,24.0,25.0,,,,25.0,,21.0,,,,,,24.0,25.0,,23.0,25.0,23.0,,,24.0,,,,
