,index,Date,VH,Team,Final,ML,Probability,Week,Result,Aggregate,elton-alexander,tyson-alger,mike-barber,john-bohnenkamp,dave-borges,rick-bozich,kevin-brockway,jp-butler,jason-butt,christian-caple,jerry-carino,david-cloninger,richard-croome,chris-dachille,seth-davis,doug-doughty,john-feinstein,justin-ferguson,clay-fowler,marcus-fuller,chris-goff,cormac-gordon,geoff-grammer,doug-haller,kelly-hines,bob-holt,cecil-hurt,joe-juliano,hugh-kellenberger,paul-klee,joe-leadingham,andrew-lopez,kevin-lyttle,scott-mansch,matt-mccoy,john-mcnamara,kevin-mcnamara,craig-meyer,sheldon-mickles,mandy-mitchell,chris-murray,patrick-murray,jon-nyatawa,dana-oneil,zach-osterman,tod-palmer,tony-parks,soren-petro,krista-pirtle,bj-rains,scott-richey,jon-rothstein,shannon-ryan,stephen-schramm,terry-toohey,matt-vautour,matt-velazquez,mitch-vingle,dick-vitale,jon-wilner,steve-wiseman,scott-wolf,mark-berman,craig-handel,graham-couch
151,616,1120,N,cincinnati,71,-500,0.8333333333333334,2,W,120,25.0,21.0,,,15.0,21.0,25.0,25.0,20.0,25.0,,,19.0,,24.0,,,,,23.0,25.0,15.0,23.0,,,24.0,,22.0,,,,,20.0,25.0,,,25.0,,,,,,22.0,,,,,,25.0,25.0,,19.0,23.0,22.0,24.0,24.0,,,25.0,,19.0,22.0,19.0,,21.0
56,233,1114,H,texas,80,-5000,0.9803921568627451,2,W,230,20.0,23.0,5.0,21.0,22.0,18.0,,18.0,23.0,20.0,,20.0,,23.0,,,23.0,25.0,,22.0,22.0,,,,20.0,25.0,,,,,20.0,22.0,25.0,20.0,21.0,20.0,,,19.0,20.0,22.0,19.0,,,17.0,25.0,,,,18.0,19.0,,,19.0,22.0,19.0,19.0,23.0,18.0,,,14.0,,15.0,24.0
112,431,1117,H,texas,85,-4250,0.9770114942528736,2,W,230,20.0,23.0,5.0,21.0,22.0,18.0,,18.0,23.0,20.0,,20.0,,23.0,,,23.0,25.0,,22.0,22.0,,,,20.0,25.0,,,,,20.0,22.0,25.0,20.0,21.0,20.0,,,19.0,20.0,22.0,19.0,,,17.0,25.0,,,,18.0,19.0,,,19.0,22.0,19.0,19.0,23.0,18.0,,,14.0,,15.0,24.0
76,311,1115,H,creighton,79,105,0.4878048780487805,2,W,232,21.0,19.0,24.0,18.0,,25.0,22.0,20.0,,22.0,20.0,,20.0,,20.0,,,21.0,25.0,21.0,21.0,19.0,25.0,20.0,21.0,18.0,,19.0,,19.0,23.0,25.0,,21.0,25.0,21.0,24.0,22.0,21.0,,,21.0,23.0,19.0,24.0,20.0,,25.0,18.0,21.0,,,16.0,21.0,21.0,21.0,22.0,,,,20.0,21.0,17.0,19.0,25.0
122,475,1118,N,creighton,103,-1500,0.9375,2,W,232,21.0,19.0,24.0,18.0,,25.0,22.0,20.0,,22.0,20.0,,20.0,,20.0,,,21.0,25.0,21.0,21.0,19.0,25.0,20.0,21.0,18.0,,19.0,,19.0,23.0,25.0,,21.0,25.0,21.0,24.0,22.0,21.0,,,21.0,23.0,19.0,24.0,20.0,,25.0,18.0,21.0,,,16.0,21.0,21.0,21.0,22.0,,,,20.0,21.0,17.0,19.0,25.0
153,633,1120,N,creighton,112,-240,0.7058823529411765,2,W,232,21.0,19.0,24.0,18.0,,25.0,22.0,20.0,,22.0,20.0,,20.0,,20.0,,,21.0,25.0,21.0,21.0,19.0,25.0,20.0,21.0,18.0,,19.0,,19.0,23.0,25.0,,21.0,25.0,21.0,24.0,22.0,21.0,,,21.0,23.0,19.0,24.0,20.0,,25.0,18.0,21.0,,,16.0,21.0,21.0,21.0,22.0,,,,20.0,21.0,17.0,19.0,25.0
63,251,1114,H,rhode-island,107,-5500,0.9821428571428571,2,W,250,22.0,20.0,,19.0,17.0,23.0,23.0,,25.0,21.0,21.0,21.0,23.0,,23.0,24.0,19.0,20.0,23.0,,17.0,14.0,,21.0,22.0,23.0,,23.0,,17.0,21.0,19.0,16.0,24.0,,22.0,,20.0,24.0,,,20.0,24.0,22.0,,21.0,22.0,,19.0,23.0,17.0,21.0,20.0,18.0,23.0,20.0,23.0,22.0,,,22.0,24.0,18.0,18.0,
89,351,1116,H,rhode-island,79,-9000,0.989010989010989,2,W,250,22.0,20.0,,19.0,17.0,23.0,23.0,,25.0,21.0,21.0,21.0,23.0,,23.0,24.0,19.0,20.0,23.0,,17.0,14.0,,21.0,22.0,23.0,,23.0,,17.0,21.0,19.0,16.0,24.0,,22.0,,20.0,24.0,,,20.0,24.0,22.0,,21.0,22.0,,19.0,23.0,17.0,21.0,20.0,18.0,23.0,20.0,23.0,22.0,,,22.0,24.0,18.0,18.0,
137,539,1119,N,rhode-island,76,110,0.47619047619047616,2,W,250,22.0,20.0,,19.0,17.0,23.0,23.0,,25.0,21.0,21.0,21.0,23.0,,23.0,24.0,19.0,20.0,23.0,,17.0,14.0,,21.0,22.0,23.0,,23.0,,17.0,21.0,19.0,16.0,24.0,,22.0,,20.0,24.0,,,20.0,24.0,22.0,,21.0,22.0,,19.0,23.0,17.0,21.0,20.0,18.0,23.0,20.0,23.0,22.0,,,22.0,24.0,18.0,18.0,
149,614,1120,N,rhode-island,65,290,0.2564102564102564,2,L,250,22.0,20.0,,19.0,17.0,23.0,23.0,,25.0,21.0,21.0,21.0,23.0,,23.0,24.0,19.0,20.0,23.0,,17.0,14.0,,21.0,22.0,23.0,,23.0,,17.0,21.0,19.0,16.0,24.0,,22.0,,20.0,24.0,,,20.0,24.0,22.0,,21.0,22.0,,19.0,23.0,17.0,21.0,20.0,18.0,23.0,20.0,23.0,22.0,,,22.0,24.0,18.0,18.0,
156,647,1120,H,iowa-state,130,-45000,0.9977827050997783,2,W,254,23.0,18.0,23.0,20.0,21.0,,20.0,22.0,,24.0,22.0,23.0,22.0,24.0,,22.0,24.0,22.0,21.0,20.0,23.0,20.0,20.0,23.0,23.0,20.0,22.0,25.0,16.0,22.0,22.0,24.0,24.0,22.0,22.0,23.0,19.0,,22.0,21.0,24.0,23.0,21.0,23.0,21.0,16.0,20.0,22.0,22.0,24.0,,,19.0,25.0,,22.0,24.0,25.0,22.0,,18.0,20.0,,16.0,11.0
128,495,1118,H,syracuse,71,-1100,0.9166666666666666,2,W,551,18.0,22.0,16.0,22.0,19.0,22.0,18.0,17.0,14.0,19.0,18.0,17.0,18.0,11.0,22.0,13.0,11.0,16.0,18.0,17.0,19.0,18.0,18.0,13.0,18.0,17.0,15.0,18.0,17.0,14.0,17.0,20.0,13.0,17.0,15.0,18.0,15.0,17.0,17.0,12.0,19.0,18.0,18.0,17.0,20.0,17.0,14.0,12.0,24.0,16.0,,16.0,24.0,23.0,18.0,18.0,20.0,11.0,17.0,16.0,21.0,18.0,,8.0,
104,407,1117,H,ucla,88,-21500,0.9953703703703703,2,W,622,16.0,14.0,14.0,17.0,11.0,,16.0,19.0,18.0,18.0,16.0,18.0,17.0,18.0,18.0,11.0,18.0,18.0,17.0,16.0,11.0,8.0,12.0,19.0,16.0,19.0,18.0,16.0,14.0,23.0,16.0,12.0,17.0,14.0,18.0,16.0,8.0,19.0,10.0,15.0,20.0,15.0,16.0,20.0,,13.0,11.0,18.0,16.0,17.0,25.0,15.0,15.0,13.0,20.0,12.0,17.0,13.0,20.0,25.0,16.0,16.0,16.0,24.0,12.0
145,601,1120,H,ucla,114,-2000,0.9523809523809523,2,W,622,16.0,14.0,14.0,17.0,11.0,,16.0,19.0,18.0,18.0,16.0,18.0,17.0,18.0,18.0,11.0,18.0,18.0,17.0,16.0,11.0,8.0,12.0,19.0,16.0,19.0,18.0,16.0,14.0,23.0,16.0,12.0,17.0,14.0,18.0,16.0,8.0,19.0,10.0,15.0,20.0,15.0,16.0,20.0,,13.0,11.0,18.0,16.0,17.0,25.0,15.0,15.0,13.0,20.0,12.0,17.0,13.0,20.0,25.0,16.0,16.0,16.0,24.0,12.0
55,229,1114,H,purdue,76,120,0.45454545454545453,2,L,700,15.0,17.0,18.0,13.0,23.0,12.0,15.0,14.0,16.0,14.0,15.0,13.0,13.0,15.0,15.0,,13.0,15.0,15.0,14.0,18.0,17.0,11.0,14.0,15.0,14.0,12.0,13.0,18.0,12.0,13.0,15.0,21.0,10.0,12.0,15.0,17.0,12.0,18.0,17.0,13.0,16.0,15.0,15.0,12.0,14.0,15.0,14.0,14.0,15.0,13.0,17.0,13.0,15.0,14.0,17.0,13.0,21.0,15.0,24.0,14.0,15.0,11.0,,14.0
113,441,1118,H,purdue,64,NL,0.5,2,W,700,15.0,17.0,18.0,13.0,23.0,12.0,15.0,14.0,16.0,14.0,15.0,13.0,13.0,15.0,15.0,,13.0,15.0,15.0,14.0,18.0,17.0,11.0,14.0,15.0,14.0,12.0,13.0,18.0,12.0,13.0,15.0,21.0,10.0,12.0,15.0,17.0,12.0,18.0,17.0,13.0,16.0,15.0,15.0,12.0,14.0,15.0,14.0,14.0,15.0,13.0,17.0,13.0,15.0,14.0,17.0,13.0,21.0,15.0,24.0,14.0,15.0,11.0,,14.0
62,247,1114,H,gonzaga,69,-700,0.875,2,W,725,13.0,12.0,15.0,15.0,14.0,13.0,14.0,12.0,15.0,13.0,14.0,12.0,14.0,16.0,13.0,15.0,14.0,12.0,11.0,13.0,13.0,24.0,16.0,16.0,14.0,13.0,24.0,15.0,21.0,10.0,14.0,13.0,15.0,13.0,16.0,13.0,16.0,15.0,14.0,18.0,12.0,13.0,9.0,13.0,14.0,19.0,18.0,16.0,12.0,13.0,14.0,14.0,14.0,14.0,15.0,16.0,16.0,20.0,19.0,14.0,15.0,11.0,21.0,14.0,
77,318,1115,N,michigan-state,48,280,0.2631578947368421,2,L,729,14.0,16.0,19.0,14.0,16.0,19.0,13.0,15.0,12.0,11.0,12.0,15.0,11.0,13.0,12.0,16.0,16.0,14.0,12.0,15.0,16.0,16.0,17.0,12.0,13.0,15.0,19.0,14.0,8.0,15.0,15.0,17.0,9.0,16.0,13.0,14.0,14.0,16.0,16.0,14.0,15.0,14.0,17.0,12.0,19.0,12.0,16.0,15.0,20.0,14.0,16.0,13.0,17.0,11.0,12.0,15.0,15.0,18.0,13.0,15.0,13.0,19.0,,17.0,13.0
158,655,1120,H,michigan-state,78,-1600,0.9411764705882353,2,W,729,14.0,16.0,19.0,14.0,16.0,19.0,13.0,15.0,12.0,11.0,12.0,15.0,11.0,13.0,12.0,16.0,16.0,14.0,12.0,15.0,16.0,16.0,17.0,12.0,13.0,15.0,19.0,14.0,8.0,15.0,15.0,17.0,9.0,16.0,13.0,14.0,14.0,16.0,16.0,14.0,15.0,14.0,17.0,12.0,19.0,12.0,16.0,15.0,20.0,14.0,16.0,13.0,17.0,11.0,12.0,15.0,15.0,18.0,13.0,15.0,13.0,19.0,,17.0,13.0
52,219,1114,H,louisville,91,-5000,0.9803921568627451,2,W,811,12.0,13.0,17.0,12.0,18.0,8.0,12.0,13.0,13.0,16.0,13.0,14.0,15.0,12.0,8.0,14.0,12.0,13.0,13.0,12.0,15.0,13.0,13.0,15.0,12.0,12.0,13.0,12.0,9.0,11.0,12.0,16.0,18.0,15.0,11.0,12.0,13.0,14.0,13.0,13.0,14.0,17.0,12.0,14.0,13.0,15.0,12.0,11.0,13.0,12.0,15.0,12.0,12.0,16.0,11.0,13.0,12.0,19.0,5.0,10.0,10.0,12.0,,25.0,
96,387,1117,H,louisville,88,-4750,0.979381443298969,2,W,811,12.0,13.0,17.0,12.0,18.0,8.0,12.0,13.0,13.0,16.0,13.0,14.0,15.0,12.0,8.0,14.0,12.0,13.0,13.0,12.0,15.0,13.0,13.0,15.0,12.0,12.0,13.0,12.0,9.0,11.0,12.0,16.0,18.0,15.0,11.0,12.0,13.0,14.0,13.0,13.0,14.0,17.0,12.0,14.0,13.0,15.0,12.0,11.0,13.0,12.0,15.0,12.0,12.0,16.0,11.0,13.0,12.0,19.0,5.0,10.0,10.0,12.0,,25.0,
53,221,1114,H,xavier,86,-2000,0.9523809523809523,2,W,1025,8.0,7.0,10.0,8.0,8.0,14.0,9.0,9.0,11.0,8.0,8.0,7.0,12.0,14.0,14.0,12.0,15.0,7.0,14.0,8.0,9.0,12.0,15.0,11.0,8.0,9.0,7.0,8.0,11.0,6.0,11.0,11.0,10.0,7.0,14.0,10.0,11.0,11.0,11.0,11.0,10.0,11.0,14.0,10.0,11.0,4.0,19.0,13.0,11.0,8.0,9.0,8.0,8.0,5.0,13.0,6.0,8.0,16.0,9.0,7.0,12.0,5.0,15.0,10.0,17.0
106,410,1117,N,xavier,83,-1400,0.9333333333333333,2,W,1025,8.0,7.0,10.0,8.0,8.0,14.0,9.0,9.0,11.0,8.0,8.0,7.0,12.0,14.0,14.0,12.0,15.0,7.0,14.0,8.0,9.0,12.0,15.0,11.0,8.0,9.0,7.0,8.0,11.0,6.0,11.0,11.0,10.0,7.0,14.0,10.0,11.0,11.0,11.0,11.0,10.0,11.0,14.0,10.0,11.0,4.0,19.0,13.0,11.0,8.0,9.0,8.0,8.0,5.0,13.0,6.0,8.0,16.0,9.0,7.0,12.0,5.0,15.0,10.0,17.0
120,463,1118,N,xavier,83,-150,0.6,2,W,1025,8.0,7.0,10.0,8.0,8.0,14.0,9.0,9.0,11.0,8.0,8.0,7.0,12.0,14.0,14.0,12.0,15.0,7.0,14.0,8.0,9.0,12.0,15.0,11.0,8.0,9.0,7.0,8.0,11.0,6.0,11.0,11.0,10.0,7.0,14.0,10.0,11.0,11.0,11.0,11.0,10.0,11.0,14.0,10.0,11.0,4.0,19.0,13.0,11.0,8.0,9.0,8.0,8.0,5.0,13.0,6.0,8.0,16.0,9.0,7.0,12.0,5.0,15.0,10.0,17.0
148,608,1120,N,xavier,67,-240,0.7058823529411765,2,W,1025,8.0,7.0,10.0,8.0,8.0,14.0,9.0,9.0,11.0,8.0,8.0,7.0,12.0,14.0,14.0,12.0,15.0,7.0,14.0,8.0,9.0,12.0,15.0,11.0,8.0,9.0,7.0,8.0,11.0,6.0,11.0,11.0,10.0,7.0,14.0,10.0,11.0,11.0,11.0,11.0,10.0,11.0,14.0,10.0,11.0,4.0,19.0,13.0,11.0,8.0,9.0,8.0,8.0,5.0,13.0,6.0,8.0,16.0,9.0,7.0,12.0,5.0,15.0,10.0,17.0
86,347,1115,H,arizona,78,-2150,0.9555555555555556,2,W,1092,11.0,11.0,11.0,11.0,12.0,11.0,7.0,10.0,7.0,10.0,11.0,10.0,10.0,8.0,11.0,9.0,5.0,8.0,10.0,10.0,12.0,6.0,10.0,10.0,11.0,11.0,9.0,11.0,7.0,13.0,7.0,9.0,7.0,8.0,6.0,9.0,12.0,9.0,8.0,10.0,8.0,5.0,11.0,7.0,9.0,8.0,9.0,7.0,10.0,10.0,4.0,10.0,11.0,9.0,10.0,10.0,9.0,4.0,12.0,4.0,8.0,13.0,10.0,12.0,10.0
132,517,1118,H,arizona,95,-21500,0.9953703703703703,2,W,1092,11.0,11.0,11.0,11.0,12.0,11.0,7.0,10.0,7.0,10.0,11.0,10.0,10.0,8.0,11.0,9.0,5.0,8.0,10.0,10.0,12.0,6.0,10.0,10.0,11.0,11.0,9.0,11.0,7.0,13.0,7.0,9.0,7.0,8.0,6.0,9.0,12.0,9.0,8.0,10.0,8.0,5.0,11.0,7.0,9.0,8.0,9.0,7.0,10.0,10.0,4.0,10.0,11.0,9.0,10.0,10.0,9.0,4.0,12.0,4.0,8.0,13.0,10.0,12.0,10.0
75,310,1115,V,wisconsin,67,-125,0.5555555555555556,2,L,1097,9.0,10.0,8.0,10.0,10.0,5.0,11.0,11.0,9.0,12.0,10.0,11.0,9.0,9.0,7.0,7.0,8.0,10.0,9.0,11.0,10.0,9.0,9.0,8.0,10.0,10.0,11.0,10.0,12.0,9.0,10.0,8.0,11.0,5.0,8.0,8.0,9.0,8.0,9.0,7.0,9.0,10.0,6.0,11.0,7.0,11.0,10.0,6.0,7.0,11.0,10.0,4.0,9.0,12.0,9.0,11.0,11.0,12.0,11.0,12.0,9.0,10.0,8.0,2.0,8.0
142,589,1120,H,virginia,62,-3000,0.967741935483871,2,W,1121,10.0,9.0,9.0,9.0,6.0,7.0,10.0,8.0,10.0,9.0,9.0,5.0,6.0,10.0,10.0,6.0,10.0,11.0,5.0,9.0,7.0,10.0,8.0,9.0,9.0,8.0,5.0,6.0,10.0,16.0,6.0,10.0,12.0,12.0,9.0,7.0,10.0,10.0,12.0,9.0,11.0,9.0,7.0,9.0,10.0,7.0,4.0,8.0,8.0,9.0,11.0,9.0,10.0,10.0,8.0,9.0,10.0,9.0,8.0,11.0,11.0,7.0,9.0,7.0,5.0
79,320,1115,N,kansas,77,115,0.46511627906976744,2,W,1206,7.0,6.0,12.0,6.0,5.0,10.0,8.0,6.0,8.0,4.0,6.0,9.0,8.0,6.0,6.0,10.0,7.0,6.0,8.0,7.0,6.0,11.0,7.0,7.0,5.0,7.0,10.0,9.0,6.0,8.0,9.0,7.0,8.0,11.0,7.0,11.0,7.0,7.0,6.0,6.0,7.0,8.0,8.0,8.0,8.0,10.0,7.0,10.0,9.0,7.0,5.0,7.0,5.0,8.0,7.0,5.0,5.0,7.0,7.0,9.0,7.0,6.0,7.0,13.0,4.0
130,509,1118,H,kansas,86,-6000,0.9836065573770492,2,W,1206,7.0,6.0,12.0,6.0,5.0,10.0,8.0,6.0,8.0,4.0,6.0,9.0,8.0,6.0,6.0,10.0,7.0,6.0,8.0,7.0,6.0,11.0,7.0,7.0,5.0,7.0,10.0,9.0,6.0,8.0,9.0,7.0,8.0,11.0,7.0,11.0,7.0,7.0,6.0,6.0,7.0,8.0,8.0,8.0,8.0,10.0,7.0,10.0,9.0,7.0,5.0,7.0,5.0,8.0,7.0,5.0,5.0,7.0,7.0,9.0,7.0,6.0,7.0,13.0,4.0
74,301,1115,H,north-carolina,93,-4500,0.9782608695652174,2,W,1347,6.0,8.0,4.0,7.0,9.0,3.0,4.0,3.0,4.0,7.0,7.0,8.0,5.0,7.0,9.0,5.0,4.0,4.0,7.0,3.0,8.0,3.0,3.0,4.0,7.0,6.0,6.0,4.0,3.0,4.0,4.0,6.0,5.0,4.0,4.0,6.0,3.0,5.0,4.0,4.0,5.0,6.0,3.0,4.0,3.0,6.0,5.0,5.0,6.0,4.0,8.0,11.0,7.0,6.0,4.0,7.0,6.0,3.0,4.0,6.0,5.0,8.0,4.0,3.0,7.0
118,458,1118,V,north-carolina,83,-6000,0.9836065573770492,2,W,1347,6.0,8.0,4.0,7.0,9.0,3.0,4.0,3.0,4.0,7.0,7.0,8.0,5.0,7.0,9.0,5.0,4.0,4.0,7.0,3.0,8.0,3.0,3.0,4.0,7.0,6.0,6.0,4.0,3.0,4.0,4.0,6.0,5.0,4.0,4.0,6.0,3.0,5.0,4.0,4.0,5.0,6.0,3.0,4.0,3.0,6.0,5.0,5.0,6.0,4.0,8.0,11.0,7.0,6.0,4.0,7.0,6.0,3.0,4.0,6.0,5.0,8.0,4.0,3.0,7.0
71,290,1115,V,oregon,49,115,0.46511627906976744,2,L,1349,5.0,4.0,6.0,4.0,2.0,4.0,5.0,7.0,5.0,2.0,4.0,4.0,3.0,4.0,2.0,4.0,9.0,5.0,4.0,5.0,5.0,2.0,4.0,3.0,6.0,4.0,4.0,5.0,13.0,5.0,8.0,4.0,4.0,3.0,10.0,5.0,2.0,3.0,5.0,5.0,4.0,7.0,10.0,5.0,6.0,5.0,8.0,3.0,4.0,5.0,6.0,5.0,6.0,4.0,5.0,8.0,7.0,8.0,10.0,8.0,2.0,9.0,5.0,4.0,9.0
102,401,1117,H,oregon,76,-1100,0.9166666666666666,2,W,1349,5.0,4.0,6.0,4.0,2.0,4.0,5.0,7.0,5.0,2.0,4.0,4.0,3.0,4.0,2.0,4.0,9.0,5.0,4.0,5.0,5.0,2.0,4.0,3.0,6.0,4.0,4.0,5.0,13.0,5.0,8.0,4.0,4.0,3.0,10.0,5.0,2.0,3.0,5.0,5.0,4.0,7.0,10.0,5.0,6.0,5.0,8.0,3.0,4.0,5.0,6.0,5.0,6.0,4.0,5.0,8.0,7.0,8.0,10.0,8.0,2.0,9.0,5.0,4.0,9.0
54,228,1114,V,villanova,79,-140,0.5833333333333334,2,W,1492,1.0,3.0,2.0,3.0,7.0,2.0,3.0,2.0,3.0,6.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,4.0,3.0,5.0,5.0,2.0,3.0,3.0,2.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,5.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,3.0,7.0,2.0,3.0,3.0,3.0,3.0,3.0,6.0,3.0,5.0,4.0,1.0,1.0,5.0,6.0
108,417,1117,N,villanova,76,-6000,0.9836065573770492,2,W,1492,1.0,3.0,2.0,3.0,7.0,2.0,3.0,2.0,3.0,6.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,4.0,3.0,5.0,5.0,2.0,3.0,3.0,2.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,5.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,3.0,7.0,2.0,3.0,3.0,3.0,3.0,3.0,6.0,3.0,5.0,4.0,1.0,1.0,5.0,6.0
123,476,1118,N,villanova,96,-900,0.9,2,W,1492,1.0,3.0,2.0,3.0,7.0,2.0,3.0,2.0,3.0,6.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,4.0,3.0,5.0,5.0,2.0,3.0,3.0,2.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,5.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,3.0,7.0,2.0,3.0,3.0,3.0,3.0,3.0,6.0,3.0,5.0,4.0,1.0,1.0,5.0,6.0
152,624,1120,N,villanova,67,-2500,0.9615384615384616,2,W,1492,1.0,3.0,2.0,3.0,7.0,2.0,3.0,2.0,3.0,6.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,4.0,3.0,5.0,5.0,2.0,3.0,3.0,2.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,5.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,3.0,7.0,2.0,3.0,3.0,3.0,3.0,3.0,6.0,3.0,5.0,4.0,1.0,1.0,5.0,6.0
78,319,1115,N,kentucky,69,-340,0.7727272727272727,2,W,1508,3.0,2.0,3.0,2.0,3.0,6.0,2.0,4.0,2.0,5.0,2.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,5.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,3.0,6.0,3.0,2.0,4.0,4.0,2.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,6.0,1.0,2.0
144,599,1120,H,kentucky,93,NL,0.5,2,W,1508,3.0,2.0,3.0,2.0,3.0,6.0,2.0,4.0,2.0,5.0,2.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,5.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,3.0,6.0,3.0,2.0,4.0,4.0,2.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,6.0,1.0,2.0
80,321,1115,N,duke,75,-135,0.574468085106383,2,L,1613,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,6.0,1.0
135,537,1119,N,duke,78,-3500,0.9722222222222222,2,W,1613,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,6.0,1.0
150,615,1120,N,duke,75,-350,0.7777777777777778,2,W,1613,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,6.0,1.0
207,813,1123,H,rutgers,66,-2000,0.9523809523809523,3,W,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,
222,876,1123,V,tennessee-state,72,-200,0.6666666666666666,3,W,1,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,1019,1125,H,ohio,68,-1600,0.9411764705882353,3,W,1,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,694,1121,N,colorado,83,130,0.43478260869565216,3,L,4,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,
177,715,1121,H,ohio-state,66,-18500,0.9946236559139785,3,W,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,
193,775,1122,N,colorado,68,-170,0.6296296296296297,3,W,4,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,
242,925,1125,H,ohio-state,111,-1000,0.9090909090909091,3,W,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,
293,1167,1127,H,colorado,75,NL,0.5,3,W,4,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,
169,695,1121,N,notre-dame,89,-150,0.6,3,W,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,23.0,,
195,777,1122,N,notre-dame,70,-179,0.6415770609318996,3,W,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,23.0,,
235,909,1124,N,virginia-tech,92,-180,0.6428571428571429,3,W,12,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,25.0,,24.0,,
