,index,Date,VH,Team,Final,ML,Probability,Week,Result,Aggregate,elton-alexander,tyson-alger,jim-benson,mark-berman,john-bohnenkamp,dave-borges,rick-bozich,aaron-brenner,kevin-brockway,jp-butler,christian-caple,jerry-carino,andrew-carter,chris-dachille,kieran-darcy,seth-davis,doug-doughty,jay-drew,jeff-faraudo,john-feinstein,ben-frederickson,chris-goff,cormac-gordon,geoff-grammer,doug-haller,kelly-hines,bob-holt,brian-howell,cecil-hurt,marcus-jackson,joey-johnston,joe-juliano,tom-keegan,bill-knight,chris-lang,kevin-lyttle,fletcher-mackel,scott-mansch,brandon-marcello,matt-mccoy,john-mcnamara,kevin-mcnamara,ron-morris,chris-murray,zach-osterman,soren-petro,steve-pivovar,bj-rains,joe-rexrode,randy-rosetta,daniel-shirley,jason-smith,bret-strelow,terry-toohey,matt-vautour,matt-velazquez,mitch-vingle,dick-vitale,john-werner,tj-werre,gary-williams,jon-wilner,steve-wiseman,scott-wolf,paul-zeise
1283,4368,126,V,texas,86,200,0.3333333333333333,12,L,431,20.0,20.0,18.0,18.0,21.0,25.0,21.0,23.0,23.0,19.0,20.0,18.0,16.0,,22.0,22.0,21.0,17.0,19.0,18.0,17.0,17.0,17.0,16.0,23.0,18.0,17.0,20.0,19.0,18.0,16.0,17.0,21.0,18.0,17.0,20.0,23.0,17.0,21.0,18.0,20.0,20.0,16.0,,17.0,20.0,19.0,17.0,19.0,18.0,16.0,19.0,17.0,19.0,21.0,21.0,17.0,20.0,20.0,18.0,20.0,19.0,19.0,,18.0
1390,4722,131,V,texas,60,125,0.4444444444444444,12,L,431,20.0,20.0,18.0,18.0,21.0,25.0,21.0,23.0,23.0,19.0,20.0,18.0,16.0,,22.0,22.0,21.0,17.0,19.0,18.0,17.0,17.0,17.0,16.0,23.0,18.0,17.0,20.0,19.0,18.0,16.0,17.0,21.0,18.0,17.0,20.0,23.0,17.0,21.0,18.0,20.0,20.0,16.0,,17.0,20.0,19.0,17.0,19.0,18.0,16.0,19.0,17.0,19.0,21.0,21.0,17.0,20.0,20.0,18.0,20.0,19.0,19.0,,18.0
1318,4456,128,V,northern-iowa,59,-315,0.7590361445783133,12,W,440,18.0,19.0,17.0,21.0,19.0,20.0,19.0,19.0,18.0,20.0,19.0,20.0,21.0,16.0,15.0,23.0,18.0,19.0,18.0,15.0,18.0,22.0,19.0,19.0,25.0,20.0,20.0,21.0,20.0,19.0,14.0,20.0,25.0,19.0,18.0,17.0,19.0,20.0,23.0,19.0,18.0,19.0,24.0,18.0,19.0,19.0,17.0,19.0,17.0,20.0,18.0,21.0,19.0,18.0,19.0,20.0,19.0,16.0,19.0,21.0,19.0,18.0,21.0,22.0,19.0
1378,4679,131,H,northern-iowa,70,110,0.47619047619047616,12,W,440,18.0,19.0,17.0,21.0,19.0,20.0,19.0,19.0,18.0,20.0,19.0,20.0,21.0,16.0,15.0,23.0,18.0,19.0,18.0,15.0,18.0,22.0,19.0,19.0,25.0,20.0,20.0,21.0,20.0,19.0,14.0,20.0,25.0,19.0,18.0,17.0,19.0,20.0,23.0,19.0,18.0,19.0,24.0,18.0,19.0,19.0,17.0,19.0,17.0,20.0,18.0,21.0,19.0,18.0,19.0,20.0,19.0,16.0,19.0,21.0,19.0,18.0,21.0,22.0,19.0
1286,4378,127,V,west-virginia,65,-105,0.5121951219512195,12,W,558,17.0,15.0,16.0,19.0,17.0,15.0,17.0,18.0,17.0,17.0,17.0,17.0,17.0,18.0,16.0,20.0,16.0,18.0,17.0,16.0,16.0,19.0,18.0,17.0,16.0,17.0,18.0,15.0,18.0,17.0,20.0,18.0,22.0,17.0,19.0,22.0,18.0,15.0,17.0,16.0,17.0,21.0,15.0,16.0,18.0,15.0,18.0,18.0,18.0,21.0,21.0,17.0,16.0,17.0,18.0,17.0,18.0,17.0,16.0,17.0,17.0,15.0,16.0,21.0,17.0
1357,4623,131,H,west-virginia,77,-2300,0.9583333333333334,12,W,558,17.0,15.0,16.0,19.0,17.0,15.0,17.0,18.0,17.0,17.0,17.0,17.0,17.0,18.0,16.0,20.0,16.0,18.0,17.0,16.0,16.0,19.0,18.0,17.0,16.0,17.0,18.0,15.0,18.0,17.0,20.0,18.0,22.0,17.0,19.0,22.0,18.0,15.0,17.0,16.0,17.0,21.0,15.0,16.0,18.0,15.0,18.0,18.0,18.0,21.0,21.0,17.0,16.0,17.0,18.0,17.0,18.0,17.0,16.0,17.0,17.0,15.0,16.0,21.0,17.0
1327,4492,129,V,maryland,56,310,0.24390243902439024,12,L,715,16.0,17.0,19.0,14.0,15.0,14.0,16.0,11.0,15.0,14.0,15.0,15.0,18.0,13.0,19.0,14.0,14.0,16.0,14.0,19.0,15.0,15.0,11.0,18.0,13.0,16.0,15.0,19.0,14.0,14.0,17.0,16.0,14.0,16.0,12.0,15.0,14.0,14.0,16.0,17.0,16.0,13.0,18.0,17.0,14.0,16.0,16.0,15.0,15.0,11.0,17.0,14.0,18.0,15.0,15.0,15.0,16.0,13.0,15.0,13.0,15.0,11.0,13.0,9.0,16.0
1284,4369,126,H,iowa-state,89,-240,0.7058823529411765,12,W,719,12.0,14.0,14.0,16.0,14.0,13.0,18.0,13.0,13.0,15.0,16.0,16.0,15.0,17.0,17.0,17.0,17.0,14.0,13.0,17.0,19.0,16.0,10.0,15.0,14.0,14.0,16.0,18.0,15.0,13.0,18.0,12.0,13.0,12.0,16.0,16.0,15.0,18.0,15.0,13.0,11.0,12.0,14.0,13.0,16.0,17.0,13.0,16.0,16.0,13.0,15.0,15.0,15.0,16.0,16.0,16.0,15.0,18.0,12.0,16.0,12.0,17.0,18.0,15.0,15.0
1373,4655,131,H,iowa-state,83,-575,0.8518518518518519,12,W,719,12.0,14.0,14.0,16.0,14.0,13.0,18.0,13.0,13.0,15.0,16.0,16.0,15.0,17.0,17.0,17.0,17.0,14.0,13.0,17.0,19.0,16.0,10.0,15.0,14.0,14.0,16.0,18.0,15.0,13.0,18.0,12.0,13.0,12.0,16.0,16.0,15.0,18.0,15.0,13.0,11.0,12.0,14.0,13.0,16.0,17.0,13.0,16.0,16.0,13.0,15.0,15.0,15.0,16.0,16.0,16.0,15.0,18.0,12.0,16.0,12.0,17.0,18.0,15.0,15.0
1281,4361,126,H,north-carolina,93,-550,0.8461538461538461,12,W,878,14.0,9.0,13.0,10.0,12.0,17.0,8.0,16.0,14.0,13.0,12.0,13.0,10.0,14.0,13.0,11.0,13.0,13.0,10.0,13.0,13.0,11.0,16.0,11.0,10.0,13.0,11.0,12.0,13.0,12.0,13.0,14.0,12.0,14.0,15.0,11.0,13.0,13.0,13.0,12.0,14.0,15.0,13.0,15.0,10.0,11.0,14.0,14.0,13.0,7.0,11.0,12.0,13.0,14.0,10.0,11.0,11.0,14.0,14.0,11.0,14.0,13.0,14.0,12.0,12.0
1382,4692,131,V,north-carolina,68,200,0.3333333333333333,12,L,878,14.0,9.0,13.0,10.0,12.0,17.0,8.0,16.0,14.0,13.0,12.0,13.0,10.0,14.0,13.0,11.0,13.0,13.0,10.0,13.0,13.0,11.0,16.0,11.0,10.0,13.0,11.0,12.0,13.0,12.0,13.0,14.0,12.0,14.0,15.0,11.0,13.0,13.0,13.0,12.0,14.0,15.0,13.0,15.0,10.0,11.0,14.0,14.0,13.0,7.0,11.0,12.0,13.0,14.0,10.0,11.0,11.0,14.0,14.0,11.0,14.0,13.0,14.0,12.0,12.0
1317,4453,128,H,wichita-state,58,-4750,0.979381443298969,12,W,893,13.0,13.0,12.0,12.0,11.0,8.0,13.0,15.0,12.0,12.0,13.0,12.0,13.0,7.0,12.0,18.0,10.0,9.0,16.0,12.0,14.0,13.0,13.0,13.0,15.0,12.0,13.0,11.0,11.0,15.0,6.0,13.0,15.0,13.0,13.0,12.0,12.0,7.0,14.0,14.0,13.0,14.0,10.0,10.0,13.0,10.0,12.0,12.0,12.0,15.0,13.0,11.0,12.0,9.0,12.0,12.0,13.0,9.0,13.0,14.0,13.0,14.0,12.0,14.0,13.0
1377,4678,131,V,wichita-state,54,-130,0.5652173913043478,12,L,893,13.0,13.0,12.0,12.0,11.0,8.0,13.0,15.0,12.0,12.0,13.0,12.0,13.0,7.0,12.0,18.0,10.0,9.0,16.0,12.0,14.0,13.0,13.0,13.0,15.0,12.0,13.0,11.0,11.0,15.0,6.0,13.0,15.0,13.0,13.0,12.0,12.0,7.0,14.0,14.0,13.0,14.0,10.0,10.0,13.0,10.0,12.0,12.0,12.0,15.0,13.0,11.0,12.0,9.0,12.0,12.0,13.0,9.0,13.0,14.0,13.0,14.0,12.0,14.0,13.0
1322,4476,128,V,louisville,81,-530,0.8412698412698413,12,W,1027,9.0,10.0,8.0,15.0,13.0,11.0,9.0,7.0,9.0,10.0,8.0,9.0,8.0,10.0,10.0,15.0,11.0,10.0,11.0,9.0,12.0,12.0,12.0,12.0,12.0,10.0,6.0,13.0,10.0,9.0,9.0,8.0,7.0,9.0,11.0,13.0,10.0,11.0,8.0,6.0,10.0,10.0,11.0,12.0,12.0,8.0,10.0,9.0,9.0,12.0,7.0,13.0,11.0,11.0,11.0,13.0,12.0,11.0,10.0,12.0,9.0,7.0,10.0,11.0,10.0
1383,4693,131,H,louisville,78,-240,0.7058823529411765,12,W,1027,9.0,10.0,8.0,15.0,13.0,11.0,9.0,7.0,9.0,10.0,8.0,9.0,8.0,10.0,10.0,15.0,11.0,10.0,11.0,9.0,12.0,12.0,12.0,12.0,12.0,10.0,6.0,13.0,10.0,9.0,9.0,8.0,7.0,9.0,11.0,13.0,10.0,11.0,8.0,6.0,10.0,10.0,11.0,12.0,12.0,8.0,10.0,9.0,9.0,12.0,7.0,13.0,11.0,11.0,11.0,13.0,12.0,11.0,10.0,12.0,9.0,7.0,10.0,11.0,10.0
1319,4464,128,V,kansas,64,-185,0.6491228070175439,12,W,1120,10.0,7.0,7.0,8.0,8.0,10.0,12.0,8.0,10.0,7.0,7.0,10.0,11.0,11.0,8.0,7.0,9.0,11.0,9.0,10.0,9.0,7.0,8.0,8.0,7.0,8.0,12.0,6.0,12.0,8.0,7.0,9.0,9.0,10.0,9.0,7.0,8.0,10.0,12.0,10.0,9.0,9.0,7.0,8.0,8.0,13.0,7.0,8.0,10.0,9.0,12.0,8.0,8.0,12.0,9.0,9.0,6.0,10.0,9.0,6.0,10.0,3.0,9.0,8.0,7.0
1371,4651,131,H,kansas,68,-750,0.8823529411764706,12,W,1120,10.0,7.0,7.0,8.0,8.0,10.0,12.0,8.0,10.0,7.0,7.0,10.0,11.0,11.0,8.0,7.0,9.0,11.0,9.0,10.0,9.0,7.0,8.0,8.0,7.0,8.0,12.0,6.0,12.0,8.0,7.0,9.0,9.0,10.0,9.0,7.0,8.0,10.0,12.0,10.0,9.0,9.0,7.0,8.0,8.0,13.0,7.0,8.0,10.0,9.0,12.0,8.0,8.0,12.0,9.0,9.0,6.0,10.0,9.0,6.0,10.0,3.0,9.0,8.0,7.0
1316,4451,128,H,notre-dame,77,120,0.45454545454545453,12,W,1139,8.0,12.0,9.0,6.0,10.0,9.0,7.0,5.0,7.0,8.0,9.0,8.0,9.0,6.0,11.0,8.0,7.0,8.0,7.0,7.0,6.0,10.0,9.0,10.0,9.0,9.0,9.0,8.0,9.0,11.0,11.0,11.0,8.0,7.0,8.0,10.0,7.0,8.0,7.0,9.0,7.0,7.0,9.0,9.0,9.0,12.0,8.0,11.0,7.0,10.0,9.0,7.0,9.0,13.0,7.0,8.0,10.0,7.0,7.0,7.0,7.0,6.0,7.0,13.0,8.0
1355,4620,131,V,notre-dame,72,-160,0.6153846153846154,12,L,1139,8.0,12.0,9.0,6.0,10.0,9.0,7.0,5.0,7.0,8.0,9.0,8.0,9.0,6.0,11.0,8.0,7.0,8.0,7.0,7.0,6.0,10.0,9.0,10.0,9.0,9.0,9.0,8.0,9.0,11.0,11.0,11.0,8.0,7.0,8.0,10.0,7.0,8.0,7.0,9.0,7.0,7.0,9.0,9.0,9.0,12.0,8.0,11.0,7.0,10.0,9.0,7.0,9.0,13.0,7.0,8.0,10.0,7.0,7.0,7.0,7.0,6.0,7.0,13.0,8.0
1369,4648,131,V,villanova,68,-800,0.8888888888888888,12,W,1187,6.0,8.0,10.0,9.0,6.0,7.0,10.0,9.0,8.0,9.0,11.0,6.0,6.0,8.0,7.0,10.0,8.0,6.0,8.0,11.0,11.0,6.0,7.0,7.0,8.0,7.0,8.0,9.0,5.0,6.0,10.0,6.0,10.0,8.0,7.0,8.0,9.0,9.0,9.0,8.0,8.0,6.0,4.0,5.0,4.0,7.0,9.0,7.0,8.0,6.0,8.0,6.0,7.0,8.0,4.0,7.0,7.0,12.0,8.0,10.0,8.0,10.0,8.0,4.0,11.0
1325,4483,128,H,arizona,90,-1350,0.9310344827586207,12,W,1300,7.0,6.0,5.0,5.0,7.0,5.0,6.0,4.0,6.0,6.0,6.0,7.0,3.0,3.0,6.0,6.0,6.0,7.0,6.0,4.0,7.0,8.0,6.0,5.0,6.0,6.0,7.0,3.0,7.0,7.0,8.0,7.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,7.0,6.0,8.0,6.0,7.0,7.0,4.0,6.0,6.0,6.0,3.0,5.0,9.0,4.0,5.0,8.0,6.0,8.0,4.0,6.0,8.0,6.0,8.0,6.0,7.0,6.0
1348,4599,130,H,arizona,57,-3000,0.967741935483871,12,W,1300,7.0,6.0,5.0,5.0,7.0,5.0,6.0,4.0,6.0,6.0,6.0,7.0,3.0,3.0,6.0,6.0,6.0,7.0,6.0,4.0,7.0,8.0,6.0,5.0,6.0,6.0,7.0,3.0,7.0,7.0,8.0,7.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,7.0,6.0,8.0,6.0,7.0,7.0,4.0,6.0,6.0,6.0,3.0,5.0,9.0,4.0,5.0,8.0,6.0,8.0,4.0,6.0,8.0,6.0,8.0,6.0,7.0,6.0
1353,4618,131,V,wisconsin,74,-240,0.7058823529411765,12,W,1351,5.0,5.0,6.0,4.0,5.0,4.0,5.0,10.0,5.0,5.0,5.0,5.0,5.0,9.0,4.0,3.0,5.0,5.0,5.0,6.0,4.0,4.0,4.0,6.0,5.0,5.0,5.0,7.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,6.0,3.0,4.0,5.0,5.0,5.0,8.0,6.0,6.0,5.0,4.0,5.0,5.0,5.0,6.0,5.0,6.0,4.0,6.0,5.0,5.0,6.0,5.0,5.0,5.0,9.0,5.0,6.0,5.0
1315,4450,128,V,duke,73,-140,0.5833333333333334,12,L,1402,4.0,4.0,4.0,7.0,4.0,3.0,4.0,6.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,6.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,6.0,5.0,3.0,4.0,4.0,3.0,4.0,5.0,6.0,5.0,4.0,4.0,8.0,4.0,4.0,5.0,6.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0
1351,4614,131,V,duke,69,210,0.3225806451612903,12,W,1402,4.0,4.0,4.0,7.0,4.0,3.0,4.0,6.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,6.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,6.0,5.0,3.0,4.0,4.0,3.0,4.0,5.0,6.0,5.0,4.0,4.0,8.0,4.0,4.0,5.0,6.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0
1336,4529,129,H,gonzaga,64,NL,0.5,12,W,1476,3.0,3.0,3.0,3.0,3.0,6.0,3.0,3.0,3.0,3.0,3.0,3.0,7.0,4.0,3.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0
1405,4779,131,H,gonzaga,82,NL,0.5,12,W,1476,3.0,3.0,3.0,3.0,3.0,6.0,3.0,3.0,3.0,3.0,3.0,3.0,7.0,4.0,3.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0
1352,4615,131,H,virginia,63,-250,0.7142857142857143,12,L,1561,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
1334,4524,129,V,kentucky,69,-4250,0.9770114942528736,12,W,1624,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1396,4743,131,H,kentucky,70,-4000,0.975609756097561,12,W,1624,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1424,4870,203,V,georgia,58,1500,0.0625,13,L,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,
1451,4953,204,H,valparaiso,78,-475,0.8260869565217391,13,W,1,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1485,5101,207,H,michigan-state,54,-498,0.8327759197324415,13,L,1,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492,5113,207,H,georgia,56,-260,0.7222222222222222,13,W,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,
1548,5316,208,V,rhode-island,79,160,0.38461538461538464,13,W,1,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1551,5321,208,H,valparaiso,82,-405,0.801980198019802,13,W,1,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1438,4902,204,V,temple,61,-360,0.782608695652174,13,W,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,
1448,4942,204,V,oklahoma-state,65,245,0.2898550724637681,13,W,2,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1475,5018,205,V,louisiana-tech,60,-200,0.6666666666666666,13,L,2,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1480,5063,205,H,murray-state,82,-1350,0.9310344827586207,13,W,2,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,
1497,5118,207,V,temple,61,145,0.40816326530612246,13,W,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,
1501,5123,207,H,oklahoma-state,67,105,0.4878048780487805,13,W,2,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1534,5230,207,V,louisiana-tech,73,-145,0.5918367346938775,13,W,2,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546,5300,207,V,murray-state,82,-700,0.875,13,W,2,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,
1456,4960,204,V,providence,74,240,0.29411764705882354,13,W,3,,,,,,,,,25.0,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
1473,5015,205,H,stanford,67,-290,0.7435897435897436,13,L,3,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,
1493,5114,207,V,providence,69,245,0.2898550724637681,13,L,3,,,,,,,,,25.0,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
1556,5335,208,H,stanford,70,-1355,0.9312714776632303,13,W,3,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,
1460,4965,204,H,xavier,72,-1155,0.9203187250996016,13,L,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,25.0,,,,,
1470,4992,205,V,tulsa,57,-280,0.7368421052631579,13,W,8,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,21.0,,,,,,,
1494,5115,207,H,xavier,78,-295,0.7468354430379747,13,W,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,25.0,,,,,
1540,5247,207,H,tulsa,57,-105,0.5121951219512195,13,L,8,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,21.0,,,,,,,
1481,5080,206,V,dayton,64,145,0.40816326530612246,13,L,9,,,24.0,,,,23.0,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,
1461,4966,204,V,colorado-state,48,120,0.45454545454545453,13,L,11,,,,,,,,,,,,,,,,,20.0,24.0,,,,,,,,,,,,,,,,,,,,,24.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,
1512,5165,207,H,colorado-state,83,-530,0.8412698412698413,13,W,11,,,,,,,,,,,,,,,,,20.0,24.0,,,,,,,,,,,,,,,,,,,,,24.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,
1466,4976,204,V,san-diego-state,65,-630,0.863013698630137,13,W,18,,,,,,,,,,,,,,,,,,,23.0,24.0,,,,19.0,,,,24.0,25.0,,,,,,25.0,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,25.0,,,
1553,5328,208,V,san-diego-state,46,-130,0.5652173913043478,13,L,18,,,,,,,,,,,,,,,,,,,23.0,24.0,,,,19.0,,,,24.0,25.0,,,,,,25.0,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,25.0,,,
1432,4889,203,H,arkansas,75,-360,0.782608695652174,13,W,21,,,,,,,,,,25.0,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,25.0,23.0,,24.0,,,19.0,24.0,,,,,,25.0,,,,,,,,,25.0,,,,,,
1513,5167,207,H,arkansas,61,-2000,0.9523809523809523,13,W,21,,,,,,,,,,25.0,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,25.0,23.0,,24.0,,,19.0,24.0,,,,,,25.0,,,,,,,,,25.0,,,,,,
1434,4892,203,V,seton-hall,62,-145,0.5918367346938775,13,L,22,,,,,25.0,,,,,,,,25.0,,22.0,,25.0,,,,24.0,,,,,25.0,,,,25.0,,,,23.0,,,,25.0,,,,,,,,,,,24.0,,,,,,24.0,,,,,,,,,,23.0
1489,5109,207,H,seton-hall,54,-240,0.7058823529411765,13,L,22,,,,,25.0,,,,,,,,25.0,,22.0,,25.0,,,,24.0,,,,,25.0,,,,25.0,,,,23.0,,,,25.0,,,,,,,,,,,24.0,,,,,,24.0,,,,,,,,,,23.0
1449,4943,204,H,texas,63,-305,0.7530864197530864,13,L,106,,19.0,,23.0,,,,,,,25.0,21.0,21.0,,,,,21.0,,,20.0,19.0,,23.0,25.0,23.0,,,,,16.0,23.0,,25.0,,,,24.0,,,23.0,,17.0,,,,24.0,25.0,25.0,,25.0,20.0,24.0,,,25.0,20.0,,,,,21.0,22.0,23.0,
1517,5172,207,V,texas,61,-125,0.5555555555555556,13,W,106,,19.0,,23.0,,,,,,,25.0,21.0,21.0,,,,,21.0,,,20.0,19.0,,23.0,25.0,23.0,,,,,16.0,23.0,,25.0,,,,24.0,,,23.0,,17.0,,,,24.0,25.0,25.0,,25.0,20.0,24.0,,,25.0,20.0,,,,,21.0,22.0,23.0,
1457,4961,204,H,georgetown,71,-300,0.75,13,L,162,,25.0,23.0,24.0,24.0,21.0,21.0,,,24.0,22.0,23.0,23.0,,23.0,21.0,,,21.0,,,23.0,,24.0,20.0,24.0,23.0,20.0,22.0,23.0,22.0,24.0,18.0,,21.0,24.0,24.0,22.0,21.0,23.0,24.0,19.0,,,23.0,,25.0,24.0,20.0,21.0,24.0,25.0,25.0,23.0,,22.0,25.0,,22.0,23.0,,,19.0,25.0,24.0
1498,5120,207,V,georgetown,53,400,0.2,13,L,162,,25.0,23.0,24.0,24.0,21.0,21.0,,,24.0,22.0,23.0,23.0,,23.0,21.0,,,21.0,,,23.0,,24.0,20.0,24.0,23.0,20.0,22.0,23.0,22.0,24.0,18.0,,21.0,24.0,24.0,22.0,21.0,23.0,24.0,19.0,,,23.0,,25.0,24.0,20.0,21.0,24.0,25.0,25.0,23.0,,22.0,25.0,,22.0,23.0,,,19.0,25.0,24.0
1421,4865,203,H,butler,85,-250,0.7142857142857143,13,W,250,20.0,22.0,25.0,21.0,20.0,23.0,,22.0,23.0,21.0,23.0,24.0,19.0,,19.0,,,22.0,,22.0,25.0,22.0,,,19.0,20.0,22.0,19.0,20.0,21.0,23.0,21.0,24.0,18.0,24.0,20.0,22.0,,22.0,22.0,21.0,21.0,25.0,20.0,20.0,23.0,23.0,21.0,,20.0,18.0,22.0,20.0,21.0,19.0,20.0,23.0,,20.0,22.0,23.0,24.0,23.0,20.0,21.0
