,index,Date,VH,Team,Final,ML,Probability,Week,Result,elton-alexander,tyson-alger,jim-benson,mark-berman,john-bohnenkamp,dave-borges,rick-bozich,aaron-brenner,kevin-brockway,jp-butler,christian-caple,jerry-carino,andrew-carter,chris-dachille,kieran-darcy,seth-davis,doug-doughty,jay-drew,jeff-faraudo,john-feinstein,ben-frederickson,chris-goff,cormac-gordon,geoff-grammer,doug-haller,kelly-hines,bob-holt,brian-howell,cecil-hurt,marcus-jackson,joey-johnston,joe-juliano,tom-keegan,bill-knight,chris-lang,kevin-lyttle,fletcher-mackel,scott-mansch,brandon-marcello,matt-mccoy,john-mcnamara,kevin-mcnamara,ron-morris,chris-murray,zach-osterman,soren-petro,steve-pivovar,bj-rains,joe-rexrode,randy-rosetta,daniel-shirley,jason-smith,bret-strelow,terry-toohey,matt-vautour,matt-velazquez,mitch-vingle,dick-vitale,john-werner,tj-werre,gary-williams,jon-wilner,steve-wiseman,scott-wolf,paul-zeise
2144,7471,312,N,duke,77,-415,0.8058252427184466,18,W,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0
2145,7473,312,N,notre-dame,70,-205,0.6721311475409836,18,W,10.0,11.0,8.0,10.0,11.0,10.0,7.0,11.0,9.0,10.0,10.0,11.0,10.0,13.0,10.0,14.0,9.0,10.0,11.0,9.0,10.0,11.0,15.0,10.0,9.0,9.0,9.0,9.0,9.0,11.0,10.0,11.0,9.0,10.0,10.0,14.0,10.0,9.0,9.0,10.0,10.0,11.0,10.0,11.0,11.0,12.0,11.0,9.0,10.0,10.0,10.0,10.0,11.0,11.0,10.0,11.0,10.0,9.0,11.0,11.0,9.0,8.0,10.0,11.0,9.0
2146,7475,312,N,villanova,84,-1200,0.9230769230769231,18,W,3.0,4.0,3.0,4.0,4.0,5.0,4.0,6.0,3.0,4.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,3.0,3.0,5.0,5.0,4.0,4.0,3.0,3.0,6.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,5.0,6.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,6.0,4.0,4.0,3.0,4.0,5.0,3.0,3.0,4.0
2147,7476,312,N,providence,74,-105,0.5121951219512195,18,W,,23.0,,24.0,,,,,,24.0,24.0,22.0,21.0,,,24.0,,24.0,,,,22.0,,,,24.0,25.0,,,23.0,,,,,,,,,,,,24.0,,,22.0,,,24.0,,,24.0,25.0,,24.0,23.0,24.0,,,23.0,25.0,25.0,,25.0,22.0,23.0
2148,7478,312,N,creighton,55,250,0.2857142857142857,18,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2149,7479,312,N,georgetown,60,-300,0.75,18,W,25.0,24.0,24.0,18.0,20.0,19.0,24.0,,22.0,20.0,25.0,20.0,19.0,20.0,24.0,22.0,24.0,,,,21.0,19.0,25.0,,21.0,21.0,23.0,24.0,22.0,24.0,,19.0,21.0,24.0,25.0,23.0,24.0,25.0,22.0,25.0,,21.0,,25.0,21.0,22.0,20.0,,,23.0,20.0,19.0,19.0,17.0,,21.0,20.0,,25.0,21.0,24.0,21.0,22.0,19.0,17.0
2150,7480,312,N,xavier,67,110,0.47619047619047616,18,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2151,7481,312,N,butler,61,-130,0.5652173913043478,18,L,22.0,20.0,21.0,20.0,21.0,22.0,,21.0,24.0,22.0,21.0,21.0,20.0,22.0,21.0,19.0,,22.0,,24.0,23.0,18.0,18.0,19.0,22.0,22.0,20.0,19.0,24.0,16.0,22.0,20.0,24.0,,22.0,24.0,25.0,19.0,23.0,21.0,22.0,19.0,25.0,22.0,16.0,23.0,,23.0,23.0,24.0,22.0,20.0,20.0,23.0,21.0,19.0,21.0,21.0,22.0,23.0,22.0,25.0,18.0,17.0,18.0
2152,7490,312,N,west-virginia,70,150,0.4,18,L,20.0,17.0,18.0,17.0,17.0,24.0,22.0,20.0,18.0,17.0,19.0,17.0,17.0,17.0,17.0,18.0,18.0,20.0,19.0,15.0,18.0,17.0,17.0,18.0,20.0,17.0,19.0,20.0,18.0,17.0,15.0,23.0,15.0,19.0,20.0,15.0,18.0,21.0,19.0,17.0,18.0,18.0,16.0,20.0,14.0,16.0,15.0,16.0,20.0,22.0,17.0,15.0,17.0,21.0,22.0,20.0,17.0,18.0,18.0,16.0,14.0,16.0,20.0,14.0,15.0
2153,7491,312,N,baylor,80,-170,0.6296296296296297,18,W,15.0,14.0,19.0,15.0,14.0,17.0,15.0,14.0,17.0,12.0,16.0,16.0,16.0,15.0,19.0,11.0,17.0,18.0,17.0,18.0,16.0,12.0,22.0,12.0,14.0,14.0,14.0,13.0,16.0,13.0,19.0,12.0,14.0,18.0,15.0,13.0,15.0,16.0,17.0,14.0,17.0,14.0,18.0,16.0,12.0,19.0,14.0,13.0,17.0,19.0,18.0,12.0,12.0,16.0,12.0,16.0,13.0,14.0,15.0,17.0,16.0,17.0,14.0,12.0,12.0
2154,7492,312,N,tcu,59,325,0.23529411764705882,18,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2155,7493,312,N,kansas,64,-385,0.7938144329896907,18,W,12.0,9.0,11.0,8.0,10.0,11.0,10.0,10.0,11.0,8.0,11.0,8.0,7.0,12.0,13.0,8.0,11.0,9.0,8.0,11.0,11.0,8.0,9.0,8.0,10.0,10.0,10.0,10.0,12.0,8.0,13.0,9.0,10.0,12.0,11.0,8.0,14.0,14.0,10.0,9.0,11.0,9.0,7.0,9.0,8.0,8.0,10.0,10.0,13.0,9.0,16.0,11.0,8.0,10.0,11.0,8.0,9.0,13.0,10.0,8.0,12.0,9.0,9.0,8.0,10.0
2156,7494,312,N,iowa-state,69,-140,0.5833333333333334,18,W,13.0,15.0,14.0,13.0,13.0,12.0,12.0,15.0,13.0,13.0,14.0,14.0,12.0,16.0,15.0,16.0,13.0,17.0,14.0,12.0,14.0,16.0,13.0,13.0,12.0,13.0,15.0,12.0,17.0,14.0,14.0,15.0,12.0,15.0,12.0,12.0,11.0,22.0,15.0,13.0,13.0,13.0,14.0,17.0,15.0,13.0,12.0,15.0,15.0,13.0,12.0,13.0,13.0,14.0,15.0,12.0,14.0,15.0,16.0,15.0,13.0,13.0,16.0,13.0,14.0
2157,7495,312,N,texas,67,120,0.45454545454545453,18,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2158,7496,312,N,oklahoma-state,49,185,0.3508771929824561,18,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2159,7497,312,N,oklahoma,64,-215,0.6825396825396826,18,W,16.0,16.0,15.0,12.0,15.0,16.0,16.0,9.0,16.0,15.0,15.0,15.0,14.0,11.0,14.0,10.0,15.0,14.0,10.0,16.0,15.0,14.0,16.0,14.0,13.0,15.0,17.0,14.0,15.0,15.0,16.0,16.0,11.0,14.0,18.0,9.0,13.0,12.0,13.0,18.0,15.0,10.0,13.0,15.0,17.0,9.0,16.0,12.0,16.0,14.0,15.0,14.0,15.0,15.0,13.0,13.0,18.0,12.0,14.0,10.0,17.0,14.0,12.0,15.0,16.0
2160,7498,312,N,alabama,61,165,0.37735849056603776,18,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2161,7499,312,N,florida,69,-190,0.6551724137931034,18,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2162,7502,312,V,tennessee,67,135,0.425531914893617,18,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2163,7504,312,N,south-carolina,60,175,0.36363636363636365,18,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2164,7507,312,N,utep,83,-750,0.8823529411764706,18,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2165,7509,312,N,old-dominion,52,-285,0.7402597402597403,18,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2166,7513,312,N,louisiana-tech,70,-565,0.849624060150376,18,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2167,7514,312,N,california,51,1866,0.0508646998982706,18,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2168,7515,312,N,arizona,73,-4500,0.9782608695652174,18,W,4.0,5.0,5.0,5.0,5.0,6.0,6.0,3.0,4.0,6.0,6.0,5.0,4.0,5.0,5.0,6.0,5.0,4.0,4.0,4.0,6.0,6.0,6.0,4.0,6.0,5.0,6.0,5.0,3.0,6.0,5.0,5.0,6.0,5.0,3.0,5.0,5.0,7.0,5.0,6.0,5.0,6.0,5.0,6.0,6.0,4.0,6.0,6.0,5.0,2.0,4.0,5.0,6.0,5.0,5.0,6.0,5.0,5.0,6.0,5.0,5.0,6.0,5.0,6.0,3.0
2169,7517,312,N,ucla,96,-575,0.8518518518518519,18,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2170,7518,312,N,colorado,85,136,0.423728813559322,18,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2171,7519,312,N,oregon,93,-156,0.609375,18,W,,,,,,,,,,,,,,25.0,,,23.0,25.0,24.0,23.0,,,,22.0,,,,16.0,,,,,20.0,23.0,,,,24.0,,23.0,,,21.0,,,,24.0,,21.0,20.0,,,,,24.0,,24.0,,,,23.0,20.0,,,
2172,7520,312,N,stanford,56,275,0.26666666666666666,18,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2173,7523,312,N,boise-state,80,-700,0.875,18,W,,,23.0,23.0,25.0,23.0,25.0,22.0,23.0,,23.0,,,24.0,,,,23.0,22.0,22.0,24.0,,,24.0,,,,25.0,,,21.0,25.0,,,24.0,22.0,21.0,,24.0,,,,23.0,23.0,,,23.0,22.0,22.0,,,,,,,,,23.0,24.0,,,24.0,,,
2174,7525,312,N,wyoming,67,-170,0.6296296296296297,18,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2175,7526,312,V,unlv,64,220,0.3125,18,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2176,7527,312,H,san-diego-state,67,-260,0.7222222222222222,18,W,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,
2177,7529,312,N,colorado-state,71,-370,0.7872340425531915,18,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2178,7543,312,N,connecticut,69,-1400,0.9333333333333333,18,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2179,7583,313,N,stephen-f.-austin,91,-1100,0.9166666666666666,18,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,
2180,7594,313,N,michigan,60,1000,0.09090909090909091,18,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2181,7595,313,N,wisconsin,71,-2000,0.9523809523809523,18,W,6.0,6.0,6.0,6.0,6.0,3.0,5.0,4.0,5.0,5.0,5.0,6.0,6.0,7.0,6.0,4.0,6.0,6.0,6.0,6.0,4.0,5.0,2.0,6.0,5.0,6.0,5.0,7.0,2.0,4.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,5.0,6.0,5.0,4.0,5.0,5.0,5.0,6.0,7.0,6.0,6.0,5.0,6.0,6.0,5.0,3.0,6.0,5.0,6.0,6.0,4.0,6.0,5.0,5.0
2182,7596,313,N,penn-state,59,170,0.37037037037037035,18,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2183,7597,313,N,purdue,64,-200,0.6666666666666666,18,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2184,7599,313,N,maryland,75,-150,0.6,18,W,8.0,8.0,10.0,11.0,8.0,9.0,11.0,8.0,8.0,9.0,9.0,9.0,9.0,10.0,8.0,13.0,8.0,8.0,12.0,10.0,8.0,9.0,8.0,11.0,8.0,8.0,8.0,8.0,10.0,10.0,8.0,8.0,8.0,8.0,9.0,11.0,8.0,8.0,12.0,8.0,8.0,8.0,15.0,8.0,9.0,11.0,8.0,8.0,9.0,11.0,8.0,8.0,9.0,8.0,8.0,9.0,8.0,8.0,8.0,9.0,8.0,11.0,11.0,10.0,7.0
2185,7600,313,N,ohio-state,67,105,0.4878048780487805,18,L,23.0,25.0,,,23.0,,,,,,,,,,23.0,,,,,,,,,,,,,23.0,21.0,,24.0,,,22.0,,,,20.0,,,23.0,,,,,20.0,,,,,25.0,,,,,,,,,,,,,,
2186,7601,313,N,michigan-state,76,-125,0.5555555555555556,18,W,,,,,,,23.0,,,,,,,,,,,,,,,,,,24.0,,,,,,,,23.0,,,,,,,,,,,,,25.0,,,25.0,,,,24.0,,,,,,,,,23.0,,,
2187,7603,313,N,davidson,67,-550,0.8461538461538461,18,W,24.0,,25.0,22.0,,21.0,19.0,,25.0,25.0,,25.0,,21.0,25.0,23.0,22.0,,,17.0,25.0,,24.0,25.0,25.0,25.0,24.0,,25.0,25.0,25.0,24.0,,25.0,21.0,20.0,22.0,,25.0,,,25.0,,,,,25.0,25.0,,25.0,,,25.0,25.0,25.0,25.0,25.0,24.0,,24.0,,18.0,23.0,25.0,
2188,7607,313,N,dayton,75,-270,0.7297297297297297,18,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,
2189,7609,313,N,rhode-island,71,-125,0.5555555555555556,18,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2190,7612,313,N,temple,80,-185,0.6491228070175439,18,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2191,7615,313,N,tulsa,59,-450,0.8181818181818182,18,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2192,7616,313,N,connecticut,57,100,0.5,18,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2193,7617,313,N,cincinnati,54,-120,0.5454545454545454,18,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2194,7618,313,N,florida,49,850,0.10526315789473684,18,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2195,7619,313,N,kentucky,64,-1450,0.9354838709677419,18,W,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2196,7621,313,N,lsu,70,-500,0.8333333333333334,18,L,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2197,7622,313,N,tennessee,72,225,0.3076923076923077,18,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2198,7623,313,N,arkansas,80,-270,0.7297297297297297,18,W,18.0,21.0,22.0,,24.0,20.0,20.0,18.0,19.0,19.0,22.0,24.0,23.0,23.0,20.0,25.0,21.0,19.0,21.0,,22.0,23.0,21.0,21.0,19.0,23.0,18.0,18.0,23.0,21.0,20.0,22.0,22.0,21.0,17.0,25.0,,23.0,21.0,19.0,21.0,20.0,19.0,19.0,23.0,24.0,21.0,21.0,18.0,21.0,21.0,21.0,23.0,19.0,20.0,23.0,22.0,22.0,19.0,22.0,19.0,,24.0,24.0,22.0
2199,7624,313,N,south-carolina,62,161,0.3831417624521073,18,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2200,7625,313,N,georgia,74,-190,0.6551724137931034,18,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2201,7627,313,N,utep,50,-215,0.6825396825396826,18,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2202,7629,313,H,louisiana-tech,62,-250,0.7142857142857143,18,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2203,7634,313,N,north-carolina,71,170,0.37037037037037035,18,W,19.0,18.0,20.0,21.0,18.0,25.0,18.0,,20.0,23.0,18.0,18.0,22.0,,22.0,21.0,20.0,15.0,18.0,21.0,20.0,21.0,10.0,20.0,18.0,19.0,21.0,21.0,19.0,20.0,23.0,21.0,16.0,17.0,23.0,18.0,19.0,17.0,20.0,20.0,20.0,22.0,20.0,21.0,19.0,17.0,22.0,19.0,19.0,18.0,14.0,22.0,21.0,20.0,18.0,18.0,19.0,17.0,21.0,20.0,20.0,19.0,21.0,21.0,24.0
2204,7635,313,N,virginia,67,-200,0.6666666666666666,18,L,5.0,2.0,4.0,3.0,2.0,4.0,3.0,5.0,6.0,2.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,5.0,5.0,3.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,3.0,2.0,4.0,5.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,2.0,2.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,6.0
2205,7636,313,N,notre-dame,74,330,0.23255813953488372,18,W,10.0,11.0,8.0,10.0,11.0,10.0,7.0,11.0,9.0,10.0,10.0,11.0,10.0,13.0,10.0,14.0,9.0,10.0,11.0,9.0,10.0,11.0,15.0,10.0,9.0,9.0,9.0,9.0,9.0,11.0,10.0,11.0,9.0,10.0,10.0,14.0,10.0,9.0,9.0,10.0,10.0,11.0,10.0,11.0,11.0,12.0,11.0,9.0,10.0,10.0,10.0,10.0,11.0,11.0,10.0,11.0,10.0,9.0,11.0,11.0,9.0,8.0,10.0,11.0,9.0
2206,7637,313,N,duke,64,-410,0.803921568627451,18,L,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0
2207,7638,313,N,providence,61,330,0.23255813953488372,18,L,,23.0,,24.0,,,,,,24.0,24.0,22.0,21.0,,,24.0,,24.0,,,,22.0,,,,24.0,25.0,,,23.0,,,,,,,,,,,,24.0,,,22.0,,,24.0,,,24.0,25.0,,24.0,23.0,24.0,,,23.0,25.0,25.0,,25.0,22.0,23.0
2208,7639,313,N,villanova,63,-410,0.803921568627451,18,W,3.0,4.0,3.0,4.0,4.0,5.0,4.0,6.0,3.0,4.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,3.0,3.0,5.0,5.0,4.0,4.0,3.0,3.0,6.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,5.0,6.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,6.0,4.0,4.0,3.0,4.0,5.0,3.0,3.0,4.0
2209,7640,313,N,xavier,65,100,0.5,18,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210,7641,313,N,georgetown,63,-120,0.5454545454545454,18,L,25.0,24.0,24.0,18.0,20.0,19.0,24.0,,22.0,20.0,25.0,20.0,19.0,20.0,24.0,22.0,24.0,,,,21.0,19.0,25.0,,21.0,21.0,23.0,24.0,22.0,24.0,,19.0,21.0,24.0,25.0,23.0,24.0,25.0,22.0,25.0,,21.0,,25.0,21.0,22.0,20.0,,,23.0,20.0,19.0,19.0,17.0,,21.0,20.0,,25.0,21.0,24.0,21.0,22.0,19.0,17.0
2211,7642,313,N,baylor,52,105,0.4878048780487805,18,L,15.0,14.0,19.0,15.0,14.0,17.0,15.0,14.0,17.0,12.0,16.0,16.0,16.0,15.0,19.0,11.0,17.0,18.0,17.0,18.0,16.0,12.0,22.0,12.0,14.0,14.0,14.0,13.0,16.0,13.0,19.0,12.0,14.0,18.0,15.0,13.0,15.0,16.0,17.0,14.0,17.0,14.0,18.0,16.0,12.0,19.0,14.0,13.0,17.0,19.0,18.0,12.0,12.0,16.0,12.0,16.0,13.0,14.0,15.0,17.0,16.0,17.0,14.0,12.0,12.0
2212,7643,313,N,kansas,62,-125,0.5555555555555556,18,W,12.0,9.0,11.0,8.0,10.0,11.0,10.0,10.0,11.0,8.0,11.0,8.0,7.0,12.0,13.0,8.0,11.0,9.0,8.0,11.0,11.0,8.0,9.0,8.0,10.0,10.0,10.0,10.0,12.0,8.0,13.0,9.0,10.0,12.0,11.0,8.0,14.0,14.0,10.0,9.0,11.0,9.0,7.0,9.0,8.0,8.0,10.0,10.0,13.0,9.0,16.0,11.0,8.0,10.0,11.0,8.0,9.0,13.0,10.0,8.0,12.0,9.0,9.0,8.0,10.0
2213,7644,313,N,oklahoma,65,-105,0.5121951219512195,18,L,16.0,16.0,15.0,12.0,15.0,16.0,16.0,9.0,16.0,15.0,15.0,15.0,14.0,11.0,14.0,10.0,15.0,14.0,10.0,16.0,15.0,14.0,16.0,14.0,13.0,15.0,17.0,14.0,15.0,15.0,16.0,16.0,11.0,14.0,18.0,9.0,13.0,12.0,13.0,18.0,15.0,10.0,13.0,15.0,17.0,9.0,16.0,12.0,16.0,14.0,15.0,14.0,15.0,15.0,13.0,13.0,18.0,12.0,14.0,10.0,17.0,14.0,12.0,15.0,16.0
2214,7645,313,N,iowa-state,67,-115,0.5348837209302325,18,W,13.0,15.0,14.0,13.0,13.0,12.0,12.0,15.0,13.0,13.0,14.0,14.0,12.0,16.0,15.0,16.0,13.0,17.0,14.0,12.0,14.0,16.0,13.0,13.0,12.0,13.0,15.0,12.0,17.0,14.0,14.0,15.0,12.0,15.0,12.0,12.0,11.0,22.0,15.0,13.0,13.0,13.0,14.0,17.0,15.0,13.0,12.0,15.0,15.0,13.0,12.0,13.0,13.0,14.0,15.0,12.0,14.0,15.0,16.0,15.0,13.0,13.0,16.0,13.0,14.0
2215,7650,313,N,ucla,64,545,0.15503875968992248,18,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2216,7651,313,N,arizona,70,-770,0.8850574712643678,18,W,4.0,5.0,5.0,5.0,5.0,6.0,6.0,3.0,4.0,6.0,6.0,5.0,4.0,5.0,5.0,6.0,5.0,4.0,4.0,4.0,6.0,6.0,6.0,4.0,6.0,5.0,6.0,5.0,3.0,6.0,5.0,5.0,6.0,5.0,3.0,5.0,5.0,7.0,5.0,6.0,5.0,6.0,5.0,6.0,6.0,4.0,6.0,6.0,5.0,2.0,4.0,5.0,6.0,5.0,5.0,6.0,5.0,5.0,6.0,5.0,5.0,6.0,5.0,6.0,3.0
2217,7653,313,N,oregon,67,265,0.273972602739726,18,W,,,,,,,,,,,,,,25.0,,,23.0,25.0,24.0,23.0,,,,22.0,,,,16.0,,,,,20.0,23.0,,,,24.0,,23.0,,,21.0,,,,24.0,,21.0,20.0,,,,,24.0,,24.0,,,,23.0,20.0,,,
2218,7654,313,N,wyoming,71,180,0.35714285714285715,18,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2219,7655,313,N,boise-state,66,-215,0.6825396825396826,18,L,,,23.0,23.0,25.0,23.0,25.0,22.0,23.0,,23.0,,,24.0,,,,23.0,22.0,22.0,24.0,,,24.0,,,,25.0,,,21.0,25.0,,,24.0,22.0,21.0,,24.0,,,,23.0,23.0,,,23.0,22.0,22.0,,,,,,,,,23.0,24.0,,,24.0,,,
2220,7656,313,N,colorado-state,43,180,0.35714285714285715,18,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2221,7657,313,N,san-diego-state,56,-215,0.6825396825396826,18,W,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,
2222,7668,314,N,purdue,51,500,0.16666666666666666,18,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
