,index,Date,VH,Team,Final,ML,Probability,Week,Result,Aggregate,chris-basnett,jessica-benson,mark-berman,sam-blum,dave-borges,rick-bozich,tom-bragg,kevin-brockway,lauren-brownlow,joe-buettner,jeff-call,jerry-carino,christina-chambers,david-cloninger,james-crepea,rob-dauster,seth-davis,luke-decock,donna-ditota,doug-doughty,jack-ebling,wayne-epps,john-feinstein,marcus-fuller,geoff-grammer,adam-grosbard,jordan-hansen,steve-hewitt,brian-holland,bob-holt,cecil-hurt,joe-juliano,lauren-kirschman,paul-klee,zach-klein,joey-knight,chad-leistikow,dave-matter,matt-mccoy,brian-mcinnis,kevin-mcnamara,stephen-means,craig-meyer,sheldon-mickles,chris-murray,jesse-newell,bruce-pascoe,dave-preston,troy-provostheron,jeff-rabjohns,bj-rains,scott-richey,jon-rothstein,shannon-ryan,carlos-silva,ben-steele,nick-suss,bob-sutton,edgar-thompson,terry-toohey,dick-vitale,ken-weinman,john-werner,jon-wilner,scott-wolf
1554,6521,125,H,colorado,76,-400,0.8,12,W,154,23.0,25.0,21.0,,,,,,,,17.0,25.0,,,24.0,,18.0,20.0,,,20.0,23.0,,23.0,,,19.0,,22.0,,,22.0,25.0,25.0,,,24.0,23.0,21.0,,21.0,17.0,24.0,22.0,20.0,,25.0,20.0,24.0,19.0,,23.0,24.0,22.0,22.0,,,,19.0,23.0,,12.0,25.0,,
1555,6528,125,V,arizona,65,-220,0.6875,12,L,225,,20.0,17.0,23.0,,23.0,,25.0,,,16.0,18.0,20.0,,20.0,19.0,17.0,23.0,20.0,,,22.0,,18.0,22.0,21.0,22.0,,20.0,,,21.0,,18.0,20.0,18.0,23.0,25.0,,24.0,,,22.0,,19.0,11.0,22.0,,,18.0,,21.0,20.0,16.0,,23.0,,20.0,,21.0,25.0,,22.0,20.0,
1436,6056,121,V,illinois,79,210,0.3225806451612903,12,W,280,20.0,21.0,18.0,15.0,21.0,20.0,,18.0,19.0,18.0,22.0,21.0,23.0,,,24.0,19.0,18.0,21.0,24.0,18.0,20.0,19.0,24.0,19.0,18.0,23.0,20.0,24.0,21.0,20.0,,19.0,,21.0,20.0,20.0,22.0,22.0,,22.0,25.0,23.0,23.0,24.0,,23.0,,22.0,24.0,23.0,22.0,22.0,20.0,20.0,21.0,19.0,,17.0,18.0,22.0,21.0,21.0,,
1514,6346,125,V,illinois,64,180,0.35714285714285715,12,W,280,20.0,21.0,18.0,15.0,21.0,20.0,,18.0,19.0,18.0,22.0,21.0,23.0,,,24.0,19.0,18.0,21.0,24.0,18.0,20.0,19.0,24.0,19.0,18.0,23.0,20.0,24.0,21.0,20.0,,19.0,,21.0,20.0,20.0,22.0,22.0,,22.0,25.0,23.0,23.0,24.0,,23.0,,22.0,24.0,23.0,22.0,22.0,20.0,20.0,21.0,19.0,,17.0,18.0,22.0,21.0,21.0,,
1479,6159,122,H,iowa,85,-240,0.7058823529411765,12,W,398,21.0,24.0,16.0,13.0,23.0,18.0,20.0,19.0,18.0,20.0,,22.0,17.0,25.0,22.0,18.0,22.0,16.0,17.0,,23.0,19.0,,25.0,18.0,15.0,18.0,19.0,23.0,18.0,19.0,19.0,21.0,15.0,22.0,16.0,17.0,18.0,23.0,17.0,16.0,19.0,20.0,24.0,23.0,16.0,20.0,18.0,18.0,23.0,19.0,17.0,25.0,19.0,14.0,20.0,20.0,24.0,,22.0,18.0,22.0,20.0,22.0,13.0
1445,6076,121,V,texas-tech,54,-145,0.5918367346938775,12,L,399,18.0,16.0,,25.0,20.0,19.0,23.0,17.0,22.0,17.0,19.0,20.0,18.0,24.0,,16.0,13.0,,19.0,18.0,17.0,17.0,,20.0,17.0,20.0,20.0,17.0,17.0,19.0,23.0,20.0,17.0,19.0,19.0,19.0,21.0,21.0,18.0,18.0,,18.0,,19.0,,20.0,21.0,,23.0,22.0,17.0,,17.0,17.0,21.0,13.0,18.0,18.0,16.0,20.0,20.0,19.0,19.0,16.0,20.0
1543,6469,125,H,texas-tech,74,-170,0.6296296296296297,12,L,399,18.0,16.0,,25.0,20.0,19.0,23.0,17.0,22.0,17.0,19.0,20.0,18.0,24.0,,16.0,13.0,,19.0,18.0,17.0,17.0,,20.0,17.0,20.0,20.0,17.0,17.0,19.0,23.0,20.0,17.0,19.0,19.0,19.0,21.0,21.0,18.0,18.0,,18.0,,19.0,,20.0,21.0,,23.0,22.0,17.0,,17.0,17.0,21.0,13.0,18.0,18.0,16.0,20.0,20.0,19.0,19.0,16.0,20.0
1438,6058,121,V,maryland,77,-360,0.782608695652174,12,W,525,16.0,13.0,,18.0,14.0,17.0,25.0,21.0,13.0,19.0,20.0,17.0,19.0,19.0,15.0,23.0,,14.0,15.0,22.0,16.0,21.0,20.0,17.0,20.0,17.0,15.0,18.0,15.0,16.0,15.0,18.0,20.0,16.0,13.0,17.0,18.0,16.0,19.0,16.0,19.0,15.0,16.0,20.0,14.0,13.0,11.0,19.0,17.0,16.0,20.0,18.0,18.0,24.0,19.0,17.0,23.0,19.0,21.0,17.0,17.0,20.0,17.0,23.0,17.0
1567,6628,126,V,maryland,77,115,0.46511627906976744,12,W,525,16.0,13.0,,18.0,14.0,17.0,25.0,21.0,13.0,19.0,20.0,17.0,19.0,19.0,15.0,23.0,,14.0,15.0,22.0,16.0,21.0,20.0,17.0,20.0,17.0,15.0,18.0,15.0,16.0,15.0,18.0,20.0,16.0,13.0,17.0,18.0,16.0,19.0,16.0,19.0,15.0,16.0,20.0,14.0,13.0,11.0,19.0,17.0,16.0,20.0,18.0,18.0,24.0,19.0,17.0,23.0,19.0,21.0,17.0,17.0,20.0,17.0,23.0,17.0
1470,6133,122,H,auburn,80,-750,0.8823529411764706,12,W,637,14.0,17.0,,19.0,18.0,16.0,11.0,14.0,15.0,15.0,21.0,16.0,14.0,15.0,19.0,12.0,,17.0,18.0,9.0,13.0,15.0,13.0,8.0,13.0,19.0,17.0,21.0,11.0,17.0,18.0,9.0,15.0,22.0,17.0,21.0,19.0,13.0,12.0,20.0,15.0,23.0,15.0,12.0,17.0,,14.0,14.0,15.0,20.0,15.0,15.0,16.0,25.0,17.0,16.0,8.0,9.0,22.0,15.0,14.0,13.0,10.0,,16.0
1513,6345,125,H,auburn,80,-400,0.8,12,W,637,14.0,17.0,,19.0,18.0,16.0,11.0,14.0,15.0,15.0,21.0,16.0,14.0,15.0,19.0,12.0,,17.0,18.0,9.0,13.0,15.0,13.0,8.0,13.0,19.0,17.0,21.0,11.0,17.0,18.0,9.0,15.0,22.0,17.0,21.0,19.0,13.0,12.0,20.0,15.0,23.0,15.0,12.0,17.0,,14.0,14.0,15.0,20.0,15.0,15.0,16.0,25.0,17.0,16.0,8.0,9.0,22.0,15.0,14.0,13.0,10.0,,16.0
1442,6065,121,H,kentucky,89,-800,0.8888888888888888,12,W,755,13.0,19.0,15.0,16.0,12.0,12.0,14.0,16.0,14.0,13.0,14.0,15.0,15.0,17.0,17.0,14.0,6.0,22.0,14.0,17.0,10.0,13.0,16.0,15.0,15.0,14.0,13.0,14.0,10.0,15.0,16.0,15.0,18.0,14.0,16.0,11.0,15.0,11.0,11.0,15.0,17.0,20.0,17.0,15.0,15.0,19.0,10.0,13.0,8.0,14.0,18.0,13.0,12.0,14.0,10.0,19.0,15.0,10.0,12.0,14.0,12.0,15.0,14.0,15.0,22.0
1542,6468,125,V,kentucky,76,145,0.40816326530612246,12,W,755,13.0,19.0,15.0,16.0,12.0,12.0,14.0,16.0,14.0,13.0,14.0,15.0,15.0,17.0,17.0,14.0,6.0,22.0,14.0,17.0,10.0,13.0,16.0,15.0,15.0,14.0,13.0,14.0,10.0,15.0,16.0,15.0,18.0,14.0,16.0,11.0,15.0,11.0,11.0,15.0,17.0,20.0,17.0,15.0,15.0,19.0,10.0,13.0,8.0,14.0,18.0,13.0,12.0,14.0,10.0,19.0,15.0,10.0,12.0,14.0,12.0,15.0,14.0,15.0,22.0
1427,6009,120,H,west-virginia,97,-450,0.8181818181818182,12,W,758,19.0,12.0,14.0,10.0,15.0,11.0,15.0,12.0,17.0,16.0,15.0,14.0,16.0,13.0,14.0,15.0,12.0,12.0,12.0,16.0,15.0,14.0,17.0,16.0,16.0,13.0,16.0,15.0,21.0,12.0,13.0,16.0,14.0,17.0,15.0,14.0,14.0,9.0,13.0,14.0,7.0,12.0,13.0,16.0,16.0,9.0,15.0,12.0,16.0,12.0,14.0,16.0,15.0,12.0,16.0,14.0,16.0,14.0,20.0,16.0,15.0,17.0,16.0,14.0,15.0
1517,6349,125,H,west-virginia,74,-1000,0.9090909090909091,12,W,758,19.0,12.0,14.0,10.0,15.0,11.0,15.0,12.0,17.0,16.0,15.0,14.0,16.0,13.0,14.0,15.0,12.0,12.0,12.0,16.0,15.0,14.0,17.0,16.0,16.0,13.0,16.0,15.0,21.0,12.0,13.0,16.0,14.0,17.0,15.0,14.0,14.0,9.0,13.0,14.0,7.0,12.0,13.0,16.0,16.0,9.0,15.0,12.0,16.0,12.0,14.0,16.0,15.0,12.0,16.0,14.0,16.0,14.0,20.0,16.0,15.0,17.0,16.0,14.0,15.0
1433,6052,121,V,butler,61,135,0.425531914893617,12,L,867,12.0,11.0,11.0,11.0,16.0,14.0,18.0,13.0,10.0,9.0,13.0,13.0,12.0,12.0,5.0,11.0,11.0,8.0,13.0,15.0,,16.0,14.0,10.0,11.0,16.0,14.0,12.0,14.0,14.0,12.0,8.0,13.0,12.0,11.0,13.0,12.0,10.0,16.0,11.0,14.0,11.0,11.0,13.0,10.0,12.0,16.0,16.0,11.0,15.0,12.0,12.0,14.0,18.0,15.0,11.0,9.0,15.0,11.0,13.0,13.0,14.0,11.0,12.0,11.0
1507,6335,124,H,butler,89,-300,0.75,12,W,867,12.0,11.0,11.0,11.0,16.0,14.0,18.0,13.0,10.0,9.0,13.0,13.0,12.0,12.0,5.0,11.0,11.0,8.0,13.0,15.0,,16.0,14.0,10.0,11.0,16.0,14.0,12.0,14.0,14.0,12.0,8.0,13.0,12.0,11.0,13.0,12.0,10.0,16.0,11.0,14.0,11.0,11.0,13.0,10.0,12.0,16.0,16.0,11.0,15.0,12.0,12.0,14.0,18.0,15.0,11.0,9.0,15.0,11.0,13.0,13.0,14.0,11.0,12.0,11.0
1498,6287,123,H,oregon,79,-550,0.8461538461538461,12,W,886,9.0,14.0,13.0,14.0,7.0,15.0,12.0,15.0,16.0,11.0,11.0,12.0,13.0,11.0,9.0,13.0,14.0,15.0,16.0,14.0,,12.0,15.0,12.0,14.0,12.0,9.0,13.0,6.0,13.0,14.0,10.0,12.0,13.0,10.0,10.0,10.0,8.0,9.0,10.0,13.0,13.0,14.0,14.0,12.0,18.0,8.0,10.0,13.0,11.0,13.0,11.0,11.0,9.0,13.0,15.0,14.0,12.0,10.0,11.0,16.0,16.0,8.0,13.0,14.0
1575,6657,126,H,oregon,96,-900,0.9,12,W,886,9.0,14.0,13.0,14.0,7.0,15.0,12.0,15.0,16.0,11.0,11.0,12.0,13.0,11.0,9.0,13.0,14.0,15.0,16.0,14.0,,12.0,15.0,12.0,14.0,12.0,9.0,13.0,6.0,13.0,14.0,10.0,12.0,13.0,10.0,10.0,10.0,8.0,9.0,10.0,13.0,13.0,14.0,14.0,12.0,18.0,8.0,10.0,13.0,11.0,13.0,11.0,11.0,9.0,13.0,15.0,14.0,12.0,10.0,11.0,16.0,16.0,8.0,13.0,14.0
1491,6252,123,V,michigan-state,63,-180,0.6428571428571429,12,L,1004,11.0,9.0,8.0,,13.0,9.0,8.0,10.0,12.0,14.0,10.0,8.0,10.0,10.0,8.0,10.0,16.0,10.0,8.0,11.0,11.0,10.0,8.0,9.0,9.0,10.0,12.0,10.0,9.0,10.0,8.0,14.0,9.0,7.0,8.0,15.0,7.0,15.0,15.0,13.0,8.0,7.0,9.0,11.0,11.0,5.0,12.0,11.0,9.0,8.0,9.0,14.0,7.0,15.0,11.0,10.0,12.0,17.0,14.0,7.0,9.0,9.0,13.0,10.0,8.0
1568,6642,126,V,michigan-state,70,-155,0.6078431372549019,12,W,1004,11.0,9.0,8.0,,13.0,9.0,8.0,10.0,12.0,14.0,10.0,8.0,10.0,10.0,8.0,10.0,16.0,10.0,8.0,11.0,11.0,10.0,8.0,9.0,9.0,10.0,12.0,10.0,9.0,10.0,8.0,14.0,9.0,7.0,8.0,15.0,7.0,15.0,15.0,13.0,8.0,7.0,9.0,11.0,11.0,5.0,12.0,11.0,9.0,8.0,9.0,14.0,7.0,15.0,11.0,10.0,12.0,17.0,14.0,7.0,9.0,9.0,13.0,10.0,8.0
1475,6153,122,H,seton-hall,73,-450,0.8181818181818182,12,W,1034,10.0,8.0,9.0,5.0,8.0,10.0,17.0,8.0,9.0,7.0,9.0,9.0,7.0,9.0,11.0,6.0,5.0,11.0,6.0,12.0,12.0,11.0,9.0,11.0,8.0,9.0,10.0,9.0,13.0,9.0,11.0,13.0,10.0,11.0,12.0,7.0,11.0,12.0,14.0,8.0,9.0,10.0,10.0,10.0,13.0,10.0,17.0,15.0,14.0,9.0,10.0,8.0,9.0,11.0,9.0,8.0,13.0,13.0,9.0,9.0,8.0,10.0,15.0,11.0,10.0
1434,6053,121,H,villanova,76,-155,0.6078431372549019,12,W,1055,15.0,10.0,7.0,9.0,10.0,13.0,7.0,11.0,8.0,10.0,8.0,10.0,9.0,7.0,13.0,17.0,10.0,13.0,10.0,8.0,8.0,8.0,11.0,13.0,12.0,7.0,11.0,7.0,16.0,8.0,10.0,11.0,8.0,10.0,7.0,9.0,9.0,17.0,8.0,12.0,12.0,9.0,7.0,9.0,8.0,25.0,7.0,4.0,12.0,10.0,7.0,7.0,6.0,7.0,6.0,9.0,11.0,7.0,8.0,10.0,10.0,8.0,12.0,8.0,9.0
1518,6352,125,V,villanova,64,-145,0.5918367346938775,12,W,1055,15.0,10.0,7.0,9.0,10.0,13.0,7.0,11.0,8.0,10.0,8.0,10.0,9.0,7.0,13.0,17.0,10.0,13.0,10.0,8.0,8.0,8.0,11.0,13.0,12.0,7.0,11.0,7.0,16.0,8.0,10.0,11.0,8.0,10.0,7.0,9.0,9.0,17.0,8.0,12.0,12.0,9.0,7.0,9.0,8.0,25.0,7.0,4.0,12.0,10.0,7.0,7.0,6.0,7.0,6.0,9.0,11.0,7.0,8.0,10.0,10.0,8.0,12.0,8.0,9.0
1448,6085,121,H,duke,89,-5000,0.9803921568627451,12,W,1065,8.0,15.0,12.0,12.0,11.0,6.0,9.0,9.0,11.0,12.0,12.0,11.0,11.0,14.0,7.0,7.0,15.0,6.0,9.0,7.0,9.0,9.0,10.0,7.0,10.0,11.0,8.0,11.0,8.0,11.0,9.0,7.0,11.0,9.0,14.0,8.0,13.0,6.0,7.0,9.0,11.0,16.0,12.0,8.0,7.0,2.0,6.0,8.0,7.0,13.0,11.0,9.0,13.0,10.0,12.0,12.0,7.0,8.0,6.0,12.0,7.0,11.0,7.0,7.0,12.0
1463,6109,122,H,dayton,86,-3000,0.967741935483871,12,W,1139,7.0,7.0,10.0,7.0,9.0,8.0,10.0,7.0,6.0,8.0,7.0,7.0,8.0,8.0,10.0,9.0,8.0,7.0,11.0,10.0,5.0,7.0,7.0,14.0,7.0,8.0,7.0,8.0,12.0,7.0,6.0,12.0,7.0,8.0,9.0,12.0,8.0,14.0,10.0,5.0,6.0,8.0,8.0,7.0,9.0,6.0,13.0,9.0,10.0,7.0,8.0,10.0,10.0,8.0,7.0,7.0,10.0,11.0,13.0,8.0,11.0,7.0,9.0,5.0,7.0
1539,6458,125,V,dayton,87,-280,0.7368421052631579,12,W,1139,7.0,7.0,10.0,7.0,9.0,8.0,10.0,7.0,6.0,8.0,7.0,7.0,8.0,8.0,10.0,9.0,8.0,7.0,11.0,10.0,5.0,7.0,7.0,14.0,7.0,8.0,7.0,8.0,12.0,7.0,6.0,12.0,7.0,8.0,9.0,12.0,8.0,14.0,10.0,5.0,6.0,8.0,8.0,7.0,9.0,6.0,13.0,9.0,10.0,7.0,8.0,10.0,10.0,8.0,7.0,7.0,10.0,11.0,13.0,8.0,11.0,7.0,9.0,5.0,7.0
1458,6103,122,H,louisville,68,-950,0.9047619047619048,12,W,1303,6.0,6.0,6.0,8.0,6.0,5.0,5.0,5.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,9.0,9.0,7.0,6.0,7.0,6.0,6.0,4.0,6.0,4.0,6.0,4.0,5.0,6.0,5.0,5.0,6.0,5.0,6.0,6.0,6.0,5.0,6.0,7.0,10.0,3.0,6.0,6.0,6.0,7.0,5.0,7.0,6.0,5.0,6.0,6.0,8.0,4.0,8.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,5.0,4.0,5.0
1527,6379,125,H,louisville,80,-600,0.8571428571428571,12,W,1303,6.0,6.0,6.0,8.0,6.0,5.0,5.0,5.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,9.0,9.0,7.0,6.0,7.0,6.0,6.0,4.0,6.0,4.0,6.0,4.0,5.0,6.0,5.0,5.0,6.0,5.0,6.0,6.0,6.0,5.0,6.0,7.0,10.0,3.0,6.0,6.0,6.0,7.0,5.0,7.0,6.0,5.0,6.0,6.0,8.0,4.0,8.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,5.0,4.0,5.0
1552,6513,125,H,florida-state,85,-500,0.8333333333333334,12,W,1335,5.0,5.0,5.0,6.0,5.0,3.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,12.0,4.0,7.0,5.0,5.0,5.0,6.0,5.0,4.0,6.0,5.0,6.0,5.0,5.0,4.0,5.0,7.0,6.0,5.0,6.0,5.0,4.0,5.0,4.0,5.0,6.0,5.0,6.0,5.0,5.0,5.0,15.0,9.0,6.0,5.0,6.0,5.0,5.0,5.0,6.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,6.0,6.0,6.0
1455,6099,121,H,san-diego-state,72,-6000,0.9836065573770492,12,W,1422,3.0,4.0,3.0,3.0,4.0,7.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,8.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,5.0,4.0,5.0,4.0,6.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,7.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,8.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,5.0,5.0,3.0,5.0,4.0,3.0,4.0,5.0,4.0,3.0,9.0,4.0
1572,6652,126,V,san-diego-state,71,-400,0.8,12,W,1422,3.0,4.0,3.0,3.0,4.0,7.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,8.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,5.0,4.0,5.0,4.0,6.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,7.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,8.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,5.0,5.0,3.0,5.0,4.0,3.0,4.0,5.0,4.0,3.0,9.0,4.0
1435,6055,121,H,kansas,81,-3000,0.967741935483871,12,W,1470,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,7.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0
1531,6401,125,H,kansas,74,-1100,0.9166666666666666,12,W,1470,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,7.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0
1557,6531,125,H,gonzaga,92,-8000,0.9876543209876543,12,W,1588,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
1429,6013,120,H,baylor,61,-650,0.8666666666666667,12,W,1591,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
1547,6492,125,V,baylor,72,125,0.4444444444444444,12,W,1591,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
1579,6666,127,V,wisconsin,62,240,0.29411764705882354,13,L,1,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586,6701,128,H,akron,74,-360,0.782608695652174,13,L,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,
1651,6966,131,V,harvard,72,-125,0.5555555555555556,13,L,1,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1652,6968,131,V,akron,67,-105,0.5121951219512195,13,L,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,
1665,7011,201,H,wisconsin,64,190,0.3448275862068966,13,W,1,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1704,7140,201,V,harvard,69,-125,0.5555555555555556,13,L,1,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1622,6795,129,H,arkansas,77,-330,0.7674418604651163,13,L,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1700,7131,201,H,tulsa,54,125,0.4444444444444444,13,W,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,
1702,7136,201,V,arkansas,82,155,0.39215686274509803,13,W,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1585,6699,128,H,florida,71,-260,0.7222222222222222,13,L,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,
1713,7184,201,V,florida,61,-800,0.8888888888888888,13,W,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,
1591,6710,128,V,rhode-island,78,-185,0.6491228070175439,13,W,6,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,
1595,6718,128,V,purdue,63,135,0.425531914893617,13,L,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,
1655,6989,131,H,rhode-island,87,-115,0.5348837209302325,13,W,6,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,
1714,7188,201,V,purdue,61,-240,0.7058823529411765,13,W,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,
1643,6915,130,H,usc,56,-425,0.8095238095238095,13,W,9,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,25.0,,,,,23.0,
1720,7215,201,H,usc,57,-130,0.5652173913043478,13,L,9,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,25.0,,,,,23.0,
1615,6769,129,H,northern-iowa,95,-600,0.8571428571428571,13,W,13,,,,,23.0,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,25.0,,,,
1671,7032,201,V,northern-iowa,80,-900,0.9,13,W,13,,,,,23.0,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,25.0,,,,
1663,7007,201,H,ohio-state,68,-350,0.7777777777777778,13,W,16,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,
1618,6787,129,H,texas-tech,89,-145,0.5918367346938775,13,W,33,,,,,,,,,,21.0,21.0,,,,,,18.0,,,,,,,,25.0,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,24.0,,,
1683,7088,201,V,texas-tech,75,350,0.2222222222222222,13,L,33,,,,,,,,,,21.0,21.0,,,,,,18.0,,,,,,,,25.0,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,24.0,,,
1641,6904,130,V,arizona,75,-130,0.5652173913043478,13,W,55,,,24.0,,,,,,,,24.0,,,,24.0,25.0,22.0,,,,,23.0,,25.0,24.0,,,,23.0,,,,,20.0,,21.0,,,,,,,,,,11.0,,,,,,,23.0,,,,24.0,,,22.0,,,,,
1710,7174,201,V,arizona,66,-450,0.8181818181818182,13,W,55,,,24.0,,,,,,,,24.0,,,,24.0,25.0,22.0,,,,,23.0,,25.0,24.0,,,,23.0,,,,,20.0,,21.0,,,,,,,,,,11.0,,,,,,,23.0,,,,24.0,,,22.0,,,,,
1659,6998,201,V,creighton,76,230,0.30303030303030304,13,W,59,,24.0,,,20.0,,,25.0,,25.0,,24.0,,25.0,,21.0,,,22.0,,,,,,22.0,,,,,,,21.0,24.0,23.0,,,,,25.0,,23.0,,25.0,,22.0,,,,23.0,,,,24.0,,24.0,24.0,,,23.0,25.0,,,25.0,,
