,index,Date,VH,Team,Final,ML,Probability,Week,Result,Aggregate,elton-alexander,kayla-anderson,john-bednarowski,mark-berman,john-bohnenkamp,dave-borges,rick-bozich,tom-bragg,lauren-brownlow,jeff-call,jerry-carino,david-cloninger,mark-cooper,graham-couch,james-crepea,richard-croome,seth-davis,luke-decock,donna-ditota,john-feinstein,marcus-fuller,scott-gleeson,geoff-grammer,steve-hewitt,drew-hill,brian-holland,bob-holt,cecil-hurt,terry-hutchens,joe-juliano,paul-klee,joey-knight,theo-lawson,scott-mansch,dave-matter,matt-mccoy,brian-mcinnis,kevin-mcnamara,craig-meyer,sheldon-mickles,chris-murray,jesse-newell,thuc-nhi-nguyen,jon-nyatawa,zach-osterman,bruce-pascoe,dave-preston,bj-rains,scott-richey,jon-rothstein,shannon-ryan,carlos-silva,damien-sordelett,ben-steele,edgar-thompson,terry-toohey,dick-vitale,josh-vitale,ken-weinman,john-werner,tj-werre,brant-wilkerson,jon-wilner,scott-wolf,norm-wood
103,417,1110,H,villanova,86,-9000,0.989010989010989,1,W,1085,1.0,12.0,9.0,11.0,14.0,13.0,11.0,9.0,8.0,4.0,10.0,14.0,7.0,8.0,4.0,11.0,8.0,9.0,10.0,9.0,10.0,12.0,11.0,13.0,7.0,10.0,16.0,6.0,8.0,9.0,11.0,9.0,10.0,6.0,7.0,15.0,5.0,15.0,8.0,8.0,8.0,9.0,8.0,10.0,9.0,9.0,8.0,9.0,9.0,12.0,9.0,4.0,8.0,12.0,8.0,9.0,10.0,10.0,12.0,9.0,9.0,13.0,9.0,7.0,7.0
22,60,1106,V,north-carolina,78,-535,0.84251968503937,1,W,1221,10.0,5.0,8.0,6.0,8.0,8.0,7.0,8.0,6.0,8.0,7.0,8.0,8.0,6.0,7.0,8.0,5.0,4.0,8.0,8.0,7.0,6.0,8.0,6.0,8.0,9.0,8.0,11.0,10.0,7.0,9.0,7.0,5.0,5.0,10.0,6.0,8.0,5.0,7.0,6.0,9.0,4.0,7.0,9.0,6.0,4.0,7.0,8.0,8.0,11.0,5.0,9.0,5.0,7.0,9.0,8.0,8.0,7.0,4.0,6.0,7.0,8.0,6.0,8.0,8.0
65,246,1109,V,north-carolina,116,-2500,0.9615384615384616,1,W,1221,10.0,5.0,8.0,6.0,8.0,8.0,7.0,8.0,6.0,8.0,7.0,8.0,8.0,6.0,7.0,8.0,5.0,4.0,8.0,8.0,7.0,6.0,8.0,6.0,8.0,9.0,8.0,11.0,10.0,7.0,9.0,7.0,5.0,5.0,10.0,6.0,8.0,5.0,7.0,6.0,9.0,4.0,7.0,9.0,6.0,4.0,7.0,8.0,8.0,11.0,5.0,9.0,5.0,7.0,9.0,8.0,8.0,7.0,4.0,6.0,7.0,8.0,6.0,8.0,8.0
13,41,1106,H,nevada,86,-900,0.9,1,W,1230,5.0,9.0,6.0,2.0,7.0,6.0,8.0,7.0,9.0,6.0,6.0,4.0,5.0,4.0,11.0,7.0,7.0,6.0,5.0,10.0,9.0,7.0,6.0,7.0,9.0,5.0,7.0,7.0,7.0,11.0,7.0,6.0,7.0,20.0,9.0,9.0,6.0,7.0,5.0,9.0,5.0,8.0,9.0,8.0,7.0,7.0,14.0,5.0,7.0,5.0,6.0,8.0,6.0,4.0,4.0,6.0,7.0,5.0,7.0,7.0,6.0,5.0,14.0,5.0,5.0
75,275,1109,H,nevada,83,-3500,0.9722222222222222,1,W,1230,5.0,9.0,6.0,2.0,7.0,6.0,8.0,7.0,9.0,6.0,6.0,4.0,5.0,4.0,11.0,7.0,7.0,6.0,5.0,10.0,9.0,7.0,6.0,7.0,9.0,5.0,7.0,7.0,7.0,11.0,7.0,6.0,7.0,20.0,9.0,9.0,6.0,7.0,5.0,9.0,5.0,8.0,9.0,8.0,7.0,7.0,14.0,5.0,7.0,5.0,6.0,8.0,6.0,4.0,4.0,6.0,7.0,5.0,7.0,7.0,6.0,5.0,14.0,5.0,5.0
70,259,1109,H,tennessee,87,-1750,0.9459459459459459,1,W,1268,9.0,6.0,7.0,9.0,6.0,12.0,5.0,5.0,7.0,9.0,3.0,5.0,9.0,11.0,9.0,5.0,3.0,10.0,6.0,1.0,6.0,9.0,7.0,8.0,6.0,6.0,4.0,4.0,6.0,5.0,6.0,8.0,8.0,8.0,3.0,8.0,10.0,6.0,9.0,5.0,4.0,10.0,4.0,6.0,5.0,5.0,6.0,6.0,5.0,3.0,7.0,7.0,9.0,5.0,6.0,5.0,3.0,8.0,8.0,5.0,5.0,7.0,7.0,11.0,6.0
0,1,1106,H,virginia,73,-16500,0.9939759036144579,1,W,1286,8.0,7.0,10.0,5.0,4.0,2.0,6.0,4.0,1.0,7.0,4.0,7.0,6.0,7.0,6.0,6.0,11.0,7.0,7.0,6.0,5.0,3.0,5.0,5.0,5.0,8.0,6.0,9.0,5.0,6.0,5.0,5.0,6.0,9.0,2.0,4.0,7.0,16.0,6.0,7.0,7.0,3.0,6.0,5.0,8.0,8.0,1.0,7.0,6.0,7.0,8.0,6.0,3.0,8.0,7.0,7.0,9.0,6.0,6.0,10.0,8.0,6.0,4.0,4.0,9.0
116,477,1111,H,virginia,76,-12300,0.9919354838709677,1,W,1286,8.0,7.0,10.0,5.0,4.0,2.0,6.0,4.0,1.0,7.0,4.0,7.0,6.0,7.0,6.0,6.0,11.0,7.0,7.0,6.0,5.0,3.0,5.0,5.0,5.0,8.0,6.0,9.0,5.0,6.0,5.0,5.0,6.0,9.0,2.0,4.0,7.0,16.0,6.0,7.0,7.0,3.0,6.0,5.0,8.0,8.0,1.0,7.0,6.0,7.0,8.0,6.0,3.0,8.0,7.0,7.0,9.0,6.0,6.0,10.0,8.0,6.0,4.0,4.0,9.0
16,44,1106,N,duke,118,120,0.45454545454545453,1,W,1452,4.0,4.0,2.0,7.0,3.0,5.0,3.0,3.0,4.0,5.0,5.0,6.0,4.0,2.0,2.0,2.0,6.0,5.0,3.0,5.0,3.0,2.0,4.0,3.0,3.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,3.0,2.0,5.0,1.0,3.0,4.0,3.0,3.0,3.0,2.0,5.0,4.0,4.0,6.0,4.0,3.0,4.0,8.0,3.0,5.0,7.0,6.0,2.0,3.0,4.0,4.0,2.0,3.0,4.0,2.0,1.0,6.0,3.0
126,503,1111,H,duke,94,-172500,0.9994206257242179,1,W,1452,4.0,4.0,2.0,7.0,3.0,5.0,3.0,3.0,4.0,5.0,5.0,6.0,4.0,2.0,2.0,2.0,6.0,5.0,3.0,5.0,3.0,2.0,4.0,3.0,3.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,3.0,2.0,5.0,1.0,3.0,4.0,3.0,3.0,3.0,2.0,5.0,4.0,4.0,6.0,4.0,3.0,4.0,8.0,3.0,5.0,7.0,6.0,2.0,3.0,4.0,4.0,2.0,3.0,4.0,2.0,1.0,6.0,3.0
30,91,1106,H,gonzaga,120,-33000,0.9969788519637462,1,W,1461,2.0,3.0,4.0,3.0,5.0,4.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,5.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,5.0,3.0,4.0,4.0,2.0,3.0,2.0,3.0,3.0,1.0,3.0,4.0,3.0,6.0,7.0,4.0,2.0,4.0,4.0,6.0,5.0,3.0,2.0,3.0,3.0,5.0,4.0,3.0,2.0,4.0,3.0,4.0,3.0,5.0,4.0,5.0,3.0,5.0,4.0,3.0,4.0,2.0,3.0,4.0
112,471,1110,H,gonzaga,104,-30000,0.9966777408637874,1,W,1461,2.0,3.0,4.0,3.0,5.0,4.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,5.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,5.0,3.0,4.0,4.0,2.0,3.0,2.0,3.0,3.0,1.0,3.0,4.0,3.0,6.0,7.0,4.0,2.0,4.0,4.0,6.0,5.0,3.0,2.0,3.0,3.0,5.0,4.0,3.0,2.0,4.0,3.0,4.0,3.0,5.0,4.0,5.0,3.0,5.0,4.0,3.0,4.0,2.0,3.0,4.0
17,45,1106,N,kentucky,84,-140,0.5833333333333334,1,L,1529,3.0,2.0,3.0,4.0,1.0,3.0,4.0,6.0,5.0,3.0,8.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,5.0,5.0,2.0,2.0,3.0,1.0,1.0,4.0,4.0,2.0,2.0,3.0,2.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,1.0
66,249,1109,H,kentucky,71,-3000,0.967741935483871,1,W,1529,3.0,2.0,3.0,4.0,1.0,3.0,4.0,6.0,5.0,3.0,8.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,5.0,5.0,2.0,2.0,3.0,1.0,1.0,4.0,4.0,2.0,2.0,3.0,2.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,1.0
15,43,1106,N,kansas,92,-220,0.6875,1,W,1581,7.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,3.0,3.0,1.0,2.0
151,633,1113,H,pennsylvania,91,-900,0.9,2,W,1,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,655,1113,H,furman,88,-1100,0.9166666666666666,2,W,1,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,767,1115,N,davidson,57,-210,0.6774193548387096,2,W,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,
205,841,1116,N,davidson,56,285,0.2597402597402597,2,L,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,
209,855,1116,N,pennsylvania,78,-123,0.5515695067264574,2,W,1,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,1012,1117,V,furman,76,885,0.10152284263959391,2,W,1,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,1095,1118,N,davidson,71,-145,0.5918367346938775,2,W,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,
254,1124,1118,N,pennsylvania,48,500,0.16666666666666666,2,L,1,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,595,1113,H,xavier,68,-130,0.5652173913043478,2,L,2,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,699,1114,H,arizona,79,-3750,0.974025974025974,2,W,2,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,715,1114,H,marshall,98,-4500,0.9782608695652174,2,W,2,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,533,1112,H,butler,84,-15000,0.9933774834437086,2,W,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,24.0,,,,
138,551,1112,H,arizona-state,90,-1600,0.9411764705882353,2,W,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,
198,815,1116,H,butler,83,-450,0.8181818181818182,2,W,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,24.0,,,,
223,945,1116,H,vanderbilt,79,-20000,0.9950248756218906,2,W,4,,24.0,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,
157,665,1113,H,texas-tech,59,-10000,0.9900990099009901,2,W,5,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,543,1112,H,texas,65,-3500,0.9722222222222222,2,W,6,,,,,,,24.0,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,24.0,,
217,903,1116,H,texas,97,-8500,0.9883720930232558,2,W,6,,,,,,,24.0,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,24.0,,
154,649,1113,H,louisville,104,-12500,0.9920634920634921,2,W,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,
221,927,1116,H,louisville,86,-380,0.7916666666666666,2,W,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,
142,585,1112,H,iowa-state,85,-4000,0.975609756097561,2,W,9,,,,,,,,,25.0,,,,23.0,,,,,,,,,,,,,25.0,,24.0,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,
166,689,1114,H,florida,82,-2150,0.9555555555555556,2,W,9,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,
185,762,1115,N,alabama,52,-185,0.6491228070175439,2,L,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,16.0,
203,837,1116,N,alabama,79,-170,0.6296296296296297,2,W,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,16.0,
245,1092,1118,N,alabama,90,-200,0.6666666666666666,2,W,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,16.0,
180,744,1115,V,ohio-state,69,-160,0.6153846153846154,2,W,14,,,,,,,,,,,,,24.0,,,,24.0,,,,,21.0,,,,,,,,,,,,,,,23.0,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,
260,1149,1118,H,ohio-state,89,-45000,0.9977827050997783,2,W,14,,,,,,,,,,,,,24.0,,,,24.0,,,,,21.0,,,,,,,,,,,,,,,23.0,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,
175,721,1114,H,notre-dame,60,-900,0.9,2,L,24,,,22.0,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,20.0,23.0,
226,963,1117,H,notre-dame,73,-1000,0.9090909090909091,2,W,24,,,22.0,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,20.0,23.0,
141,575,1112,H,maryland,82,-23000,0.9956709956709957,2,W,28,,,,,,,,,,22.0,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,21.0,,,21.0,,,,,25.0,23.0,,,22.0,,
196,805,1116,H,maryland,80,-1100,0.9166666666666666,2,W,28,,,,,,,,,,22.0,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,21.0,,,21.0,,,,,25.0,23.0,,,22.0,,
261,1163,1118,H,maryland,92,-9500,0.9895833333333334,2,W,28,,,,,,,,,,22.0,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,21.0,,,21.0,,,,,25.0,23.0,,,22.0,,
145,594,1113,V,wisconsin,77,110,0.47619047619047616,2,W,32,,,,,,22.0,23.0,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,20.0,,,19.0,22.0,,,,,,,,,,,,,,,,,,,
242,1065,1117,H,wisconsin,96,-16500,0.9939759036144579,2,W,32,,,,,,22.0,23.0,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,20.0,,,19.0,22.0,,,,,,,,,,,,,,,,,,,
168,691,1114,H,nebraska,80,-380,0.7916666666666666,2,W,41,,,,,24.0,,,22.0,,,21.0,,,18.0,,25.0,,,,,,,,,25.0,23.0,,,,,,,,22.0,,,24.0,,,,,,,,,,,,,23.0,,,23.0,,24.0,,,,24.0,,,,,25.0,
188,775,1115,N,west-virginia,71,-4000,0.975609756097561,2,W,145,20.0,22.0,21.0,,,,,21.0,24.0,,,16.0,,16.0,25.0,24.0,25.0,15.0,,,,,25.0,24.0,,16.0,,17.0,25.0,25.0,,21.0,25.0,,,,,,23.0,,,15.0,24.0,22.0,,24.0,21.0,22.0,,25.0,,,22.0,,22.0,21.0,,25.0,,,22.0,22.0,,,22.0
206,849,1116,N,west-virginia,57,-370,0.7872340425531915,2,L,145,20.0,22.0,21.0,,,,,21.0,24.0,,,16.0,,16.0,25.0,24.0,25.0,15.0,,,,,25.0,24.0,,16.0,,17.0,25.0,25.0,,21.0,25.0,,,,,,23.0,,,15.0,24.0,22.0,,24.0,21.0,22.0,,25.0,,,22.0,,22.0,21.0,,25.0,,,22.0,22.0,,,22.0
244,1079,1118,N,west-virginia,97,-260,0.7222222222222222,2,W,145,20.0,22.0,21.0,,,,,21.0,24.0,,,16.0,,16.0,25.0,24.0,25.0,15.0,,,,,25.0,24.0,,16.0,,17.0,25.0,25.0,,21.0,25.0,,,,,,23.0,,,15.0,24.0,22.0,,24.0,21.0,22.0,,25.0,,,22.0,,22.0,21.0,,25.0,,,22.0,22.0,,,22.0
137,546,1112,V,buffalo,62,-190,0.6551724137931034,2,W,154,19.0,,,12.0,25.0,23.0,19.0,25.0,,,23.0,,22.0,7.0,18.0,,23.0,23.0,24.0,19.0,,,24.0,,,,,16.0,,,23.0,25.0,,,25.0,,21.0,,22.0,,,,23.0,18.0,25.0,23.0,,,24.0,24.0,,23.0,21.0,,,,,,,,21.0,20.0,19.0,,25.0
169,696,1114,V,marquette,73,195,0.3389830508474576,2,L,155,,,,24.0,,,22.0,18.0,,,22.0,23.0,,,,,21.0,22.0,21.0,20.0,,,,22.0,,22.0,25.0,,,22.0,20.0,23.0,17.0,,23.0,23.0,17.0,21.0,25.0,,25.0,22.0,,17.0,23.0,,,,21.0,,20.0,22.0,,23.0,,22.0,20.0,20.0,,,,24.0,,17.0,
237,1025,1117,H,marquette,74,-8500,0.9883720930232558,2,W,155,,,,24.0,,,22.0,18.0,,,22.0,23.0,,,,,21.0,22.0,21.0,20.0,,,,22.0,,22.0,25.0,,,22.0,20.0,23.0,17.0,,23.0,23.0,17.0,21.0,25.0,,25.0,22.0,,17.0,23.0,,,,21.0,,20.0,22.0,,23.0,,22.0,20.0,20.0,,,,24.0,,17.0,
186,764,1115,N,purdue,92,-1400,0.9333333333333333,2,W,218,25.0,20.0,23.0,,23.0,17.0,,23.0,20.0,25.0,25.0,,20.0,23.0,19.0,23.0,,,,23.0,24.0,,23.0,,18.0,17.0,22.0,22.0,21.0,24.0,22.0,,15.0,25.0,24.0,15.0,15.0,17.0,,23.0,24.0,24.0,25.0,,,,12.0,,,,15.0,25.0,14.0,25.0,20.0,25.0,25.0,18.0,,24.0,,18.0,,22.0,
204,840,1116,N,purdue,79,-370,0.7872340425531915,2,W,218,25.0,20.0,23.0,,23.0,17.0,,23.0,20.0,25.0,25.0,,20.0,23.0,19.0,23.0,,,,23.0,24.0,,23.0,,18.0,17.0,22.0,22.0,21.0,24.0,22.0,,15.0,25.0,24.0,15.0,15.0,17.0,,23.0,24.0,24.0,25.0,,,,12.0,,,,15.0,25.0,14.0,25.0,20.0,25.0,25.0,18.0,,24.0,,18.0,,22.0,
248,1097,1118,N,purdue,83,-120,0.5454545454545454,2,L,218,25.0,20.0,23.0,,23.0,17.0,,23.0,20.0,25.0,25.0,,20.0,23.0,19.0,23.0,,,,23.0,24.0,,23.0,,18.0,17.0,22.0,22.0,21.0,24.0,22.0,,15.0,25.0,24.0,15.0,15.0,17.0,,23.0,24.0,24.0,25.0,,,,12.0,,,,15.0,25.0,14.0,25.0,20.0,25.0,25.0,18.0,,24.0,,18.0,,22.0,
147,601,1113,H,lsu,85,-800,0.8888888888888888,2,W,248,24.0,23.0,25.0,23.0,19.0,21.0,,,21.0,17.0,,21.0,,,,18.0,18.0,,18.0,,20.0,16.0,22.0,23.0,23.0,24.0,21.0,25.0,23.0,21.0,17.0,20.0,18.0,24.0,20.0,21.0,,14.0,24.0,21.0,17.0,,21.0,,24.0,,24.0,19.0,19.0,19.0,23.0,24.0,,16.0,23.0,24.0,24.0,,16.0,19.0,20.0,,25.0,,24.0
200,819,1116,H,lsu,74,-1000,0.9090909090909091,2,W,248,24.0,23.0,25.0,23.0,19.0,21.0,,,21.0,17.0,,21.0,,,,18.0,18.0,,18.0,,20.0,16.0,22.0,23.0,23.0,24.0,21.0,25.0,23.0,21.0,17.0,20.0,18.0,24.0,20.0,21.0,,14.0,24.0,21.0,17.0,,21.0,,24.0,,24.0,19.0,19.0,19.0,23.0,24.0,,16.0,23.0,24.0,24.0,,16.0,19.0,20.0,,25.0,,24.0
182,755,1115,H,tcu,77,-600,0.8571428571428571,2,W,323,21.0,19.0,20.0,20.0,22.0,,21.0,17.0,14.0,20.0,20.0,22.0,,,22.0,22.0,13.0,,20.0,22.0,22.0,20.0,20.0,20.0,21.0,,24.0,20.0,22.0,20.0,,22.0,13.0,17.0,21.0,25.0,18.0,23.0,16.0,20.0,18.0,,22.0,,,17.0,22.0,18.0,,17.0,24.0,17.0,19.0,19.0,19.0,23.0,,24.0,20.0,17.0,16.0,,,18.0,20.0
225,959,1116,H,ucla,95,-1700,0.9444444444444444,2,W,340,22.0,,17.0,21.0,20.0,,20.0,,23.0,18.0,24.0,24.0,,22.0,17.0,21.0,15.0,,,,21.0,25.0,15.0,19.0,22.0,,17.0,,19.0,17.0,18.0,17.0,20.0,23.0,,16.0,,18.0,,19.0,23.0,,18.0,,18.0,19.0,18.0,16.0,20.0,,16.0,16.0,,17.0,21.0,15.0,17.0,22.0,17.0,18.0,17.0,25.0,11.0,24.0,16.0
176,723,1114,H,clemson,74,-8500,0.9883720930232558,2,W,350,23.0,21.0,24.0,17.0,17.0,24.0,25.0,20.0,15.0,24.0,18.0,15.0,21.0,,12.0,20.0,22.0,17.0,23.0,21.0,19.0,24.0,21.0,21.0,16.0,,18.0,23.0,20.0,23.0,24.0,24.0,23.0,16.0,15.0,18.0,25.0,20.0,19.0,22.0,19.0,21.0,20.0,13.0,20.0,,17.0,23.0,23.0,20.0,25.0,14.0,,22.0,18.0,19.0,22.0,19.0,21.0,22.0,18.0,17.0,,,21.0
160,678,1114,V,michigan,73,240,0.29411764705882354,2,W,486,18.0,17.0,15.0,22.0,21.0,19.0,13.0,16.0,13.0,19.0,19.0,20.0,14.0,20.0,16.0,19.0,,18.0,19.0,15.0,18.0,18.0,11.0,18.0,19.0,15.0,16.0,21.0,18.0,15.0,14.0,18.0,22.0,12.0,14.0,20.0,16.0,22.0,20.0,18.0,15.0,23.0,19.0,19.0,22.0,18.0,19.0,21.0,18.0,,17.0,18.0,16.0,20.0,,18.0,18.0,23.0,19.0,21.0,25.0,,21.0,15.0,17.0
230,982,1117,N,michigan,84,-3250,0.9701492537313433,2,W,486,18.0,17.0,15.0,22.0,21.0,19.0,13.0,16.0,13.0,19.0,19.0,20.0,14.0,20.0,16.0,19.0,,18.0,19.0,15.0,18.0,18.0,11.0,18.0,19.0,15.0,16.0,21.0,18.0,15.0,14.0,18.0,22.0,12.0,14.0,20.0,16.0,22.0,20.0,18.0,15.0,23.0,19.0,19.0,22.0,18.0,19.0,21.0,18.0,,17.0,18.0,16.0,20.0,,18.0,18.0,23.0,19.0,21.0,25.0,,21.0,15.0,17.0
249,1104,1118,N,michigan,66,-425,0.8095238095238095,2,W,486,18.0,17.0,15.0,22.0,21.0,19.0,13.0,16.0,13.0,19.0,19.0,20.0,14.0,20.0,16.0,19.0,,18.0,19.0,15.0,18.0,18.0,11.0,18.0,19.0,15.0,16.0,21.0,18.0,15.0,14.0,18.0,22.0,12.0,14.0,20.0,16.0,22.0,20.0,18.0,15.0,23.0,19.0,19.0,22.0,18.0,19.0,21.0,18.0,,17.0,18.0,16.0,20.0,,18.0,18.0,23.0,19.0,21.0,25.0,,21.0,15.0,17.0
184,761,1115,N,virginia-tech,73,-420,0.8076923076923077,2,W,664,15.0,16.0,19.0,15.0,15.0,20.0,12.0,15.0,17.0,13.0,14.0,12.0,15.0,15.0,,13.0,19.0,19.0,17.0,,17.0,14.0,14.0,13.0,14.0,18.0,15.0,11.0,13.0,19.0,15.0,14.0,14.0,13.0,18.0,24.0,19.0,25.0,11.0,13.0,14.0,,15.0,16.0,14.0,15.0,20.0,15.0,13.0,8.0,18.0,19.0,13.0,13.0,16.0,16.0,19.0,16.0,12.0,16.0,12.0,21.0,7.0,13.0,12.0
202,834,1116,N,virginia-tech,88,-280,0.7368421052631579,2,W,664,15.0,16.0,19.0,15.0,15.0,20.0,12.0,15.0,17.0,13.0,14.0,12.0,15.0,15.0,,13.0,19.0,19.0,17.0,,17.0,14.0,14.0,13.0,14.0,18.0,15.0,11.0,13.0,19.0,15.0,14.0,14.0,13.0,18.0,24.0,19.0,25.0,11.0,13.0,14.0,,15.0,16.0,14.0,15.0,20.0,15.0,13.0,8.0,18.0,19.0,13.0,13.0,16.0,16.0,19.0,16.0,12.0,16.0,12.0,21.0,7.0,13.0,12.0
247,1096,1118,N,virginia-tech,89,100,0.5,2,W,664,15.0,16.0,19.0,15.0,15.0,20.0,12.0,15.0,17.0,13.0,14.0,12.0,15.0,15.0,,13.0,19.0,19.0,17.0,,17.0,14.0,14.0,13.0,14.0,18.0,15.0,11.0,13.0,19.0,15.0,14.0,14.0,13.0,18.0,24.0,19.0,25.0,11.0,13.0,14.0,,15.0,16.0,14.0,15.0,20.0,15.0,13.0,8.0,18.0,19.0,13.0,13.0,16.0,16.0,19.0,16.0,12.0,16.0,12.0,21.0,7.0,13.0,12.0
189,780,1115,N,syracuse,76,-350,0.7777777777777778,2,L,673,14.0,13.0,12.0,16.0,18.0,9.0,17.0,,19.0,21.0,15.0,18.0,16.0,17.0,15.0,16.0,12.0,12.0,16.0,12.0,16.0,19.0,18.0,14.0,20.0,8.0,19.0,14.0,15.0,16.0,16.0,13.0,19.0,20.0,19.0,14.0,13.0,10.0,18.0,17.0,20.0,10.0,13.0,15.0,13.0,16.0,10.0,20.0,14.0,14.0,13.0,20.0,12.0,18.0,13.0,20.0,10.0,11.0,22.0,20.0,23.0,12.0,9.0,19.0,18.0
