,index,Date,VH,Team,Final,ML,Probability,Week,Result,elton-alexander,tyson-alger,mike-barber,john-bohnenkamp,dave-borges,rick-bozich,kevin-brockway,jp-butler,jason-butt,christian-caple,jerry-carino,david-cloninger,richard-croome,chris-dachille,seth-davis,doug-doughty,john-feinstein,justin-ferguson,clay-fowler,marcus-fuller,chris-goff,cormac-gordon,geoff-grammer,doug-haller,kelly-hines,bob-holt,cecil-hurt,joe-juliano,hugh-kellenberger,paul-klee,joe-leadingham,andrew-lopez,kevin-lyttle,scott-mansch,matt-mccoy,john-mcnamara,kevin-mcnamara,craig-meyer,sheldon-mickles,mandy-mitchell,chris-murray,patrick-murray,jon-nyatawa,dana-oneil,zach-osterman,tod-palmer,tony-parks,soren-petro,krista-pirtle,bj-rains,scott-richey,jon-rothstein,shannon-ryan,stephen-schramm,terry-toohey,matt-vautour,matt-velazquez,mitch-vingle,dick-vitale,jon-wilner,steve-wiseman,scott-wolf,mark-berman,craig-handel,graham-couch
396,1565,1206,H,florida-state,98,-10000,0.9900990099009901,5,W,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,23.0,,,23.0,,,,,,,,,,,,22.0,,21.0,,,,,,,,,,,,,,
397,1567,1206,H,villanova,89,-2150,0.9555555555555556,5,W,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0
398,1569,1206,H,michigan-state,77,-3250,0.9701492537313433,5,W,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,1575,1206,H,harvard,86,-145,0.5918367346938775,5,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,1577,1206,H,rhode-island,51,-380,0.7916666666666666,5,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,1579,1206,H,virginia,76,-5000,0.9803921568627451,5,W,11.0,14.0,16.0,14.0,16.0,16.0,11.0,15.0,15.0,17.0,13.0,14.0,10.0,19.0,19.0,16.0,16.0,8.0,9.0,14.0,13.0,17.0,14.0,19.0,15.0,13.0,13.0,13.0,16.0,19.0,14.0,9.0,14.0,19.0,15.0,11.0,12.0,12.0,14.0,13.0,12.0,12.0,13.0,15.0,15.0,16.0,16.0,8.0,14.0,14.0,13.0,19.0,13.0,15.0,14.0,18.0,14.0,13.0,14.0,20.0,15.0,15.0,19.0,13.0,14.0
402,1583,1206,H,ohio-state,77,-4250,0.9770114942528736,5,L,,,,,,,,25.0,,,,,,,,19.0,,,,,,19.0,25.0,,,,,,19.0,18.0,,,,,,,22.0,,,,,,25.0,,,,,24.0,,,,,,,,,,,,,,24.0,,,
403,1587,1206,H,marquette,84,-3500,0.9722222222222222,5,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,1591,1206,H,arkansas,84,-240,0.7058823529411765,5,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,1595,1206,H,wichita-state,75,-16500,0.9939759036144579,5,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,23.0,,,,,
406,1596,1206,V,texas,50,425,0.19047619047619047,5,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,1597,1206,H,michigan,53,-550,0.8461538461538461,5,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,1599,1206,H,arizona,79,-2500,0.9615384615384616,5,W,18.0,21.0,19.0,22.0,23.0,25.0,22.0,20.0,19.0,21.0,20.0,19.0,21.0,,20.0,,22.0,24.0,16.0,20.0,23.0,18.0,23.0,23.0,20.0,22.0,,18.0,25.0,24.0,20.0,17.0,22.0,17.0,21.0,21.0,25.0,21.0,22.0,19.0,19.0,21.0,,20.0,23.0,22.0,14.0,18.0,20.0,21.0,25.0,,19.0,16.0,19.0,23.0,23.0,18.0,24.0,14.0,20.0,21.0,,21.0,20.0
409,1600,1206,N,princeton,51,-120,0.5454545454545454,5,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,1601,1206,N,california,62,100,0.5,5,W,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,24.0,,,,,23.0,,,,,,,,,,,,,,,,,
411,1602,1206,V,seton-hall,68,-800,0.8888888888888888,5,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,1604,1206,N,purdue,97,-800,0.8888888888888888,5,W,15.0,19.0,23.0,20.0,22.0,15.0,21.0,18.0,20.0,13.0,17.0,17.0,19.0,22.0,12.0,,18.0,19.0,15.0,19.0,17.0,24.0,16.0,12.0,17.0,15.0,18.0,21.0,22.0,17.0,19.0,18.0,18.0,14.0,17.0,20.0,15.0,23.0,17.0,21.0,21.0,,18.0,18.0,18.0,21.0,17.0,19.0,,17.0,18.0,22.0,18.0,17.0,20.0,19.0,18.0,16.0,19.0,15.0,17.0,17.0,23.0,19.0,15.0
413,1606,1206,N,florida,74,275,0.26666666666666666,5,L,22.0,,24.0,23.0,,18.0,20.0,19.0,22.0,25.0,19.0,24.0,20.0,21.0,22.0,24.0,20.0,21.0,24.0,24.0,20.0,22.0,18.0,22.0,23.0,21.0,22.0,22.0,13.0,20.0,23.0,21.0,21.0,24.0,23.0,19.0,20.0,20.0,19.0,17.0,22.0,20.0,22.0,21.0,19.0,18.0,23.0,22.0,25.0,25.0,24.0,25.0,24.0,24.0,22.0,20.0,20.0,21.0,23.0,24.0,23.0,18.0,21.0,23.0,22.0
414,1607,1206,N,duke,84,-335,0.7701149425287356,5,W,3.0,5.0,7.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,4.0,3.0,3.0,9.0,3.0,6.0,5.0,3.0,5.0,7.0,5.0,7.0,4.0,6.0,4.0,4.0,2.0,3.0,6.0,2.0,3.0,4.0,5.0,2.0,5.0,3.0,5.0,3.0,5.0,6.0,9.0,5.0,7.0,5.0,4.0,3.0,8.0,2.0,4.0,5.0,3.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,3.0,5.0,5.0,7.0,8.0
415,1613,1206,H,notre-dame,87,-1200,0.9230769230769231,5,W,23.0,22.0,25.0,19.0,21.0,22.0,,24.0,,,24.0,20.0,23.0,18.0,,13.0,21.0,22.0,,21.0,24.0,,22.0,,,23.0,23.0,23.0,21.0,25.0,21.0,24.0,24.0,,,24.0,21.0,22.0,23.0,20.0,24.0,18.0,,23.0,21.0,20.0,22.0,,,,,20.0,23.0,25.0,,,22.0,23.0,18.0,22.0,,20.0,20.0,20.0,
416,1618,1207,V,butler,71,-550,0.8461538461538461,5,L,19.0,17.0,12.0,16.0,13.0,17.0,16.0,17.0,12.0,18.0,18.0,18.0,14.0,10.0,17.0,10.0,14.0,17.0,22.0,17.0,18.0,15.0,17.0,17.0,18.0,17.0,20.0,16.0,10.0,12.0,15.0,16.0,17.0,15.0,16.0,16.0,14.0,15.0,18.0,14.0,13.0,16.0,17.0,14.0,17.0,14.0,12.0,13.0,18.0,19.0,15.0,14.0,17.0,20.0,17.0,14.0,15.0,17.0,21.0,11.0,9.0,6.0,14.0,14.0,12.0
417,1621,1207,H,louisville,74,-5000,0.9803921568627451,5,W,14.0,10.0,15.0,11.0,18.0,9.0,13.0,13.0,16.0,10.0,15.0,16.0,12.0,13.0,10.0,14.0,13.0,12.0,13.0,13.0,11.0,12.0,10.0,11.0,11.0,10.0,8.0,15.0,11.0,9.0,13.0,14.0,11.0,12.0,11.0,14.0,10.0,14.0,12.0,12.0,15.0,14.0,12.0,13.0,12.0,12.0,13.0,10.0,13.0,11.0,12.0,11.0,9.0,13.0,11.0,11.0,9.0,11.0,10.0,12.0,13.0,10.0,12.0,16.0,13.0
418,1624,1207,V,harvard,74,-125,0.5555555555555556,5,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,1627,1207,H,pittsburgh,84,-1100,0.9166666666666666,5,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,1635,1207,H,temple,63,-500,0.8333333333333334,5,L,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0
421,1636,1207,V,tcu,59,125,0.4444444444444444,5,L,,25.0,,,24.0,,25.0,,25.0,,,,,,,22.0,,,,25.0,,23.0,,,,,,,,,,23.0,,,,,,,,,23.0,,,,,,20.0,,24.0,,,,,,,,,,,21.0,,,,25.0,
422,1638,1207,V,illinois-state,68,-180,0.6428571428571429,5,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,1642,1207,V,creighton,77,-200,0.6666666666666666,5,W,9.0,9.0,9.0,12.0,11.0,12.0,9.0,9.0,8.0,11.0,10.0,12.0,13.0,11.0,13.0,11.0,9.0,10.0,14.0,10.0,14.0,10.0,11.0,8.0,13.0,12.0,12.0,9.0,12.0,11.0,9.0,11.0,12.0,8.0,10.0,10.0,9.0,11.0,10.0,10.0,10.0,10.0,11.0,10.0,13.0,13.0,11.0,17.0,10.0,9.0,10.0,7.0,11.0,10.0,10.0,7.0,12.0,14.0,11.0,9.0,11.0,7.0,9.0,11.0,10.0
424,1644,1207,V,xavier,66,-125,0.5555555555555556,5,L,12.0,13.0,11.0,17.0,12.0,20.0,14.0,11.0,13.0,12.0,14.0,7.0,16.0,15.0,11.0,17.0,17.0,13.0,11.0,11.0,15.0,21.0,19.0,13.0,12.0,18.0,14.0,14.0,15.0,15.0,12.0,10.0,16.0,13.0,12.0,13.0,19.0,13.0,15.0,16.0,11.0,13.0,14.0,16.0,11.0,11.0,9.0,14.0,11.0,15.0,14.0,10.0,20.0,8.0,12.0,13.0,17.0,19.0,15.0,10.0,12.0,19.0,15.0,18.0,17.0
425,1645,1207,H,colorado,68,105,0.4878048780487805,5,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,1646,1207,V,valparaiso,63,NL,0.5,5,L,24.0,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0
427,1647,1207,H,kentucky,87,NL,0.5,5,W,7.0,7.0,8.0,8.0,6.0,7.0,8.0,5.0,7.0,6.0,7.0,5.0,5.0,6.0,6.0,4.0,7.0,6.0,8.0,3.0,7.0,3.0,8.0,7.0,6.0,6.0,5.0,5.0,5.0,8.0,5.0,5.0,8.0,5.0,4.0,6.0,7.0,7.0,6.0,5.0,4.0,7.0,10.0,7.0,5.0,6.0,6.0,5.0,6.0,7.0,5.0,9.0,7.0,7.0,5.0,6.0,8.0,6.0,5.0,13.0,6.0,9.0,10.0,9.0,4.0
428,1651,1207,H,north-carolina,83,-2000,0.9523809523809523,5,W,8.0,6.0,5.0,7.0,7.0,6.0,10.0,8.0,9.0,8.0,9.0,9.0,8.0,8.0,5.0,9.0,6.0,7.0,7.0,9.0,6.0,5.0,5.0,4.0,5.0,9.0,4.0,8.0,9.0,3.0,10.0,8.0,7.0,6.0,9.0,7.0,6.0,6.0,7.0,8.0,7.0,6.0,6.0,6.0,7.0,9.0,7.0,7.0,7.0,6.0,8.0,8.0,6.0,6.0,9.0,8.0,6.0,7.0,9.0,6.0,7.0,8.0,7.0,8.0,2.0
429,1659,1207,H,gonzaga,98,-1800,0.9473684210526315,5,W,4.0,8.0,10.0,9.0,8.0,11.0,7.0,7.0,5.0,9.0,6.0,10.0,7.0,4.0,8.0,7.0,8.0,9.0,6.0,8.0,8.0,4.0,7.0,10.0,8.0,8.0,9.0,7.0,4.0,7.0,7.0,7.0,6.0,7.0,7.0,8.0,8.0,8.0,8.0,9.0,5.0,8.0,4.0,8.0,9.0,7.0,10.0,9.0,8.0,8.0,9.0,6.0,10.0,11.0,7.0,9.0,7.0,8.0,6.0,7.0,8.0,11.0,6.0,4.0,9.0
430,1660,1207,N,seton-hall,60,100,0.5,5,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,1661,1207,N,california,57,-120,0.5454545454545454,5,L,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,24.0,,,,,23.0,,,,,,,,,,,,,,,,,
432,1662,1207,V,princeton,75,-600,0.8571428571428571,5,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,1669,1207,H,west-virginia,90,-60000,0.9983361064891847,5,W,17.0,16.0,13.0,13.0,15.0,10.0,17.0,14.0,14.0,16.0,12.0,13.0,18.0,14.0,15.0,15.0,12.0,15.0,21.0,18.0,12.0,11.0,13.0,18.0,14.0,16.0,11.0,17.0,14.0,16.0,18.0,19.0,13.0,18.0,14.0,17.0,11.0,18.0,13.0,18.0,16.0,19.0,15.0,12.0,14.0,15.0,19.0,15.0,16.0,13.0,17.0,17.0,12.0,14.0,13.0,17.0,13.0,12.0,13.0,17.0,14.0,13.0,13.0,12.0,11.0
434,1675,1207,H,wisconsin,78,-36000,0.997229916897507,5,W,16.0,15.0,17.0,15.0,14.0,13.0,15.0,16.0,18.0,15.0,16.0,15.0,15.0,17.0,16.0,18.0,19.0,16.0,17.0,15.0,16.0,13.0,15.0,15.0,16.0,14.0,17.0,11.0,18.0,14.0,16.0,15.0,15.0,16.0,18.0,15.0,16.0,17.0,16.0,22.0,17.0,15.0,16.0,17.0,16.0,17.0,15.0,12.0,15.0,16.0,19.0,15.0,14.0,18.0,16.0,16.0,16.0,15.0,16.0,16.0,16.0,16.0,18.0,17.0,18.0
435,1681,1207,H,oklahoma,92,-5500,0.9821428571428571,5,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,1685,1207,H,byu,77,-1100,0.9166666666666666,5,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,1691,1207,H,maryland,79,NL,0.5,5,W,,,,,,,,,,,,,,,,20.0,,,,,,25.0,,,,,,,,,,,,25.0,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,
438,1696,1208,V,vanderbilt,48,110,0.47619047619047616,5,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,1698,1208,V,iowa-state,64,-250,0.7142857142857143,5,L,,24.0,21.0,24.0,,,24.0,23.0,24.0,22.0,23.0,22.0,24.0,,24.0,,,,20.0,,22.0,,24.0,24.0,22.0,25.0,25.0,25.0,,23.0,25.0,,23.0,,,25.0,,,24.0,,,,,24.0,,24.0,,,,23.0,,,,23.0,25.0,25.0,24.0,,20.0,,24.0,,24.0,24.0,19.0
440,1705,1208,H,florida-state,118,NL,0.5,5,W,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,23.0,,,23.0,,,,,,,,,,,,22.0,,21.0,,,,,,,,,,,,,,
441,1711,1209,H,creighton,113,-66000,0.9984871406959153,5,W,9.0,9.0,9.0,12.0,11.0,12.0,9.0,9.0,8.0,11.0,10.0,12.0,13.0,11.0,13.0,11.0,9.0,10.0,14.0,10.0,14.0,10.0,11.0,8.0,13.0,12.0,12.0,9.0,12.0,11.0,9.0,11.0,12.0,8.0,10.0,10.0,9.0,11.0,10.0,10.0,10.0,10.0,11.0,10.0,13.0,13.0,11.0,17.0,10.0,9.0,10.0,7.0,11.0,10.0,10.0,7.0,12.0,14.0,11.0,9.0,11.0,7.0,9.0,11.0,10.0
442,1714,1210,V,arizona,79,-275,0.7333333333333333,5,W,18.0,21.0,19.0,22.0,23.0,25.0,22.0,20.0,19.0,21.0,20.0,19.0,21.0,,20.0,,22.0,24.0,16.0,20.0,23.0,18.0,23.0,23.0,20.0,22.0,,18.0,25.0,24.0,20.0,17.0,22.0,17.0,21.0,21.0,25.0,21.0,22.0,19.0,19.0,21.0,,20.0,23.0,22.0,14.0,18.0,20.0,21.0,25.0,,19.0,16.0,19.0,23.0,23.0,18.0,24.0,14.0,20.0,21.0,,21.0,20.0
443,1723,1210,H,purdue,77,NL,0.5,5,W,15.0,19.0,23.0,20.0,22.0,15.0,21.0,18.0,20.0,13.0,17.0,17.0,19.0,22.0,12.0,,18.0,19.0,15.0,19.0,17.0,24.0,16.0,12.0,17.0,15.0,18.0,21.0,22.0,17.0,19.0,18.0,18.0,14.0,17.0,20.0,15.0,23.0,17.0,21.0,21.0,,18.0,18.0,18.0,21.0,17.0,19.0,,17.0,18.0,22.0,18.0,17.0,20.0,19.0,18.0,16.0,19.0,15.0,17.0,17.0,23.0,19.0,15.0
444,1726,1210,V,rhode-island,77,165,0.37735849056603776,5,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,1728,1210,V,wisconsin,93,-191,0.6563573883161512,5,W,16.0,15.0,17.0,15.0,14.0,13.0,15.0,16.0,18.0,15.0,16.0,15.0,15.0,17.0,16.0,18.0,19.0,16.0,17.0,15.0,16.0,13.0,15.0,15.0,16.0,14.0,17.0,11.0,18.0,14.0,16.0,15.0,15.0,16.0,18.0,15.0,16.0,17.0,16.0,22.0,17.0,15.0,16.0,17.0,16.0,17.0,15.0,12.0,15.0,16.0,19.0,15.0,14.0,18.0,16.0,16.0,16.0,15.0,16.0,16.0,16.0,16.0,18.0,17.0,18.0
446,1729,1210,H,marquette,84,170,0.37037037037037035,5,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,1735,1210,H,kansas,89,NL,0.5,5,W,2.0,4.0,6.0,4.0,3.0,4.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,5.0,2.0,5.0,3.0,2.0,4.0,6.0,3.0,6.0,3.0,5.0,2.0,3.0,6.0,2.0,8.0,6.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,4.0,4.0,8.0,4.0,5.0,4.0,6.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,3.0,2.0,2.0,2.0,6.0,7.0
448,1738,1210,V,wichita-state,76,-200,0.6666666666666666,5,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,23.0,,,,,
449,1739,1210,H,oklahoma,73,170,0.37037037037037035,5,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,1740,1210,V,cincinnati,65,130,0.43478260869565216,5,L,,20.0,20.0,21.0,19.0,23.0,19.0,22.0,21.0,20.0,22.0,21.0,22.0,24.0,18.0,,24.0,23.0,19.0,22.0,21.0,,21.0,21.0,21.0,20.0,21.0,24.0,24.0,22.0,24.0,25.0,19.0,,20.0,23.0,24.0,24.0,21.0,23.0,25.0,24.0,20.0,22.0,22.0,23.0,,25.0,19.0,22.0,23.0,18.0,22.0,22.0,23.0,21.0,21.0,25.0,25.0,25.0,19.0,23.0,17.0,22.0,16.0
451,1741,1210,H,butler,75,-150,0.6,5,W,19.0,17.0,12.0,16.0,13.0,17.0,16.0,17.0,12.0,18.0,18.0,18.0,14.0,10.0,17.0,10.0,14.0,17.0,22.0,17.0,18.0,15.0,17.0,17.0,18.0,17.0,20.0,16.0,10.0,12.0,15.0,16.0,17.0,15.0,16.0,16.0,14.0,15.0,18.0,14.0,13.0,16.0,17.0,14.0,17.0,14.0,12.0,13.0,18.0,19.0,15.0,14.0,17.0,20.0,17.0,14.0,15.0,17.0,21.0,11.0,9.0,6.0,14.0,14.0,12.0
452,1742,1210,V,oklahoma-state,71,-475,0.8260869565217391,5,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,1744,1210,V,akron,43,NL,0.5,5,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,1745,1210,H,gonzaga,61,NL,0.5,5,W,4.0,8.0,10.0,9.0,8.0,11.0,7.0,7.0,5.0,9.0,6.0,10.0,7.0,4.0,8.0,7.0,8.0,9.0,6.0,8.0,8.0,4.0,7.0,10.0,8.0,8.0,9.0,7.0,4.0,7.0,7.0,7.0,6.0,7.0,7.0,8.0,8.0,8.0,8.0,9.0,5.0,8.0,4.0,8.0,9.0,7.0,10.0,9.0,8.0,8.0,9.0,6.0,10.0,11.0,7.0,9.0,7.0,8.0,6.0,7.0,8.0,11.0,6.0,4.0,9.0
455,1746,1210,V,duke,94,NL,0.5,5,W,3.0,5.0,7.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,4.0,3.0,3.0,9.0,3.0,6.0,5.0,3.0,5.0,7.0,5.0,7.0,4.0,6.0,4.0,4.0,2.0,3.0,6.0,2.0,3.0,4.0,5.0,2.0,5.0,3.0,5.0,3.0,5.0,6.0,9.0,5.0,7.0,5.0,4.0,3.0,8.0,2.0,4.0,5.0,3.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,3.0,5.0,5.0,7.0,8.0
456,1749,1210,H,xavier,77,-705,0.8757763975155279,5,W,12.0,13.0,11.0,17.0,12.0,20.0,14.0,11.0,13.0,12.0,14.0,7.0,16.0,15.0,11.0,17.0,17.0,13.0,11.0,11.0,15.0,21.0,19.0,13.0,12.0,18.0,14.0,14.0,15.0,15.0,12.0,10.0,16.0,13.0,12.0,13.0,19.0,13.0,15.0,16.0,11.0,13.0,14.0,16.0,11.0,11.0,9.0,14.0,11.0,15.0,14.0,10.0,20.0,8.0,12.0,13.0,17.0,19.0,15.0,10.0,12.0,19.0,15.0,18.0,17.0
457,1751,1210,H,texas,71,-480,0.8275862068965517,5,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,1752,1210,V,connecticut,60,376,0.21008403361344538,5,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,1753,1210,H,ohio-state,64,-471,0.8248686514886164,5,W,,,,,,,,25.0,,,,,,,,19.0,,,,,,19.0,25.0,,,,,,19.0,18.0,,,,,,,22.0,,,,,,25.0,,,,,24.0,,,,,,,,,,,,,,24.0,,,
460,1757,1210,H,san-diego-state,63,-400,0.8,5,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,1762,1210,V,valparaiso,84,-140,0.5833333333333334,5,W,24.0,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0
462,1765,1210,H,kansas-state,70,NL,0.5,5,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,1768,1210,V,michigan,84,365,0.21505376344086022,5,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,1769,1210,H,ucla,102,-460,0.8214285714285714,5,W,6.0,3.0,2.0,3.0,2.0,3.0,5.0,4.0,6.0,4.0,5.0,4.0,4.0,3.0,4.0,2.0,2.0,5.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,4.0,3.0,5.0,4.0,2.0,3.0,4.0,2.0,5.0,2.0,5.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,4.0,2.0,4.0,5.0,4.0,4.0,2.0,3.0,3.0,4.0,1.0,3.0,2.0,4.0,8.0,4.0,4.0,3.0,2.0,3.0
465,1772,1210,V,colorado,71,165,0.37735849056603776,5,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,1773,1210,H,byu,79,-185,0.6491228070175439,5,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,1777,1210,H,california,86,NL,0.5,5,W,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,24.0,,,,,23.0,,,,,,,,,,,,,,,,,
468,1778,1210,N,temple,74,-270,0.7297297297297297,5,W,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0
469,1782,1210,N,notre-dame,66,196,0.33783783783783783,5,L,23.0,22.0,25.0,19.0,21.0,22.0,,24.0,,,24.0,20.0,23.0,18.0,,13.0,21.0,22.0,,21.0,24.0,,22.0,,,23.0,23.0,23.0,21.0,25.0,21.0,24.0,24.0,,,24.0,21.0,22.0,23.0,20.0,24.0,18.0,,23.0,21.0,20.0,22.0,,,,,20.0,23.0,25.0,,,22.0,23.0,18.0,22.0,,20.0,20.0,20.0,
470,1783,1210,N,villanova,74,-229,0.6960486322188449,5,W,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0
471,1785,1210,N,pittsburgh,81,-314,0.7584541062801933,5,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,1787,1210,H,maryland,66,-1100,0.9166666666666666,5,W,,,,,,,,,,,,,,,,20.0,,,,,,25.0,,,,,,,,,,,,25.0,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,
