,index,Date,VH,Team,Final,ML,Probability,Week,Result,elton-alexander,tyson-alger,mike-barber,mark-berman,john-bohnenkamp,dave-borges,zac-boyer,rick-bozich,aaron-brenner,kevin-brockway,jp-butler,jason-butt,christian-caple,nick-carboni,jerry-carino,ray-coleman,graham-couch,richard-croome,chris-dachille,seth-davis,doug-doughty,jay-drew,jeff-faraudo,john-feinstein,marcus-fuller,chris-goff,cormac-gordon,geoff-grammer,tom-green,doug-haller,kelly-hines,bob-holt,cecil-hurt,marcus-jackson,joe-juliano,michelle-kaufman,laura-keeley,kevin-lyttle,fletcher-mackel,scott-mansch,matt-mccoy,chuck-mcgill,john-mcnamara,kevin-mcnamara,chris-murray,dana-oneil,zach-osterman,tod-palmer,soren-petro,bj-rains,ryan-recker,pat-rooney,randy-rosetta,jon-rothstein,shannon-ryan,adam-sparks,bret-strelow,bob-sutton,terry-toohey,matt-vautour,matt-velazquez,dick-vitale,john-werner,jon-wilner,scott-wolf,scott-richey
2042,7441,309,H,unlv,108.0,-700,0.875,18,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2043,7443,309,N,colorado-state,80.0,-370,0.7872340425531915,18,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2044,7453,309,N,georgetown,70.0,-500,0.8333333333333334,18,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2045,7455,309,N,marquette,101.0,-420,0.8076923076923077,18,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2046,7472,310,N,northwestern,70.0,120,0.45454545454545453,18,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2047,7473,310,N,michigan,72.0,-140,0.5833333333333334,18,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2048,7475,310,N,iowa,66.0,-650,0.8666666666666667,18,L,19.0,20.0,22.0,,21.0,24.0,19.0,19.0,22.0,19.0,17.0,21.0,21.0,,15.0,17.0,24.0,19.0,18.0,,19.0,20.0,21.0,18.0,20.0,22.0,18.0,22.0,17.0,21.0,20.0,20.0,22.0,,18.0,18.0,17.0,24.0,23.0,20.0,21.0,20.0,18.0,,17.0,21.0,20.0,19.0,20.0,17.0,16.0,20.0,18.0,16.0,18.0,13.0,21.0,16.0,16.0,22.0,22.0,16.0,18.0,15.0,21.0,21.0
2049,7479,310,N,wisconsin,58.0,-280,0.7368421052631579,18,L,,,,23.0,,,,,21.0,,,,25.0,,,,18.0,23.0,,20.0,,,,,,,,,,25.0,,24.0,,,,,,,,,,22.0,,25.0,,24.0,25.0,,,,25.0,,,24.0,16.0,,,23.0,,,,,,17.0,,
2050,7480,310,N,pittsburgh,71.0,320,0.23809523809523808,18,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2051,7481,310,N,north-carolina,88.0,-380,0.7916666666666666,18,W,7.0,8.0,6.0,6.0,7.0,7.0,6.0,6.0,3.0,5.0,7.0,9.0,8.0,7.0,7.0,7.0,7.0,7.0,9.0,6.0,5.0,7.0,3.0,7.0,6.0,11.0,8.0,6.0,7.0,7.0,7.0,8.0,8.0,,7.0,7.0,7.0,8.0,7.0,7.0,5.0,6.0,7.0,5.0,7.0,8.0,6.0,7.0,4.0,7.0,7.0,6.0,4.0,5.0,7.0,7.0,6.0,6.0,7.0,9.0,7.0,7.0,7.0,7.0,10.0,6.0
2052,7482,310,N,duke,79.0,-130,0.5652173913043478,18,L,20.0,14.0,17.0,15.0,20.0,19.0,13.0,21.0,18.0,20.0,14.0,22.0,17.0,18.0,16.0,21.0,10.0,17.0,22.0,15.0,21.0,18.0,19.0,17.0,19.0,16.0,20.0,18.0,18.0,19.0,17.0,14.0,19.0,,22.0,15.0,18.0,16.0,19.0,21.0,19.0,17.0,19.0,18.0,21.0,19.0,14.0,21.0,13.0,20.0,20.0,24.0,24.0,20.0,19.0,20.0,19.0,18.0,20.0,13.0,15.0,20.0,19.0,20.0,16.0,15.0
2053,7483,310,N,notre-dame,84.0,110,0.47619047619047616,18,W,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,
2054,7485,310,N,virginia,72.0,-650,0.8666666666666667,18,W,4.0,6.0,2.0,4.0,6.0,6.0,4.0,3.0,5.0,4.0,4.0,5.0,5.0,6.0,4.0,4.0,6.0,4.0,4.0,3.0,4.0,5.0,7.0,4.0,4.0,4.0,2.0,3.0,4.0,3.0,4.0,5.0,3.0,,5.0,5.0,2.0,3.0,3.0,6.0,4.0,4.0,4.0,4.0,6.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,8.0,4.0,4.0,4.0,2.0,5.0,5.0,4.0,4.0,2.0,4.0,2.0,4.0,5.0
2055,7488,310,N,georgetown,67.0,600,0.14285714285714285,18,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2056,7489,310,N,villanova,81.0,-900,0.9,18,W,3.0,3.0,4.0,3.0,4.0,2.0,3.0,4.0,6.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,,3.0,2.0,4.0,4.0,6.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,3.0
2057,7490,310,N,butler,60.0,-175,0.6363636363636364,18,L,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,23.0,,,22.0,,,,,,,,,,,,,,,,,,,,,,,
2058,7491,310,N,providence,74.0,155,0.39215686274509803,18,W,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,
2059,7492,310,N,marquette,72.0,475,0.17391304347826086,18,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2060,7493,310,N,xavier,90.0,-650,0.8666666666666667,18,W,5.0,4.0,3.0,5.0,3.0,4.0,7.0,7.0,9.0,6.0,5.0,8.0,3.0,5.0,5.0,6.0,5.0,6.0,5.0,5.0,7.0,6.0,5.0,6.0,7.0,6.0,7.0,5.0,5.0,5.0,5.0,3.0,5.0,,6.0,4.0,5.0,7.0,5.0,4.0,6.0,3.0,5.0,6.0,3.0,5.0,8.0,4.0,6.0,4.0,6.0,7.0,5.0,6.0,5.0,2.0,5.0,4.0,3.0,5.0,6.0,6.0,5.0,5.0,3.0,7.0
2061,7495,310,N,seton-hall,81.0,-110,0.5238095238095238,18,W,22.0,,25.0,,,21.0,,22.0,,24.0,,,,,,,,,,,,,,23.0,,,25.0,,,,,,,,,25.0,,,,25.0,,,,24.0,,,,,,,,,,,24.0,,,,,,25.0,,25.0,,,
2062,7501,310,N,rhode-island,62.0,-280,0.7368421052631579,18,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2063,7503,310,N,davidson,78.0,-950,0.9047619047619048,18,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2064,7504,310,N,baylor,75.0,-155,0.6078431372549019,18,W,,21.0,,18.0,22.0,,,,23.0,25.0,22.0,19.0,23.0,21.0,21.0,22.0,21.0,22.0,,17.0,,23.0,,,23.0,13.0,17.0,23.0,23.0,22.0,22.0,22.0,20.0,,21.0,23.0,16.0,21.0,22.0,,23.0,23.0,24.0,19.0,23.0,,17.0,,,23.0,17.0,22.0,,,22.0,21.0,14.0,24.0,19.0,18.0,19.0,,24.0,12.0,17.0,23.0
2065,7505,310,N,texas,61.0,135,0.425531914893617,18,L,,24.0,18.0,17.0,23.0,,,24.0,19.0,,24.0,,22.0,24.0,23.0,25.0,20.0,25.0,,18.0,,22.0,,22.0,24.0,23.0,,20.0,22.0,23.0,24.0,25.0,24.0,,23.0,,24.0,20.0,18.0,,,21.0,25.0,20.0,,22.0,,24.0,24.0,22.0,22.0,19.0,,21.0,17.0,,25.0,25.0,23.0,23.0,23.0,22.0,,21.0,18.0,20.0
2066,7507,310,N,kansas,85.0,-1100,0.9166666666666666,18,W,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2067,7509,310,N,west-virginia,86.0,-3000,0.967741935483871,18,W,9.0,9.0,8.0,8.0,10.0,11.0,10.0,5.0,10.0,9.0,8.0,11.0,6.0,10.0,9.0,9.0,11.0,10.0,12.0,8.0,9.0,9.0,9.0,10.0,10.0,7.0,9.0,9.0,10.0,9.0,9.0,7.0,7.0,,9.0,8.0,8.0,10.0,10.0,12.0,9.0,7.0,9.0,8.0,9.0,9.0,5.0,9.0,8.0,8.0,8.0,8.0,6.0,10.0,8.0,15.0,9.0,8.0,9.0,8.0,8.0,10.0,9.0,8.0,8.0,10.0
2068,7510,310,N,iowa-state,76.0,170,0.37037037037037035,18,L,21.0,22.0,20.0,16.0,18.0,20.0,,,20.0,22.0,21.0,20.0,18.0,22.0,22.0,23.0,12.0,21.0,20.0,22.0,20.0,19.0,,19.0,22.0,14.0,21.0,21.0,21.0,24.0,21.0,21.0,21.0,,20.0,22.0,19.0,22.0,21.0,19.0,18.0,16.0,23.0,22.0,20.0,20.0,24.0,18.0,25.0,19.0,15.0,21.0,20.0,22.0,23.0,22.0,20.0,17.0,22.0,16.0,20.0,18.0,21.0,13.0,14.0,22.0
2069,7511,310,N,oklahoma,79.0,-190,0.6551724137931034,18,W,6.0,5.0,5.0,7.0,5.0,5.0,5.0,10.0,4.0,7.0,6.0,6.0,7.0,4.0,6.0,5.0,4.0,5.0,6.0,7.0,6.0,4.0,4.0,5.0,5.0,5.0,5.0,7.0,6.0,6.0,6.0,6.0,6.0,,4.0,6.0,6.0,5.0,4.0,5.0,7.0,5.0,6.0,10.0,5.0,11.0,9.0,6.0,7.0,6.0,5.0,5.0,7.0,7.0,6.0,6.0,7.0,7.0,6.0,6.0,5.0,5.0,6.0,6.0,5.0,4.0
2070,7513,310,N,florida,68.0,-145,0.5918367346938775,18,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2071,7515,310,N,vanderbilt,65.0,-950,0.9047619047619048,18,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2072,7521,310,H,uab,77.0,-330,0.7674418604651163,18,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,
2073,7522,310,N,old-dominion,68.0,-155,0.6078431372549019,18,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2074,7523,310,N,louisiana-tech,52.0,135,0.425531914893617,18,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2075,7526,310,N,utep,85.0,245,0.2898550724637681,18,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2076,7529,310,N,akron,65.0,-220,0.6875,18,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,
2077,7531,310,N,central-michigan,59.0,-250,0.7142857142857143,18,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2078,7537,310,N,oregon,83.0,-380,0.7916666666666666,18,W,8.0,7.0,9.0,9.0,8.0,9.0,9.0,8.0,7.0,8.0,9.0,3.0,9.0,8.0,8.0,8.0,15.0,8.0,7.0,10.0,10.0,8.0,10.0,8.0,9.0,9.0,6.0,8.0,8.0,8.0,8.0,9.0,10.0,,8.0,9.0,9.0,6.0,9.0,8.0,8.0,9.0,8.0,7.0,8.0,6.0,7.0,8.0,15.0,9.0,9.0,10.0,14.0,9.0,10.0,9.0,8.0,9.0,8.0,7.0,9.0,8.0,8.0,18.0,7.0,8.0
2079,7538,310,N,colorado,78.0,320,0.23809523809523808,18,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2080,7539,310,N,arizona,82.0,-380,0.7916666666666666,18,W,15.0,15.0,16.0,19.0,16.0,15.0,18.0,20.0,14.0,14.0,19.0,15.0,14.0,15.0,17.0,12.0,19.0,14.0,17.0,14.0,15.0,12.0,17.0,14.0,12.0,18.0,10.0,15.0,16.0,14.0,15.0,18.0,18.0,,12.0,21.0,20.0,18.0,17.0,10.0,14.0,25.0,15.0,13.0,19.0,17.0,21.0,14.0,12.0,14.0,18.0,17.0,17.0,13.0,20.0,16.0,16.0,22.0,21.0,19.0,18.0,13.0,16.0,22.0,25.0,17.0
2081,7540,310,N,usc,72.0,240,0.29411764705882354,18,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2082,7542,310,N,oregon-state,68.0,320,0.23809523809523808,18,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2083,7543,310,N,california,76.0,-380,0.7916666666666666,18,W,,23.0,23.0,20.0,24.0,23.0,,18.0,,23.0,23.0,25.0,24.0,20.0,24.0,,,24.0,,24.0,22.0,24.0,24.0,,,24.0,24.0,19.0,24.0,16.0,23.0,23.0,25.0,,24.0,24.0,23.0,15.0,,,22.0,19.0,,16.0,22.0,23.0,19.0,17.0,,24.0,24.0,23.0,,15.0,,,23.0,,25.0,21.0,24.0,25.0,22.0,25.0,20.0,24.0
2084,7545,310,N,san-diego-state,71.0,-370,0.7872340425531915,18,W,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2085,7548,310,N,unlv,82.0,150,0.4,18,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2086,7550,310,N,colorado-state,88.0,280,0.2631578947368421,18,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2087,7551,310,N,boise-state,81.0,-340,0.7727272727272727,18,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2088,7594,311,N,michigan,72.0,320,0.23809523809523808,18,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2089,7597,311,N,purdue,89.0,-950,0.9047619047619048,18,W,13.0,13.0,11.0,13.0,13.0,10.0,12.0,13.0,13.0,13.0,13.0,13.0,15.0,17.0,12.0,14.0,14.0,13.0,10.0,19.0,14.0,15.0,15.0,13.0,13.0,17.0,15.0,12.0,13.0,13.0,13.0,13.0,13.0,,13.0,16.0,14.0,17.0,12.0,11.0,15.0,13.0,13.0,21.0,14.0,12.0,11.0,16.0,9.0,13.0,13.0,12.0,16.0,19.0,13.0,14.0,15.0,21.0,13.0,12.0,13.0,15.0,13.0,14.0,15.0,11.0
2090,7599,311,N,michigan-state,81.0,-1800,0.9473684210526315,18,W,2.0,2.0,7.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,3.0,3.0,2.0,2.0,2.0,2.0,8.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,6.0,2.0
2091,7601,311,N,maryland,97.0,-420,0.8076923076923077,18,W,16.0,17.0,21.0,24.0,19.0,16.0,20.0,16.0,15.0,17.0,16.0,18.0,20.0,16.0,20.0,16.0,23.0,18.0,23.0,21.0,16.0,17.0,16.0,20.0,15.0,20.0,19.0,24.0,15.0,18.0,18.0,16.0,14.0,,15.0,12.0,21.0,19.0,16.0,14.0,16.0,,17.0,23.0,15.0,18.0,22.0,23.0,17.0,15.0,19.0,15.0,13.0,17.0,15.0,12.0,17.0,15.0,15.0,24.0,21.0,14.0,15.0,10.0,19.0,16.0
2092,7603,311,N,dayton,69.0,-240,0.7058823529411765,18,W,,,24.0,25.0,,25.0,,,,21.0,,24.0,,,25.0,,,,19.0,,23.0,,22.0,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,19.0,,,,,,,,,,,,,
2093,7608,311,N,davidson,90.0,100,0.5,18,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2094,7609,311,N,st.-bonaventure,86.0,-120,0.5454545454545454,18,L,,,,,,,24.0,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,
2095,7611,311,N,temple,79.0,-850,0.8947368421052632,18,W,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,
2096,7612,311,N,connecticut,104.0,115,0.46511627906976744,18,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2097,7613,311,N,cincinnati,97.0,-135,0.574468085106383,18,L,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,
2098,7617,311,N,tulsa,67.0,-240,0.7058823529411765,18,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2099,7618,311,N,florida,66.0,210,0.3225806451612903,18,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100,7621,311,N,lsu,84.0,-215,0.6825396825396826,18,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2101,7623,311,N,kentucky,85.0,-1800,0.9473684210526315,18,W,18.0,18.0,15.0,21.0,15.0,17.0,17.0,12.0,16.0,18.0,18.0,17.0,19.0,12.0,19.0,20.0,8.0,20.0,16.0,16.0,18.0,21.0,14.0,16.0,18.0,21.0,16.0,13.0,20.0,17.0,19.0,17.0,11.0,,19.0,17.0,15.0,14.0,20.0,17.0,13.0,15.0,20.0,17.0,16.0,15.0,15.0,13.0,11.0,18.0,21.0,16.0,11.0,14.0,21.0,17.0,13.0,10.0,17.0,20.0,17.0,11.0,20.0,24.0,24.0,18.0
2102,7625,311,N,south-carolina,64.0,-125,0.5555555555555556,18,L,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2103,7627,311,N,old-dominion,89.0,-185,0.6491228070175439,18,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2104,7634,311,N,notre-dame,47.0,300,0.25,18,L,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,
2105,7635,311,N,north-carolina,78.0,-360,0.782608695652174,18,W,7.0,8.0,6.0,6.0,7.0,7.0,6.0,6.0,3.0,5.0,7.0,9.0,8.0,7.0,7.0,7.0,7.0,7.0,9.0,6.0,5.0,7.0,3.0,7.0,6.0,11.0,8.0,6.0,7.0,7.0,7.0,8.0,8.0,,7.0,7.0,7.0,8.0,7.0,7.0,5.0,6.0,7.0,5.0,7.0,8.0,6.0,7.0,4.0,7.0,7.0,6.0,4.0,5.0,7.0,7.0,6.0,6.0,7.0,9.0,7.0,7.0,7.0,7.0,10.0,6.0
2106,7637,311,N,virginia,73.0,-200,0.6666666666666666,18,W,4.0,6.0,2.0,4.0,6.0,6.0,4.0,3.0,5.0,4.0,4.0,5.0,5.0,6.0,4.0,4.0,6.0,4.0,4.0,3.0,4.0,5.0,7.0,4.0,4.0,4.0,2.0,3.0,4.0,3.0,4.0,5.0,3.0,,5.0,5.0,2.0,3.0,3.0,6.0,4.0,4.0,4.0,4.0,6.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,8.0,4.0,4.0,4.0,2.0,5.0,5.0,4.0,4.0,2.0,4.0,2.0,4.0,5.0
2107,7638,311,N,providence,68.0,375,0.21052631578947367,18,L,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,
2108,7639,311,N,villanova,76.0,-450,0.8181818181818182,18,W,3.0,3.0,4.0,3.0,4.0,2.0,3.0,4.0,6.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,,3.0,2.0,4.0,4.0,6.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,3.0
2109,7640,311,N,seton-hall,87.0,200,0.3333333333333333,18,W,22.0,,25.0,,,21.0,,22.0,,24.0,,,,,,,,,,,,,,23.0,,,25.0,,,,,,,,,25.0,,,,25.0,,,,24.0,,,,,,,,,,,24.0,,,,,,25.0,,25.0,,,
2110,7641,311,N,xavier,83.0,-240,0.7058823529411765,18,L,5.0,4.0,3.0,5.0,3.0,4.0,7.0,7.0,9.0,6.0,5.0,8.0,3.0,5.0,5.0,6.0,5.0,6.0,5.0,5.0,7.0,6.0,5.0,6.0,7.0,6.0,7.0,5.0,5.0,5.0,5.0,3.0,5.0,,6.0,4.0,5.0,7.0,5.0,4.0,6.0,3.0,5.0,6.0,3.0,5.0,8.0,4.0,6.0,4.0,6.0,7.0,5.0,6.0,5.0,2.0,5.0,4.0,3.0,5.0,6.0,6.0,5.0,5.0,3.0,7.0
2111,7642,311,N,baylor,66.0,280,0.2631578947368421,18,L,,21.0,,18.0,22.0,,,,23.0,25.0,22.0,19.0,23.0,21.0,21.0,22.0,21.0,22.0,,17.0,,23.0,,,23.0,13.0,17.0,23.0,23.0,22.0,22.0,22.0,20.0,,21.0,23.0,16.0,21.0,22.0,,23.0,23.0,24.0,19.0,23.0,,17.0,,,23.0,17.0,22.0,,,22.0,21.0,14.0,24.0,19.0,18.0,19.0,,24.0,12.0,17.0,23.0
2112,7643,311,N,kansas,70.0,-340,0.7727272727272727,18,W,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2113,7644,311,N,oklahoma,67.0,100,0.5,18,L,6.0,5.0,5.0,7.0,5.0,5.0,5.0,10.0,4.0,7.0,6.0,6.0,7.0,4.0,6.0,5.0,4.0,5.0,6.0,7.0,6.0,4.0,4.0,5.0,5.0,5.0,5.0,7.0,6.0,6.0,6.0,6.0,6.0,,4.0,6.0,6.0,5.0,4.0,5.0,7.0,5.0,6.0,10.0,5.0,11.0,9.0,6.0,7.0,6.0,5.0,5.0,7.0,7.0,6.0,6.0,7.0,7.0,6.0,6.0,5.0,5.0,6.0,6.0,5.0,4.0
2114,7645,311,N,west-virginia,69.0,-120,0.5454545454545454,18,W,9.0,9.0,8.0,8.0,10.0,11.0,10.0,5.0,10.0,9.0,8.0,11.0,6.0,10.0,9.0,9.0,11.0,10.0,12.0,8.0,9.0,9.0,9.0,10.0,10.0,7.0,9.0,9.0,10.0,9.0,9.0,7.0,7.0,,9.0,8.0,8.0,10.0,10.0,12.0,9.0,7.0,9.0,8.0,9.0,9.0,5.0,9.0,8.0,8.0,8.0,8.0,6.0,10.0,8.0,15.0,9.0,8.0,9.0,8.0,8.0,10.0,9.0,8.0,8.0,10.0
2115,7647,311,N,akron,80.0,-430,0.8113207547169812,18,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,
2116,7650,311,N,arizona,89.0,-110,0.5238095238095238,18,L,15.0,15.0,16.0,19.0,16.0,15.0,18.0,20.0,14.0,14.0,19.0,15.0,14.0,15.0,17.0,12.0,19.0,14.0,17.0,14.0,15.0,12.0,17.0,14.0,12.0,18.0,10.0,15.0,16.0,14.0,15.0,18.0,18.0,,12.0,21.0,20.0,18.0,17.0,10.0,14.0,25.0,15.0,13.0,19.0,17.0,21.0,14.0,12.0,14.0,18.0,17.0,17.0,13.0,20.0,16.0,16.0,22.0,21.0,19.0,18.0,13.0,16.0,22.0,25.0,17.0
2117,7651,311,N,oregon,95.0,-110,0.5238095238095238,18,W,8.0,7.0,9.0,9.0,8.0,9.0,9.0,8.0,7.0,8.0,9.0,3.0,9.0,8.0,8.0,8.0,15.0,8.0,7.0,10.0,10.0,8.0,10.0,8.0,9.0,9.0,6.0,8.0,8.0,8.0,8.0,9.0,10.0,,8.0,9.0,9.0,6.0,9.0,8.0,8.0,9.0,8.0,7.0,8.0,6.0,7.0,8.0,15.0,9.0,9.0,10.0,14.0,9.0,10.0,9.0,8.0,9.0,8.0,7.0,9.0,8.0,8.0,18.0,7.0,8.0
